META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 00:22:50 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 6/4; 7/5; ; ; 6/4; ; 6/4; ; ; ; ; ; 6/4; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; ; ; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 9/4; ; 23/10; ; ; ; ; ; 11/5; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 04:21:30 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 6/4; 7/5; ; ; 6/4; ; 6/4; ; ; ; 7/5; ; 6/4; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Barrow; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 6/4; ; 7/4; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 08:22:53 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 6/4; 7/5; ; ; 6/4; ; 6/4; ; ; ; 7/5; ; 6/4; ; ; 6/4; ; 16/11; ; ; ; ; ; 16/11; ; ; ; ; 
Barrow; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 6/4; ; 7/4; ; ; 7/4; ; 17/10; ; ; ; ; ; 17/10; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 9/4; ; ; ; ; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 12:23:05 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 6/4; 7/5; ; 11/8; 6/4; ; 6/4; 6/4; ; ; 7/5; ; 6/4; ; ; 6/4; 16/11; 16/11; ; 7/5; 16/11; 8/5; ; 16/11; ; ; ; ; 
Barrow; 9/5; 9/5; ; 8/5; 9/5; ; 9/5; 17/10; ; ; 6/4; ; 7/4; ; ; 7/4; 7/4; 17/10; ; 17/10; 7/4; 15/8; ; 17/10; ; ; ; ; 
Draw; 9/4; 23/10; ; 23/10; 23/10; ; 23/10; 23/10; ; ; 11/5; ; 11/5; ; ; 9/4; 23/10; 9/4; ; 9/4; 23/10; 12/5; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 16:23:12 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 6/4; 7/5; ; 11/8; 6/4; ; 6/4; 6/4; ; ; 7/5; ; 6/4; ; ; 6/4; 16/11; 16/11; ; 7/5; 16/11; 8/5; ; 16/11; ; ; ; ; 
Barrow; 9/5; 9/5; ; 8/5; 9/5; ; 9/5; 17/10; ; ; 6/4; ; 7/4; ; ; 7/4; 7/4; 17/10; ; 17/10; 7/4; 15/8; ; 17/10; ; ; ; ; 
Draw; 9/4; 23/10; ; 23/10; 23/10; ; 23/10; 23/10; ; ; 11/5; ; 11/5; ; ; 9/4; 23/10; 9/4; ; 9/4; 23/10; 12/5; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-23 20:23:43 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 11/8; 7/5; ; 7/5; 29/20; 13/10; 29/20; 6/4; 7/5; 7/5; 7/5; ; 7/5; ; ; 16/11; 7/5; 16/11; ; 7/5; 7/5; 17/11; ; 16/11; ; ; 1/50; ; 
Barrow; 2; 9/5; ; 7/4; 15/8; 33/20; 15/8; 7/4; 9/5; 9/5; 6/4; ; 37/20; ; ; 9/5; 9/5; 17/10; ; 17/10; 9/5; 37/19; ; 17/10; ; ; 1/50; ; 
Draw; 9/4; 23/10; ; 2; 23/10; 11/5; 23/10; 9/4; 23/10; 23/10; 11/5; ; 9/4; ; ; 9/4; 9/4; 9/4; ; 9/4; 9/4; 12/5; ; 9/4; ; ; 1/100; ; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-24 00:22:53 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 11/8; 6/4; ; 7/5; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 29/20; ; ; 16/11; 16/11; 16/11; 7/5; 7/5; 16/11; 17/11; ; 16/11; ; ; 7/5; 7/5; 
Barrow; 2; 7/4; ; 7/4; 9/5; 33/20; 9/5; 7/4; 9/5; 9/5; 6/4; 15/8; 9/5; ; ; 9/5; 9/5; 17/10; 28/17; 17/10; 9/5; 37/19; ; 17/10; ; ; 13/8; 13/8; 
Draw; 9/4; 11/5; ; 2; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; 11/5; ; ; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; ; 9/4; ; ; 2; 2; 
META; english/non-league/national-league/wrexham-v-barrow; 2016-10-24 04:22:56 GMT+3; 2016-10-25 19:45; e70300-dr003
Wrexham; 11/8; 6/4; ; 7/5; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 29/20; ; ; 16/11; 16/11; 16/11; 7/5; 7/5; 16/11; 17/11; ; 16/11; ; ; 6/4; 7/5; 
Barrow; 2; 7/4; ; 7/4; 9/5; 33/20; 9/5; 7/4; 9/5; 9/5; 6/4; 15/8; 9/5; ; ; 9/5; 9/5; 17/10; 28/17; 17/10; 9/5; 37/19; ; 17/10; ; ; 7/4; 13/8; 
Draw; 9/4; 11/5; ; 2; 23/10; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; 11/5; ; ; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 12/5; ; 9/4; ; ; 21/10; 2; 
