META; english/non-league/national-league/tranmere-v-wrexham; 2016-10-03 20:24:32 GMT+3; 2016-10-08 12:15; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2016-10-04 00:23:03 GMT+3; 2016-10-08 12:15; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2016-10-04 04:22:52 GMT+3; 2016-10-08 12:15; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2016-10-04 08:23:50 GMT+3; 2016-10-08 12:15; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/non-league/national-league/tranmere-v-wrexham; 2016-10-04 12:24:29 GMT+3; 2016-10-08 12:15; e70300-dr003
Tranmere; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Wrexham; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
