META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-10 16:20:57 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Bromley; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-10 20:21:28 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 13/10; 11/8; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 13/10; ; ; ; 5/4; 7/5; ; ; 4/11; ; 
Bromley; 2; 17/10; 39/20; 9/5; 19/10; 19/10; 2; 15/8; ; ; ; 7/4; ; ; ; ; 15/8; ; ; ; 37/19; 21/10; ; ; 4/9; ; 
Draw; 12/5; 9/4; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; ; ; ; 9/4; ; ; ; ; 12/5; ; ; ; 40/17; 5/2; ; ; 1/20; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 00:21:27 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 13/10; 11/8; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 13/10; ; ; ; 5/4; 7/5; ; ; 4/11; ; 
Bromley; 2; 17/10; 39/20; 9/5; 19/10; 19/10; 2; 15/8; ; ; ; 7/4; ; ; ; ; 15/8; ; ; ; 37/19; 21/10; ; ; 4/11; ; 
Draw; 12/5; 9/4; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; ; ; ; 9/4; ; ; ; ; 12/5; ; ; ; 12/5; 5/2; ; ; 1/20; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 04:21:59 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 13/10; 11/8; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; ; ; 6/5; ; ; ; ; 13/10; ; ; ; 5/4; 7/5; ; ; 11/10; ; 
Bromley; 2; 17/10; 39/20; 9/5; 19/10; 19/10; 2; 15/8; ; ; ; 7/4; ; ; ; ; 15/8; ; ; ; 37/19; 21/10; ; ; 7/4; ; 
Draw; 12/5; 9/4; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; ; ; ; 9/4; ; ; ; ; 12/5; ; ; ; 12/5; 5/2; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 08:21:54 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 13/10; 11/8; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; 5/4; ; 6/5; ; ; 6/5; ; 13/10; 5/4; ; 5/4; 5/4; 7/5; ; ; 11/10; ; 
Bromley; 2; 17/10; 39/20; 9/5; 19/10; 19/10; 2; 15/8; ; 24/13; ; 7/4; ; ; 9/5; ; 15/8; 24/13; ; 9/5; 19/10; 21/10; ; ; 13/8; ; 
Draw; 12/5; 9/4; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; ; 12/5; ; 9/4; ; ; 23/10; ; 12/5; 12/5; ; 12/5; 27/11; 5/2; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 12:23:06 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 13/10; 11/8; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; 5/4; ; 6/5; ; ; ; ; 13/10; 5/4; ; 5/4; 5/4; 7/5; ; ; 11/10; ; 
Bromley; 2; 17/10; 39/20; 9/5; 19/10; 19/10; 2; 15/8; ; 24/13; ; 7/4; ; ; ; ; 15/8; 24/13; ; 9/5; 19/10; 21/10; ; ; 13/8; ; 
Draw; 12/5; 9/4; 47/20; 11/5; 12/5; 23/10; 12/5; 12/5; ; 12/5; ; 9/4; ; ; ; ; 12/5; 12/5; ; 12/5; 27/11; 5/2; ; ; 2; ; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 16:23:05 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 11/8; 11/10; 21/20; 23/20; 21/20; 11/10; 6/5; ; 15/13; 11/10; 6/5; 11/10; 11/10; ; 23/20; 6/5; 15/13; 6/5; 23/20; 15/13; 23/17; 15/13; ; 1; 21/20; 
Bromley; 11/5; 17/10; 11/5; 21/10; 21/10; 21/10; 9/4; 2; ; 21/10; 9/4; 7/4; 11/5; 11/5; ; 11/5; 2; 21/10; 24/13; 21/10; 11/5; 24/11; 28/13; ; 19/10; 21/10; 
Draw; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; ; 12/5; 13/5; 9/4; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 5/2; ; 21/10; 2; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-11 20:23:08 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 23/20; 11/10; 21/20; 23/20; 21/20; 11/10; 6/5; 11/10; 15/13; 11/10; 6/5; 11/10; 11/10; ; 23/20; 15/13; 15/13; 6/5; 23/20; ; 5/4; 15/13; ; 1; 21/20; 
Bromley; 11/5; 2; 43/20; 21/10; 21/10; 21/10; 9/4; 2; 9/4; 21/10; 23/10; 7/4; 11/5; 11/5; ; 11/5; 11/5; 21/10; 24/13; 21/10; ; 19/8; 28/13; ; 2; 21/10; 
Draw; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; ; 21/10; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 00:22:16 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 23/20; 11/10; 21/20; 23/20; 21/20; 11/10; 6/5; 11/10; 15/13; 11/10; 6/5; 11/10; 11/10; ; 23/20; 15/13; 15/13; 6/5; 23/20; 21/20; 5/4; 15/13; ; 1; 21/20; 
Bromley; 11/5; 2; 43/20; 21/10; 21/10; 21/10; 9/4; 2; 9/4; 21/10; 23/10; 7/4; 11/5; 11/5; ; 11/5; 11/5; 21/10; 24/13; 21/10; 23/10; 19/8; 28/13; ; 21/10; 21/10; 
Draw; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 5/2; ; 11/5; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 04:22:18 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 23/20; 11/10; 21/20; 11/10; 21/20; 11/10; 6/5; 11/10; 15/13; 11/10; 6/5; 11/10; 11/10; ; 23/20; 15/13; 15/13; 6/5; 23/20; 11/10; ; 15/13; ; 1; 20/21; 
Bromley; 11/5; 2; 43/20; 21/10; 11/5; 21/10; 9/4; 2; 9/4; 21/10; 23/10; 7/4; 11/5; 11/5; ; 11/5; 11/5; 21/10; 24/13; 21/10; 23/10; ; 28/13; ; 21/10; 21/10; 
Draw; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; ; 5/2; ; 11/5; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 08:22:03 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 23/20; 11/10; 21/20; 11/10; 21/20; 11/10; 6/5; 11/10; 15/13; 11/10; 6/5; 11/10; 11/10; ; 23/20; 15/13; 15/13; 6/5; 23/20; 21/20; 5/4; 15/13; ; 1; 21/20; 
Bromley; 11/5; 2; 43/20; 21/10; 11/5; 21/10; 9/4; 2; 9/4; 21/10; 23/10; 7/4; 11/5; 11/5; ; 11/5; 11/5; 21/10; 24/13; 21/10; 23/10; 19/8; 28/13; ; 21/10; 21/10; 
Draw; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 9/4; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 5/2; ; 11/5; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 12:22:45 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 21/20; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 11/10; ; 23/20; 11/10; 15/13; 6/5; 23/20; 21/20; 5/4; 15/13; ; 1; 21/20; 
Bromley; 11/5; 11/5; 43/20; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 21/10; 23/10; 9/4; 11/5; 11/5; ; 11/5; 9/4; 21/10; 24/13; 21/10; 23/10; 19/8; 28/13; ; 23/10; 21/10; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 5/2; ; 12/5; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 16:23:00 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 21/20; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 11/10; ; 23/20; 11/10; 15/13; 6/5; 23/20; 21/20; 5/4; 15/13; ; 1; 21/20; 
Bromley; 11/5; 11/5; 43/20; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 21/10; 23/10; 9/4; 11/5; 11/5; ; 11/5; 9/4; 21/10; 24/13; 21/10; 23/10; 19/8; 28/13; ; 23/10; 21/10; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 5/2; 5/2; ; 12/5; 9/4; 
META; english/non-league/national-league/solihull-moors-v-bromley; 2016-08-12 20:24:04 GMT+3; 2016-08-13 15:00; e70300-dr003
Solihull Moors; 6/5; 21/20; 23/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 11/10; 11/10; 23/20; 11/10; 15/13; 6/5; 23/20; ; 5/4; 15/13; ; 10/9; 21/20; 
Bromley; 11/5; 11/5; 21/10; 21/10; 11/5; 21/10; 9/4; 11/5; 23/10; 21/10; 23/10; 9/4; 11/5; 11/5; 23/10; 11/5; 9/4; 21/10; 24/13; 21/10; ; 19/8; 28/13; ; 23/10; 21/10; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; ; 5/2; 5/2; ; 12/5; 9/4; 
