META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 00:19:59 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 04:19:08 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 08:19:02 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 12:19:21 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; ; 10/11; 5/6; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 12/5; 23/10; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; 3; ; ; ; 29/10; 11/4; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 16:20:00 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; 5/6; 10/11; 5/6; 9/10; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; 5/2; ; ; 23/10; 12/5; 23/10; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; 
Chester; 3; ; ; 11/4; 29/10; 11/4; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-29 20:21:15 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; 5/6; 10/11; 5/6; 9/10; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; 5/2; ; ; 23/10; 12/5; 23/10; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; 
Chester; 3; ; ; 11/4; 29/10; 11/4; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-chester; 2016-07-30 00:20:14 GMT+3; 2016-08-06 15:00; e70300-dr003
Gateshead; 10/11; ; ; 5/6; 10/11; 5/6; 9/10; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; 5/2; ; ; 23/10; 12/5; 23/10; 5/2; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; 
Chester; 3; ; ; 11/4; 29/10; 11/4; 3; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
