META; english/non-league/national-league/maidstone-v-guiseley; 2016-09-11 20:24:15 GMT+3; 2016-09-17 15:00; e70300-dr003
Maidstone; 4/6; ; ; ; 4/6; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 21/5; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2016-09-12 00:22:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Maidstone; 4/6; ; ; ; 4/6; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 21/5; ; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2016-09-12 04:23:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Maidstone; 4/6; ; ; ; 4/6; ; 4/6; ; ; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; ; ; ; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 21/5; ; ; ; ; 15/4; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-guiseley; 2016-09-12 12:23:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Maidstone; 4/6; ; ; ; 4/6; ; 4/6; ; 8/13; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 11/4; ; 11/4; ; 11/4; ; ; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; ; ; ; 19/5; ; 17/4; ; 4; ; ; 15/4; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
