META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 00:22:48 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; ; 1; ; ; ; ; ; ; ; ; ; 11/10; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Gateshead; ; 12/5; ; ; ; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 04:20:45 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; ; 1; ; ; ; ; ; ; ; ; ; 11/10; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Gateshead; ; 12/5; ; ; ; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 08:20:54 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; ; 1; ; ; ; ; ; ; ; ; ; 11/10; 1; ; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Gateshead; ; 12/5; ; ; ; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 12:21:13 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 1; 1; ; ; 21/20; ; 21/20; ; 11/10; ; ; 11/10; 1; ; ; 21/20; 1; ; ; ; 21/20; 11/10; ; ; ; 4/6; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 5/2; ; 5/2; ; ; 11/5; 23/10; ; ; 23/10; 5/2; ; ; ; 27/11; 13/5; ; ; ; 21/10; ; 
Gateshead; 23/10; 12/5; ; ; 12/5; ; 5/2; ; 12/5; ; ; 2; 21/10; ; ; 5/2; 12/5; ; ; ; 40/17; 51/19; ; ; ; 13/10; ; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 16:21:31 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 17/20; 1; ; 20/23; 19/20; 17/20; 37/40; 1; 10/11; 9/10; 10/11; 11/10; 1; 17/20; ; 9/10; 19/20; 9/10; 10/11; 9/10; 10/11; 28/29; 7/8; ; ; 10/11; ; 
Draw; 12/5; 23/10; ; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 13/5; 11/5; 12/5; 51/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 27/11; 27/10; 13/5; ; ; 5/2; ; 
Gateshead; 10/3; 12/5; ; 13/5; 13/5; 13/5; 14/5; 5/2; 11/4; 11/4; 11/4; 2; 12/5; 57/20; ; 3; 13/5; 11/4; 5/2; 11/4; 11/4; 58/19; 37/13; ; ; 13/5; ; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 20:21:36 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 5/6; 17/20; 5/6; 4/5; 17/20; 3/4; 5/6; 10/11; 5/6; 9/10; 17/20; 5/6; 3/4; 5/6; 5/6; 4/5; 5/6; 9/10; 11/13; 9/10; 13/15; 9/10; 11/13; ; ; 5/6; 4/5; 
Draw; 13/5; 13/5; 13/5; 11/4; 13/5; 12/5; 14/5; 13/5; 11/4; 12/5; 11/4; 11/4; 11/4; 53/20; 27/10; 13/5; 13/5; 12/5; 12/5; 12/5; 28/11; 35/12; 14/5; ; ; 14/5; 5/2; 
Gateshead; 16/5; 14/5; 29/10; 5/2; 14/5; 27/10; 3; 5/2; 3; 11/4; 14/5; 3; 3; 29/10; 27/10; 16/5; 14/5; 11/4; 13/5; 11/4; 37/13; 31/10; 27/10; ; ; 3; 14/5; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-29 00:21:15 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 5/6; 17/20; 5/6; 5/6; 17/20; 3/4; 17/20; 10/11; 5/6; 9/10; 17/20; 20/23; 5/6; 5/6; 5/6; 17/20; 11/13; 9/10; 11/13; 9/10; 13/15; 9/10; 11/13; 5/6; ; 5/6; 4/5; 
Draw; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 14/5; 13/5; 11/4; 12/5; 13/5; 13/5; 13/5; 53/20; 13/5; 11/4; 13/5; 12/5; 12/5; 12/5; 28/11; 35/12; 14/5; 13/5; ; 13/5; 5/2; 
Gateshead; 16/5; 14/5; 14/5; 13/5; 14/5; 27/10; 29/10; 5/2; 3; 11/4; 3; 16/5; 11/4; 29/10; 11/4; 14/5; 14/5; 11/4; 13/5; 11/4; 37/13; 31/10; 27/10; 13/5; ; 3; 14/5; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-29 04:20:34 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 5/6; 17/20; 5/6; 4/5; 17/20; 3/4; 17/20; 10/11; 5/6; 9/10; 17/20; 20/23; 5/6; 5/6; 5/6; 17/20; 11/13; 9/10; 11/13; 9/10; 13/15; 9/10; 8/9; 5/6; ; 5/6; 4/5; 
Draw; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 14/5; 13/5; 11/4; 12/5; 13/5; 13/5; 13/5; 53/20; 13/5; 11/4; 13/5; 12/5; 12/5; 12/5; 13/5; 35/12; 14/5; 13/5; ; 14/5; 5/2; 
