META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-28 00:22:48 GMT+3; 2016-08-29 15:00; e70300-dr003
Gateshead; 16/5; 14/5; 14/5; 13/5; 14/5; 13/5; 29/10; 5/2; 3; 11/4; 3; 16/5; 11/4; 29/10; 27/10; 14/5; 14/5; 11/4; 13/5; 11/4; 37/13; 31/10; 28/11; 13/5; ; 14/5; 14/5; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-29 08:20:42 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 5/6; 17/20; 5/6; 4/5; 5/6; 3/4; 17/20; 10/11; 5/6; 4/5; 17/20; 17/20; 5/6; 5/6; 5/6; 17/20; 11/13; 4/5; 11/13; 4/5; 5/6; 9/10; 8/9; 17/20; ; 5/6; 4/5; 
Draw; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 14/5; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 53/20; 13/5; 11/4; 13/5; 5/2; 12/5; 5/2; 13/5; 35/12; 14/5; 11/4; ; 13/5; 5/2; 
Gateshead; 16/5; 14/5; 14/5; 13/5; 29/10; 13/5; 29/10; 5/2; 3; 3; 3; 16/5; 11/4; 29/10; 11/4; 14/5; 14/5; 3; 13/5; 3; 56/19; 31/10; 28/11; 13/5; ; 14/5; 3; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-29 12:20:59 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 17/20; 17/20; 17/20; 5/6; 5/6; 3/4; 17/20; 10/11; 5/6; 11/13; 17/20; 20/23; 5/6; 5/6; 5/6; 17/20; 11/13; 11/13; 11/13; 5/6; 5/6; 15/16; 8/9; 5/6; ; 5/6; 5/6; 
Draw; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 14/5; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 53/20; 13/5; 11/4; 13/5; 13/5; 12/5; 13/5; 13/5; 47/17; 11/4; 11/4; ; 27/10; 12/5; 
Gateshead; 3; 14/5; 14/5; 13/5; 29/10; 13/5; 29/10; 5/2; 3; 3; 3; 16/5; 3; 29/10; 11/4; 14/5; 14/5; 3; 13/5; 3; 29/10; 31/10; 13/5; 13/5; ; 14/5; 14/5; 
META; english/non-league/national-league/lincoln-v-gateshead; 2016-08-29 16:21:01 GMT+3; 2016-08-29 15:00; e70300-dr003
Lincoln; 17/20; 17/20; 17/20; 5/6; 5/6; 3/4; 17/20; 10/11; 5/6; 11/13; 17/20; 20/23; 5/6; 17/20; 17/20; 17/20; 11/13; 11/13; 11/13; 5/6; 13/15; 8/9; 8/9; 17/20; ; 5/6; 5/6; 
Draw; 13/5; 13/5; 13/5; 9/4; 13/5; 5/2; 14/5; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 53/20; 27/10; 11/4; 13/5; 13/5; 12/5; 13/5; 13/5; 37/13; 11/4; 13/5; ; 14/5; 13/5; 
Gateshead; 3; 14/5; 14/5; 14/5; 29/10; 13/5; 29/10; 5/2; 14/5; 3; 14/5; 16/5; 3; 57/20; 14/5; 14/5; 3; 3; 13/5; 3; 37/13; 13/4; 13/5; 13/5; ; 3; 14/5; 
