META; english/non-league/national-league/bromley-v-sutton; 2016-12-18 00:24:25 GMT+2; 2016-12-26 15:00; e70300-dr003
Bromley; 17/10; 19/10; ; ; 7/4; ; 7/4; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 00:22:07 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 6/4; 13/10; ; ; 6/4; ; 6/4; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 17/10; 19/10; ; ; 7/4; ; 7/4; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 04:21:44 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 6/4; 13/10; ; ; 6/4; ; 6/4; ; ; ; 13/8; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; 6/4; ; ; ; ; 
Bromley; 17/10; 19/10; ; ; 7/4; ; 7/4; ; ; ; 6/4; ; ; ; ; ; ; 17/10; ; 17/10; ; ; ; 17/10; ; ; ; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 08:22:27 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 6/4; 13/10; ; ; 6/4; ; 6/4; ; ; ; 13/8; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; 
Bromley; 17/10; 19/10; ; ; 7/4; ; 7/4; ; ; ; 6/4; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 12:21:56 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 6/4; 13/10; ; ; 6/4; ; 6/4; ; ; ; 13/8; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; 6/4; ; ; ; ; 
Bromley; 17/10; 19/10; ; ; 7/4; ; 7/4; ; ; ; 6/4; ; ; ; ; ; ; 17/10; ; 17/10; ; ; ; 17/10; ; ; ; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; 12/5; ; 12/5; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 16:22:09 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 9/5; 13/10; 9/5; 17/10; 13/8; ; 7/4; ; ; 7/4; 13/8; ; ; ; ; ; 17/11; 6/4; ; 6/4; 17/11; ; 13/8; 6/4; ; ; ; ; 
Bromley; 29/20; 19/10; 7/5; 11/8; 8/5; ; 6/4; ; ; 7/5; 6/4; ; ; ; ; ; 6/4; 17/10; ; 17/10; 6/4; ; 7/5; 17/10; ; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 12/5; ; 12/5; ; ; 23/10; 5/2; ; ; ; ; ; 9/4; 12/5; ; 12/5; 9/4; ; 23/10; 12/5; ; ; ; ; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-19 20:24:21 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 8/5; 31/20; 6/4; 8/5; ; 8/5; ; ; 6/4; 13/8; 8/5; ; ; 8/5; ; 16/11; 6/4; 6/4; 6/4; 16/11; ; 7/5; 6/4; ; ; ; 8/5; 
Bromley; 13/8; 6/4; 13/8; 31/20; 13/8; ; 13/8; ; ; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; ; 6/4; 17/10; ; ; ; 6/4; 
Draw; 23/10; 23/10; 11/5; 11/5; 12/5; ; 12/5; ; ; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 12/5; 11/5; 12/5; 11/5; ; 23/10; 12/5; ; ; ; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 00:23:39 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 8/5; 31/20; 6/4; 8/5; ; 8/5; ; ; 6/4; 13/8; 8/5; ; ; 8/5; ; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 6/4; ; ; ; 8/5; 
Bromley; 13/8; 6/4; 13/8; 31/20; 13/8; ; 13/8; ; ; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; ; 6/4; 17/10; ; ; ; 6/4; 
Draw; 23/10; 23/10; 11/5; 11/5; 12/5; ; 12/5; ; ; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 12/5; 11/5; 12/5; 11/5; ; 23/10; 12/5; ; ; ; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 04:23:46 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 8/5; 31/20; 6/4; 8/5; ; 8/5; ; ; 6/4; 13/8; 8/5; ; ; 8/5; ; 6/4; 17/11; 6/4; 6/4; 6/4; ; 7/5; 17/11; ; ; ; 6/4; 
Bromley; 13/8; 6/4; 8/5; 31/20; 13/8; ; 13/8; ; ; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; ; 6/4; 17/10; ; ; ; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 12/5; ; 12/5; ; ; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 23/10; 11/5; 23/10; 11/5; ; 23/10; 23/10; ; ; ; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 08:23:46 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 8/5; 31/20; 6/4; 8/5; ; 8/5; ; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; ; 16/11; 17/11; 6/4; 6/4; 16/11; ; 7/5; 17/11; ; ; ; 6/4; 
Bromley; 13/8; 6/4; 8/5; 31/20; 13/8; ; 13/8; ; 13/8; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; ; 6/4; 17/10; ; ; ; 7/5; 
Draw; 23/10; 23/10; 9/4; 11/5; 12/5; ; 12/5; ; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 23/10; 11/5; 23/10; 11/5; ; 23/10; 23/10; ; ; ; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 12:24:39 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; ; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; ; 16/11; 17/11; 6/4; 6/4; 16/11; ; 7/5; 17/11; ; ; ; 6/4; 
Bromley; 13/8; 8/5; 8/5; 31/20; 17/10; ; 13/8; ; 13/8; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; ; 6/4; 17/10; ; ; ; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; ; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 23/10; 11/5; 23/10; 11/5; ; 23/10; 23/10; ; ; ; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 16:25:01 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; ; 6/4; 17/11; 6/4; 6/4; 6/4; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 13/8; 31/20; 17/10; ; 13/8; 13/8; 13/8; 17/10; 6/4; 6/4; ; ; 13/8; ; 8/5; 17/10; 6/4; 17/10; 8/5; 89/50; 6/4; 17/10; ; ; 6/4; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; ; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-20 20:25:59 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; 6/4; 8/5; 6/4; 5/6; 8/5; ; ; 8/5; 8/5; 16/11; 17/11; 6/4; 6/4; 16/11; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 13/8; 31/20; 17/10; ; 13/8; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 89/50; 6/4; 17/10; ; ; 6/4; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 23/10; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 00:23:36 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; 8/5; 16/11; 17/11; 6/4; 6/4; 16/11; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 13/8; 31/20; 17/10; ; 13/8; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 89/50; 6/4; 17/10; ; ; 6/4; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 04:23:38 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; 8/5; 16/11; 17/11; 6/4; 6/4; 16/11; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 13/8; 31/20; 17/10; ; 13/8; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 89/50; 6/4; 17/10; ; ; 13/8; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 9/4; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 08:23:47 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 6/4; 8/5; ; 8/5; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; 8/5; 16/11; 17/11; 6/4; 6/4; 16/11; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 13/8; 31/20; 17/10; ; 13/8; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 89/50; 6/4; 17/10; ; ; 7/5; 6/4; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 12:24:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 29/20; 8/5; ; 31/20; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 163/100; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 8/5; 33/20; 8/5; 17/10; ; 17/10; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 89/50; 6/4; 17/10; ; ; 6/4; 13/8; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 16:24:50 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 29/20; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 13/8; 8/5; ; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 42/25; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 8/5; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; ; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 173/100; 6/4; 17/10; ; ; 6/4; 13/8; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; ; ; 9/4; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 5/2; 23/10; 23/10; ; ; 21/10; 19/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-21 20:28:28 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 29/20; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 13/8; 8/5; 31/20; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 42/25; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 8/5; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; 33/20; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 173/100; 6/4; 17/10; ; ; 13/8; 13/8; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 23/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 00:23:38 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 31/20; 29/20; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 5/6; 8/5; 31/20; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 79/50; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 8/5; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; 33/20; ; 13/8; 8/5; 17/10; 17/10; 6/4; 17/10; 17/10; 46/25; 6/4; 17/10; ; ; 13/8; 13/8; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 04:23:31 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 6/4; 6/4; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 13/8; 8/5; 31/20; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 79/50; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 13/8; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; 33/20; ; 13/8; 8/5; 17/10; 17/10; 6/4; 17/10; 17/10; 46/25; 6/4; 17/10; ; ; 8/5; 13/8; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 08:23:17 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 6/4; 6/4; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 13/8; 8/5; 31/20; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 79/50; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 13/8; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; 33/20; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 46/25; 6/4; 17/10; ; ; 8/5; 6/4; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 9/4; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 12:23:27 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 6/4; 6/4; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 5/6; 8/5; 31/20; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 79/50; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 13/8; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 6/4; 33/20; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 46/25; 6/4; 17/10; ; ; 8/5; 13/8; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 16:23:53 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 6/4; 6/4; 6/4; 8/5; 7/5; 31/20; 6/4; 8/5; 6/4; 5/6; 7/4; 31/20; ; 8/5; 17/11; 6/4; 17/11; 6/4; 6/4; 6/4; 79/50; 7/5; 17/11; ; ; 6/4; 6/4; 
Bromley; 13/8; 13/8; 33/20; 13/8; 17/10; 31/20; 17/10; 13/8; 13/8; 17/10; ; 13/8; 33/20; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 46/25; 6/4; 17/10; ; ; 8/5; 13/8; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 21/10; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-22 20:23:43 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 13/8; 7/4; ; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 79/50; 7/5; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 7/4; ; 13/8; ; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 46/25; 6/4; 17/10; ; ; 8/5; 17/10; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 11/5; ; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-23 00:23:28 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 5/6; 7/4; 6/4; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 167/100; 7/5; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 7/4; ; 13/8; 17/10; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 87/50; 6/4; 17/10; ; ; 8/5; 17/10; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-23 04:22:56 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 13/8; 7/4; 6/4; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 167/100; 7/5; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 7/4; ; 13/8; 17/10; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 87/50; 6/4; 17/10; ; ; 8/5; 17/10; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-23 08:22:58 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 5/6; 7/4; 6/4; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 167/100; 7/5; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 7/4; ; 13/8; 17/10; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 87/50; 6/4; 17/10; ; ; 8/5; 17/10; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 23/10; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-23 12:23:20 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 13/8; 7/4; 6/4; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 167/100; 7/5; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 17/10; ; 13/8; 17/10; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 87/50; 6/4; 17/10; ; ; 13/8; 13/8; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
META; english/non-league/national-league/bromley-v-sutton; 2016-12-23 16:23:13 GMT+2; 2016-12-26 15:00; e70300-dr003
Sutton; 8/5; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 13/8; 7/4; 6/4; ; 8/5; 17/11; 16/11; 17/11; 6/4; 6/4; 16/11; 167/100; 6/4; 17/11; ; ; 7/5; 7/5; 
Bromley; 13/8; 7/4; 17/10; 13/8; 17/10; 31/20; 7/4; 13/8; 7/4; 17/10; ; 13/8; 17/10; ; 13/8; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 87/50; 17/10; 17/10; ; ; 8/5; 13/8; 
Draw; 23/10; 23/10; 9/4; 2; 23/10; 21/10; 12/5; 11/5; 23/10; 23/10; 5/2; 11/5; 9/4; ; 9/4; 12/5; 9/4; 23/10; 11/5; 23/10; 9/4; 5/2; 23/10; 23/10; ; ; 11/5; 21/10; 
