META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-20 20:26:37 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; ; ; ; ; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 00:24:11 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; ; ; ; ; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 04:24:12 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Macclesfield; ; ; ; ; ; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 08:24:21 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; ; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; ; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; ; ; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 12:24:56 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; ; 6/5; ; 6/5; ; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; ; ; 11/5; ; 11/5; ; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 16:25:27 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 6/5; ; 5/4; ; 5/4; ; ; ; ; ; 21/20; 6/5; ; 6/5; 21/20; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 11/5; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 12/5; ; 9/4; ; 11/5; ; ; ; ; ; 40/17; 11/5; ; 11/5; 40/17; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-21 20:29:19 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 00:24:10 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 04:24:05 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 08:23:52 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 12:24:00 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 6/5; ; 5/4; ; 5/4; ; ; ; ; ; 21/20; 6/5; ; 6/5; 21/20; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 12/5; ; 9/4; ; 11/5; ; ; ; ; ; 40/17; 11/5; ; 11/5; 40/17; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 16:24:31 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; ; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; ; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-22 20:24:21 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; 5/4; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 15/13; 6/5; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Draw; ; ; 41/20; 2; ; ; 9/4; ; 9/4; ; 2; ; ; ; ; ; 28/13; 21/10; ; 21/10; 28/13; ; ; 21/10; ; ; ; ; 
Macclesfield; ; ; 11/5; 11/5; ; ; 9/4; ; 9/4; ; 11/5; ; ; ; ; ; 21/10; 11/5; ; 11/5; 21/10; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/macclesfield-v-tranmere; 2016-12-23 00:24:06 GMT+2; 2017-01-01 15:00; e70300-dr003
Tranmere; ; ; 5/4; 6/5; ; ; 5/4; ; 5/4; ; 5/4; ; ; ; ; ; 6/5; 6/5; ; 6/5; 6/5; ; ; 6/5; ; ; 8/11; ; 
