META; english/non-league/national-league/chester-v-braintree-town; 2016-09-11 16:23:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-11 20:23:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-12 00:22:17 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-12 04:22:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; ; ; ; 5/4; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; ; ; ; 19/10; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-12 12:23:08 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-12 16:23:29 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; 19/10; ; ; ; 19/10; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-12 20:24:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; 37/19; ; ; ; 37/19; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 9/4; 40/17; ; ; ; 40/17; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-13 00:23:28 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 5/4; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; 37/19; ; ; ; 37/19; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 12/5; 40/17; ; ; ; 40/17; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-13 04:23:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 5/4; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; 37/19; ; ; ; 37/19; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 12/5; 40/17; ; ; ; 40/17; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-braintree-town; 2016-09-13 08:23:27 GMT+3; 2016-09-17 15:00; e70300-dr003
Chester; 13/10; ; ; ; 5/4; ; 13/10; ; 13/10; ; ; 5/4; ; ; ; ; 5/4; 5/4; ; ; ; 5/4; ; ; ; ; ; ; 
Braintree Town; 2; ; ; ; 19/10; ; 2; ; 15/8; ; ; 19/10; ; ; ; ; 2; 37/19; ; ; ; 37/19; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; 12/5; ; ; 9/4; ; ; ; ; 12/5; 40/17; ; ; ; 40/17; ; ; ; ; ; ; 
