META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-10 20:25:38 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Braintree Town; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 00:30:16 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; 10/11; ; ; 17/20; ; 17/20; ; ; ; ; 5/6; 5/6; ; 4/5; ; 11/13; 13/15; ; ; ; 4/5; ; ; ; ; 8/11; ; 
Draw; 11/4; 23/10; ; ; 5/2; ; 13/5; ; ; ; ; 23/10; 12/5; ; 23/10; ; 5/2; 45/17; ; ; ; 27/10; ; ; ; ; 2; ; 
Braintree Town; 3; 13/5; ; ; 29/10; ; 31/10; ; ; ; ; 16/5; 5/2; ; 3; ; 3; 14/5; ; ; ; 56/19; ; ; ; ; 11/4; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 04:22:17 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; 10/11; ; ; 5/6; ; 17/20; ; ; 9/11; ; 5/6; 5/6; ; 4/5; ; 11/13; 5/6; 9/11; ; 4/5; 5/6; ; ; ; ; 8/11; ; 
Draw; 11/4; 23/10; ; ; 5/2; ; 13/5; ; ; 5/2; ; 23/10; 12/5; ; 23/10; ; 5/2; 13/5; 5/2; ; 5/2; 13/5; ; ; ; ; 21/10; ; 
Braintree Town; 3; 13/5; ; ; 3; ; 31/10; ; ; 3; ; 16/5; 5/2; ; 3; ; 3; 56/19; 3; ; 3; 56/19; ; ; ; ; 11/4; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 08:22:31 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; 10/11; ; ; 5/6; ; 17/20; ; ; 9/11; ; 5/6; 5/6; ; 4/5; ; 11/13; 5/6; 9/11; ; 4/5; 5/6; ; ; ; ; 8/11; ; 
Draw; 11/4; 23/10; ; ; 5/2; ; 13/5; ; ; 5/2; ; 23/10; 12/5; ; 23/10; ; 5/2; 13/5; 5/2; ; 5/2; 13/5; ; ; ; ; 21/10; ; 
Braintree Town; 3; 13/5; ; ; 3; ; 31/10; ; ; 3; ; 16/5; 5/2; ; 3; ; 3; 56/19; 3; ; 3; 56/19; ; ; ; ; 11/4; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 12:24:41 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; 10/11; ; 4/5; 5/6; ; 5/6; ; ; 9/11; ; 5/6; 5/6; ; 4/5; ; 11/13; 5/6; 9/11; ; 4/5; 5/6; 9/10; ; ; ; 8/11; ; 
Draw; 11/4; 23/10; ; 23/10; 5/2; ; 27/10; ; ; 5/2; ; 23/10; 12/5; ; 23/10; ; 13/5; 28/11; 5/2; ; 5/2; 28/11; 37/13; ; ; ; 21/10; ; 
Braintree Town; 3; 13/5; ; 14/5; 3; ; 31/10; ; ; 3; ; 16/5; 5/2; ; 3; ; 3; 56/19; 3; ; 3; 56/19; 16/5; ; ; ; 11/4; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 16:22:53 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 5/6; 10/11; ; 4/5; 5/6; 4/5; 4/5; 5/6; 5/6; 9/11; 4/5; 4/5; 5/6; 4/5; 8/11; 4/5; 11/13; 5/6; 9/11; 4/5; 4/5; 5/6; 9/10; 9/11; ; ; 8/11; ; 
Draw; 11/4; 23/10; ; 12/5; 5/2; 13/5; 27/10; 12/5; 13/5; 5/2; 13/5; 12/5; 12/5; 53/20; 5/2; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 37/13; 27/11; ; ; 9/4; ; 
Braintree Town; 3; 13/5; ; 14/5; 3; 11/4; 10/3; 3; 3; 3; 10/3; 16/5; 5/2; 3; 3; 16/5; 3; 56/19; 3; 11/4; 3; 56/19; 16/5; 14/5; ; ; 14/5; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-11 20:23:44 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 10/11; ; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 9/11; 17/20; 17/20; 5/6; 4/5; 4/5; 4/5; 11/13; 5/6; 9/11; 4/5; 4/5; 5/6; 9/10; 9/11; ; ; 5/6; ; 
Draw; 11/4; 23/10; ; 23/10; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; 51/20; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 37/13; 27/11; ; ; 23/10; ; 
Braintree Town; 16/5; 13/5; ; 3; 3; 14/5; 16/5; 3; 3; 3; 3; 3; 5/2; 16/5; 29/10; 16/5; 3; 3; 3; 11/4; 3; 3; 16/5; 14/5; ; ; 14/5; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-12 00:22:04 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 10/11; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 9/11; 17/20; 17/20; 5/6; 4/5; 5/6; 4/5; 11/13; 13/15; 9/11; 4/5; 4/5; 13/15; 9/10; 11/13; 5/6; ; 5/6; ; 
Draw; 11/4; 23/10; 47/20; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; 51/20; 23/10; 13/5; 13/5; 27/11; 5/2; 5/2; 5/2; 27/11; 37/13; 28/11; 5/2; ; 12/5; ; 
Braintree Town; 16/5; 13/5; 31/10; 14/5; 3; 14/5; 16/5; 3; 3; 3; 3; 3; 3; 16/5; 16/5; 16/5; 3; 3; 3; 11/4; 3; 3; 16/5; 58/19; 16/5; ; 3; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-12 04:22:44 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 10/11; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 17/20; 5/6; 4/5; 5/6; 4/5; 11/13; 13/15; 4/5; 4/5; 4/5; 13/15; 9/10; 11/13; 5/6; ; 5/6; ; 
Draw; 11/4; 23/10; 47/20; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; 51/20; 23/10; 13/5; 5/2; 27/11; 5/2; 5/2; 5/2; 27/11; 37/13; 28/11; 5/2; ; 12/5; ; 
Braintree Town; 16/5; 29/10; 31/10; 14/5; 3; 14/5; 16/5; 3; 3; 31/10; 3; 3; 3; 16/5; 16/5; 16/5; 3; 3; 31/10; 11/4; 3; 3; 16/5; 58/19; 16/5; ; 3; ; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-12 12:22:56 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 17/20; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 17/20; 10/11; 4/5; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 4/5; 5/6; 9/10; 11/13; 5/6; ; 5/6; 5/6; 
Draw; 11/4; 12/5; 47/20; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 37/13; 28/11; 5/2; ; 12/5; 23/10; 
Braintree Town; 16/5; 16/5; 31/10; 14/5; 3; 14/5; 16/5; 3; 3; 31/10; 16/5; 3; 3; 16/5; 16/5; 16/5; 3; 41/13; 31/10; 11/4; 3; 41/13; 16/5; 58/19; 16/5; ; 3; 14/5; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-12 16:23:11 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 17/20; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 17/20; 10/11; 5/6; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 4/5; 5/6; 9/10; 11/13; 5/6; ; 5/6; 5/6; 
Draw; 11/4; 12/5; 47/20; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; 5/2; 23/10; 13/5; 5/2; 27/11; 5/2; 5/2; 5/2; 27/11; 37/13; 28/11; 5/2; ; 12/5; 23/10; 
Braintree Town; 16/5; 16/5; 31/10; 14/5; 3; 14/5; 16/5; 3; 3; 31/10; 16/5; 3; 3; 16/5; 16/5; 16/5; 3; 41/13; 31/10; 11/4; 3; 41/13; 16/5; 58/19; 16/5; ; 3; 14/5; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-12 20:23:50 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 17/20; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 17/20; 10/11; ; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 4/5; 5/6; 9/10; 11/13; 5/6; ; 5/6; 5/6; 
Draw; 11/4; 12/5; 47/20; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 23/10; 12/5; ; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 37/13; 28/11; 5/2; ; 12/5; 9/4; 
Braintree Town; 16/5; 3; 31/10; 14/5; 3; 14/5; 16/5; 3; 3; 31/10; 16/5; 3; 3; ; 16/5; 16/5; 3; 41/13; 31/10; 11/4; 3; 41/13; 16/5; 58/19; 16/5; ; 3; 3; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-13 00:23:17 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 17/20; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 5/6; 10/11; 4/5; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 4/5; 5/6; 9/10; 11/13; 5/6; ; 5/6; 4/5; 
Draw; 11/4; 12/5; 47/20; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 37/13; 28/11; 5/2; ; 5/2; 23/10; 
Braintree Town; 16/5; 3; 16/5; 14/5; 3; 14/5; 33/10; 3; 3; 31/10; 16/5; 3; 3; 16/5; 3; 16/5; 3; 41/13; 31/10; 11/4; 3; 41/13; 16/5; 58/19; 16/5; ; 3; 3; 
META; english/non-league/national-league/sutton-utd-v-braintree-town; 2016-09-13 04:23:09 GMT+3; 2016-09-13 19:45; e70300-dr003
Sutton Utd; 4/5; 17/20; 5/6; 4/5; 5/6; 3/4; 5/6; 5/6; 5/6; 4/5; 17/20; 5/6; 10/11; 4/5; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 4/5; 5/6; 9/10; 11/13; 5/6; ; 5/6; 4/5; 
Draw; 11/4; 12/5; 47/20; 23/10; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 37/13; 28/11; 5/2; ; 5/2; 23/10; 
Braintree Town; 16/5; 3; 31/10; 3; 3; 14/5; 16/5; 3; 3; 31/10; 10/3; 3; 3; 16/5; 3; 16/5; 3; 16/5; 31/10; 11/4; 3; 16/5; 16/5; 58/19; 16/5; ; 3; 3; 
