META; english/non-league/national-league/woking-v-sutton; 2017-03-26 04:23:07 GMT+2; 2017-04-01 15:00; e70300-dr003
Sutton; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-sutton; 2017-03-27 04:19:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Sutton; 8/5; 3/2; 8/5; ; 13/8; ; 8/5; ; 8/5; ; ; 29/20; 31/20; ; ; 17/11; ; ; 6/4; ; ; ; 17/11; ; 17/11; ; ; ; 
Woking; 8/5; 3/2; 8/5; ; 13/8; ; 8/5; ; 8/5; ; ; 8/5; 31/20; ; ; 8/5; ; ; 6/4; ; ; ; 17/11; ; 17/11; ; ; ; 
Draw; 12/5; 9/4; 9/4; ; 23/10; ; 12/5; ; 12/5; ; ; 11/5; 47/20; ; ; 12/5; ; ; 23/10; ; ; ; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/woking-v-sutton; 2017-03-27 12:09:03 GMT+3; 2017-04-01 15:00; e70300-dr003
Woking; 8/5; 3/2; 8/5; ; 8/5; 6/4; 8/5; ; 8/5; 8/5; ; 6/4; 31/20; ; ; 17/11; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; 17/11; ; ; ; 
Sutton; 8/5; 3/2; 8/5; ; 13/8; 6/4; 13/8; ; 8/5; 13/8; ; 31/20; 31/20; ; ; 8/5; 6/4; 6/4; 6/4; 6/4; ; ; 17/11; ; 17/11; ; ; ; 
Draw; 12/5; 9/4; 11/5; ; 12/5; 11/5; 12/5; ; 12/5; 23/10; ; 21/10; 47/20; ; ; 12/5; 9/4; 9/4; 23/10; 9/4; ; ; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/woking-v-sutton; 2017-03-28 00:20:52 GMT+3; 2017-04-01 15:00; e70300-dr003
Woking; 8/5; 3/2; 8/5; 6/4; 8/5; 29/20; 8/5; ; 8/5; 8/5; 31/20; 31/20; 31/20; 8/5; 6/4; 17/11; 6/4; 6/4; 6/4; 6/4; ; 13/9; 17/11; ; 17/11; ; ; ; 
Sutton; 8/5; 3/2; 8/5; 13/8; 17/10; 6/4; 13/8; ; 13/8; 13/8; 8/5; 8/5; 33/20; 13/8; 17/10; 8/5; 8/5; 6/4; 6/4; 8/5; ; 32/21; 17/11; ; 17/11; ; ; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 23/10; 43/20; 12/5; ; 23/10; 23/10; 11/5; 2; 9/4; 21/10; 23/10; 12/5; 9/4; 11/5; 23/10; 9/4; ; 12/5; 23/10; ; 23/10; ; ; ; 
META; english/non-league/national-league/woking-v-sutton; 2017-03-28 04:21:46 GMT+3; 2017-04-01 15:00; e70300-dr003
Woking; 8/5; 3/2; 31/20; 6/4; 8/5; 29/20; 8/5; ; 8/5; 13/8; 31/20; 31/20; 31/20; 8/5; 6/4; 8/5; 17/11; 6/4; 6/4; 17/11; ; 13/9; 17/11; ; 17/11; ; ; ; 
