META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 00:26:08 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; ; 8/11; ; ; 4/5; ; 3/4; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; 14/5; ; 14/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 3; ; ; 10/3; ; 17/5; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 04:22:37 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; ; 8/11; ; ; 4/5; ; 3/4; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; 14/5; ; 14/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 3; ; ; 10/3; ; 17/5; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 08:23:17 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; ; 8/11; ; ; 4/5; ; 3/4; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; 14/5; ; 14/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 3; ; ; 10/3; ; 17/5; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 12:24:30 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; ; 8/11; ; ; 4/5; ; 3/4; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/4; ; ; 14/5; ; 14/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; ; 3; ; ; 10/3; ; 17/5; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 16:23:39 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; 8/11; ; 7/10; ; ; ; 4/6; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; 14/5; ; 14/5; ; ; ; 27/10; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 4; 3; ; ; 18/5; ; 19/5; ; ; ; 19/5; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-braintree-town; 2016-10-16 20:24:24 GMT+3; 2016-10-22 15:00; e70300-dr003
Dover; 4/6; 8/11; ; ; 4/6; ; 4/6; 8/13; 4/6; ; 4/6; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; ; ; 29/10; ; 29/10; 3; 14/5; ; 27/10; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Braintree Town; 4; 3; ; ; 19/5; ; 4; 7/2; 19/5; ; 19/5; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
