META; english/non-league/national-league/dover-v-barrow; 2016-08-16 04:22:01 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-16 08:22:18 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-16 12:23:33 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-16 16:23:59 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-16 20:23:33 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 00:22:07 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 04:20:33 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 08:20:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 12:21:21 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; ; ; ; ; ; 21/20; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; 23/10; ; ; ; ; ; 23/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barrow; 11/4; ; ; ; ; ; 27/10; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 16:21:35 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; 1; 19/20; 20/21; 1; ; 1; 10/11; 21/20; 1; ; 1; ; 19/20; ; ; 1; 1; 19/20; 1; 1; 21/20; ; ; 1/12; ; 
Draw; 23/10; 21/10; 49/20; 11/5; 9/4; ; 23/10; 23/10; 23/10; 21/10; ; 11/5; ; 9/4; ; ; 9/4; 21/10; 11/5; 21/10; 28/13; 12/5; ; ; 21/10; ; 
Barrow; 11/4; 14/5; 5/2; 13/5; 13/5; ; 14/5; 13/5; 13/5; 14/5; ; 11/5; ; 57/20; ; ; 13/5; 14/5; 5/2; 14/5; 27/10; 31/10; ; ; 1/12; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-17 20:22:25 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 21/20; 1; ; 1; ; 19/20; ; ; 1; 1; 19/20; 1; ; 21/20; ; ; 1/12; ; 
Draw; 23/10; 21/10; 49/20; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 21/10; ; 11/5; ; 9/4; ; ; 9/4; 21/10; 11/5; 21/10; ; 12/5; ; ; 21/10; ; 
Barrow; 11/4; 14/5; 5/2; 13/5; 13/5; 13/5; 29/10; 13/5; 13/5; 14/5; ; 11/5; ; 57/20; ; ; 13/5; 14/5; 5/2; 14/5; ; 31/10; ; ; 1/12; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-18 00:20:54 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 21/20; 1; ; 1; 19/20; 19/20; ; ; 1; 1; 19/20; 1; 1; 21/20; ; ; 5/6; ; 
Draw; 23/10; 21/10; 49/20; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 21/10; ; 11/5; 23/10; 9/4; ; ; 9/4; 21/10; 11/5; 21/10; 11/5; 12/5; ; ; 11/5; ; 
Barrow; 11/4; 14/5; 5/2; 13/5; 13/5; 13/5; 29/10; 13/5; 13/5; 14/5; ; 11/5; 13/5; 57/20; ; ; 13/5; 14/5; 5/2; 14/5; 11/4; 31/10; ; ; 11/5; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-18 04:20:28 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 21/20; 1; ; 1; 19/20; 19/20; 10/11; ; 1; 1; 19/20; 1; 1; 21/20; ; ; 5/6; ; 
Draw; 23/10; 21/10; 49/20; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 21/10; ; 11/5; 23/10; 9/4; 12/5; ; 9/4; 21/10; 11/5; 21/10; 11/5; 12/5; ; ; 11/5; ; 
Barrow; 11/4; 14/5; 5/2; 13/5; 13/5; 13/5; 29/10; 13/5; 13/5; 14/5; ; 11/5; 13/5; 57/20; 12/5; ; 13/5; 14/5; 5/2; 14/5; 11/4; 31/10; ; ; 11/5; ; 
META; english/non-league/national-league/dover-v-barrow; 2016-08-18 08:20:18 GMT+3; 2016-08-20 15:00; e70300-dr003
Dover; 1; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 21/20; 1; ; 1; 19/20; 19/20; 10/11; ; 1; 1; 19/20; 1; 1; 21/20; ; ; 5/6; ; 
