META; english/non-league/national-league/lincoln-v-sutton-utd; 2016-08-10 20:21:26 GMT+3; 2016-08-13 15:00; e70300-dr003
Lincoln; 8/13; 4/6; 6/10; 8/13; 3/5; 4/7; 8/13; 4/7; ; ; ; 4/6; ; ; ; ; 8/13; ; ; ; 11/18; 13/19; ; ; 1/20; ; 
Draw; 11/4; 14/5; 11/4; 5/2; 11/4; 13/5; 11/4; 11/4; ; ; ; 12/5; ; ; ; ; 11/4; ; ; ; 11/4; 29/10; ; ; 20/21; ; 
Sutton Utd; 9/2; 16/5; 17/4; 15/4; 21/5; 17/4; 19/4; 4; ; ; ; 10/3; ; ; ; ; 4; ; ; ; 9/2; 24/5; ; ; 23/20; ; 
META; english/non-league/national-league/lincoln-v-sutton-utd; 2016-08-11 00:21:25 GMT+3; 2016-08-13 15:00; e70300-dr003
Lincoln; 8/13; 4/6; 6/10; 8/13; 8/13; 4/7; 3/5; 4/7; ; ; ; 4/6; ; ; ; ; 8/13; ; ; ; 11/18; 13/19; ; ; 2/7; ; 
Draw; 11/4; 14/5; 11/4; 5/2; 11/4; 13/5; 14/5; 11/4; ; ; ; 12/5; ; ; ; ; 11/4; ; ; ; 14/5; 29/10; ; ; 20/21; ; 
Sutton Utd; 9/2; 16/5; 17/4; 15/4; 21/5; 17/4; 19/4; 4; ; ; ; 10/3; ; ; ; ; 4; ; ; ; 22/5; 24/5; ; ; 23/20; ; 
META; english/non-league/national-league/lincoln-v-sutton-utd; 2016-08-11 04:21:57 GMT+3; 2016-08-13 15:00; e70300-dr003
Lincoln; 8/13; 4/6; 6/10; 8/13; 8/13; 4/7; 3/5; 4/7; ; ; ; 4/6; ; ; ; ; 8/13; ; ; ; 11/18; 13/19; ; ; 1/2; ; 
Draw; 11/4; 14/5; 11/4; 5/2; 11/4; 13/5; 14/5; 11/4; ; ; ; 12/5; ; ; ; ; 11/4; ; ; ; 14/5; 29/10; ; ; 5/2; ; 
Sutton Utd; 9/2; 16/5; 17/4; 15/4; 21/5; 17/4; 19/4; 4; ; ; ; 10/3; ; ; ; ; 4; ; ; ; 22/5; 24/5; ; ; 7/2; ; 
META; english/non-league/national-league/lincoln-v-sutton-utd; 2016-08-11 08:21:52 GMT+3; 2016-08-13 15:00; e70300-dr003
Lincoln; 8/13; 4/6; 6/10; 8/13; 8/13; 4/7; 8/13; 4/7; ; 3/5; ; 4/6; ; ; 11/20; ; 8/13; 3/5; ; 4/7; 11/18; 13/19; ; ; 1/2; ; 
Draw; 11/4; 14/5; 11/4; 5/2; 11/4; 13/5; 14/5; 11/4; ; 14/5; ; 12/5; ; ; 11/4; ; 11/4; 14/5; ; 14/5; 37/13; 29/10; ; ; 5/2; ; 
Sutton Utd; 9/2; 16/5; 17/4; 15/4; 21/5; 17/4; 19/4; 4; ; 4; ; 10/3; ; ; 4; ; 4; 4; ; 4; 21/5; 24/5; ; ; 7/2; ; 
