META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-18 12:24:47 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 5/4; ; ; ; 13/10; ; 13/10; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; 15/8; ; ; ; 21/10; ; 21/10; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-18 16:22:13 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 5/4; ; 13/10; ; 7/5; ; 11/8; ; ; 13/10; ; ; 13/10; ; ; 13/10; 13/10; ; ; 13/10; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; 15/8; ; 39/20; ; 19/10; ; 2; ; ; 2; ; ; 39/20; ; ; 15/8; 24/13; ; ; 24/13; ; ; ; ; ; ; ; ; 
Draw; 23/10; ; 11/5; ; 12/5; ; 12/5; ; ; 23/10; ; ; 47/20; ; ; 12/5; 23/10; ; ; 23/10; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-18 20:24:59 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 5/4; ; 27/20; ; 7/5; ; 7/5; ; ; 11/8; ; ; 13/10; ; ; 13/10; 5/4; ; ; 5/4; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; 15/8; ; 39/20; ; 19/10; ; 19/10; ; ; 19/10; ; ; 39/20; ; ; 15/8; 19/10; ; ; 19/10; ; ; ; ; ; ; ; ; 
Draw; 23/10; ; 11/5; ; 12/5; ; 12/5; ; ; 23/10; ; ; 47/20; ; ; 12/5; 23/10; ; ; 23/10; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 00:22:48 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 5/4; 6/5; ; 5/4; ; 6/5; ; ; 6/5; 6/5; ; 6/5; ; ; 6/5; 6/5; ; ; 6/5; ; ; ; ; ; ; ; ; 
Dagenham & Redbridge; 21/10; 2; 11/5; ; 11/5; ; 9/4; ; ; 11/5; 21/10; ; 11/5; ; ; 11/5; 28/13; ; ; 28/13; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; 23/10; ; 12/5; ; ; 23/10; 11/5; ; 23/10; ; ; 12/5; 23/10; ; ; 23/10; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 04:23:09 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 5/4; 6/5; ; 5/4; ; 6/5; ; ; 6/5; 6/5; 23/20; 6/5; ; ; 6/5; 6/5; ; 23/20; 6/5; ; ; 13/11; ; 13/11; ; ; ; 
Dagenham & Redbridge; 21/10; 2; 11/5; ; 11/5; ; 9/4; ; ; 11/5; 21/10; 21/10; 11/5; ; ; 11/5; 21/10; ; 21/10; 21/10; ; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; 23/10; ; 12/5; ; ; 23/10; 11/5; 2; 23/10; ; ; 12/5; 23/10; ; 9/4; 23/10; ; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 08:22:28 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 5/4; 6/5; ; 5/4; ; 6/5; ; ; 6/5; 6/5; 23/20; 6/5; ; ; 6/5; 6/5; ; 23/20; 6/5; ; ; 13/11; ; 13/11; ; ; ; 
Dagenham & Redbridge; 21/10; 2; 11/5; ; 11/5; ; 9/4; ; ; 11/5; 21/10; 21/10; 11/5; ; ; 11/5; 21/10; ; 21/10; 21/10; ; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; 23/10; ; 12/5; ; ; 23/10; 11/5; 21/10; 23/10; ; ; 12/5; 23/10; ; 9/4; 23/10; ; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 12:25:19 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 5/4; 6/5; 23/20; 5/4; ; 6/5; ; ; 6/5; 6/5; 23/20; 6/5; ; 5/4; 6/5; 6/5; ; 23/20; 6/5; 13/10; ; 13/11; ; 13/11; ; ; ; 
Dagenham & Redbridge; 21/10; 2; 11/5; 11/5; 11/5; ; 9/4; ; ; 11/5; 21/10; 21/10; 11/5; ; 21/10; 11/5; 28/13; ; 21/10; 28/13; 57/25; ; 21/10; ; 21/10; ; ; ; 
Draw; 12/5; 23/10; 11/5; 11/5; 23/10; ; 12/5; ; ; 23/10; 11/5; 21/10; 23/10; ; 23/10; 23/10; 23/10; ; 9/4; 23/10; 5/2; ; 9/4; ; 9/4; ; ; ; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 16:25:38 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 23/20; 6/5; 23/20; 5/4; 11/10; 6/5; ; ; 6/5; 6/5; 23/20; 6/5; ; 5/4; 6/5; 6/5; ; 23/20; 6/5; 13/10; 19/16; 13/11; ; 13/11; ; ; 6/5; 
Dagenham & Redbridge; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 23/10; ; ; 9/4; 11/5; 21/10; 11/5; ; 21/10; 9/4; 28/13; ; 21/10; 28/13; 57/25; 21/11; 21/10; ; 21/10; ; ; 2; 
Draw; 12/5; 23/10; 43/20; 11/5; 23/10; 11/5; 23/10; ; ; 23/10; 21/10; 2; 23/10; ; 23/10; 23/10; 23/10; ; 9/4; 23/10; 5/2; 40/17; 9/4; ; 9/4; ; ; 21/10; 
META; english/non-league/national-league/aldershot-v-dagenham-redbridge; 2017-03-19 20:24:27 GMT+2; 2017-03-21 19:45; e70300-dr003
Aldershot; 11/10; 23/20; 6/5; 23/20; 5/4; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 6/5; ; 5/4; 6/5; 6/5; ; 23/20; 6/5; 13/10; 19/16; 13/11; ; 13/11; ; ; 6/5; 
Dagenham & Redbridge; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 23/10; 21/10; 11/5; 9/4; 11/5; 21/10; 11/5; ; 21/10; 9/4; 28/13; ; 21/10; 28/13; 57/25; 21/11; 21/10; ; 21/10; ; ; 2; 
