META; english/non-league/national-league/barrow-v-chester; 2016-08-13 20:23:54 GMT+3; 2016-08-16 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Chester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/barrow-v-chester; 2016-08-14 00:21:54 GMT+3; 2016-08-16 19:45; e70300-dr003
Barrow; ; 1; ; ; 1; ; 1; ; ; ; ; 1; 10/11; ; ; ; 1; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; 12/5; ; 12/5; ; ; ; ; 12/5; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; 2/9; ; 
Chester; ; 9/4; ; ; 5/2; ; 27/10; ; ; ; ; 11/4; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/barrow-v-chester; 2016-08-14 04:21:29 GMT+3; 2016-08-16 19:45; e70300-dr003
Barrow; ; 1; ; ; 20/21; ; 1; ; ; ; ; 1; 10/11; ; ; ; 19/20; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; 2/9; ; 
Chester; ; 9/4; ; ; 5/2; ; 13/5; ; ; ; ; 11/4; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/barrow-v-chester; 2016-08-14 08:21:33 GMT+3; 2016-08-16 19:45; e70300-dr003
Barrow; ; 1; ; ; 20/21; ; 1; ; ; ; ; 1; 10/11; ; ; ; 19/20; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 12/5; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; 2/9; ; 
Chester; ; 9/4; ; ; 5/2; ; 13/5; ; ; ; ; 11/4; 23/10; ; ; ; 5/2; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/barrow-v-chester; 2016-08-14 12:21:57 GMT+3; 2016-08-16 19:45; e70300-dr003
Barrow; ; 1; ; ; 20/21; ; 1; ; ; ; ; 1; 10/11; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 12/5; ; ; 5/2; ; 5/2; ; ; ; ; 12/5; 12/5; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Chester; ; 9/4; ; ; 5/2; ; 13/5; ; ; ; ; 11/4; 23/10; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; english/non-league/national-league/barrow-v-chester; 2016-08-14 16:22:28 GMT+3; 2016-08-16 19:45; e70300-dr003
Barrow; 10/11; 1; ; 10/11; 19/20; ; 20/21; 10/11; 10/11; 9/10; ; 1; 10/11; ; ; 10/11; ; 9/10; ; 9/10; 10/11; 1; ; ; 1/20; ; 
