META; english/non-league/national-league/wrexham-v-forest-green; 2016-11-20 16:26:34 GMT+2; 2016-11-26 15:00; e70300-dr003
Forest Green; 10/11; ; ; ; 10/11; ; 9/10; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 3; ; ; ; 3; ; 31/10; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-forest-green; 2016-11-20 20:25:52 GMT+2; 2016-11-26 15:00; e70300-dr003
Forest Green; 10/11; ; ; ; 19/20; ; 10/11; ; ; ; 10/11; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 9/4; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 3; ; ; ; 29/10; ; 3; ; ; ; 3; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-forest-green; 2016-11-21 00:24:14 GMT+2; 2016-11-26 15:00; e70300-dr003
Forest Green; 10/11; ; ; ; 19/20; ; 10/11; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 9/4; ; 5/2; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 3; ; ; ; 29/10; ; 3; ; ; ; 3; ; 11/4; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-forest-green; 2016-11-21 04:24:08 GMT+2; 2016-11-26 15:00; e70300-dr003
Forest Green; 10/11; ; ; ; 19/20; ; 10/11; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 9/4; ; 5/2; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 3; ; ; ; 29/10; ; 3; ; ; ; 3; ; 11/4; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-forest-green; 2016-11-21 08:24:23 GMT+2; 2016-11-26 15:00; e70300-dr003
Forest Green; 10/11; ; ; ; 19/20; ; 10/11; ; ; ; 10/11; ; 10/11; ; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; 5/2; ; 5/2; ; ; ; 9/4; ; 5/2; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 3; ; ; ; 29/10; ; 3; ; ; ; 3; ; 11/4; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 
