META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 00:22:58 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 04:23:14 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 08:23:53 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 12:23:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 16:23:05 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-12 20:24:43 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 00:22:26 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; ; 11/8; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; ; 15/8; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 04:21:58 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; ; 11/8; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; ; 15/8; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; ; 9/4; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 08:22:29 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; ; 7/5; 23/17; ; ; 7/5; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 15/8; ; ; ; 9/5; 7/4; 15/8; ; ; 15/8; 7/4; ; 9/5; 7/4; ; ; 9/5; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 12:23:46 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; ; 7/5; 23/17; ; ; 7/5; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; 7/4; 15/8; ; ; 15/8; 7/4; ; 9/5; 7/4; ; ; 9/5; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 16:27:21 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; ; 7/5; 23/17; ; ; 7/5; ; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; 7/4; 15/8; ; ; 15/8; 7/4; ; 9/5; 7/4; ; ; 9/5; ; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-13 20:24:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; ; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; ; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; ; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 00:22:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; ; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; ; ; 19/10; ; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 9/4; ; ; ; ; 23/10; ; 23/10; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 04:22:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; 29/20; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; 15/8; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 9/4; ; ; 23/10; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 08:22:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; 29/20; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 7/4; ; ; 15/8; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 9/4; ; ; 23/10; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 23/10; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 12:24:12 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; 29/20; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 15/8; ; ; 15/8; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 23/10; ; ; 23/10; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 16:23:09 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; 29/20; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; ; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 15/8; ; ; 15/8; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; ; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 23/10; ; ; 23/10; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; ; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-14 20:23:51 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; 29/20; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; 29/20; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 15/8; ; ; 15/8; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; 21/10; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 23/10; ; ; 23/10; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-15 00:22:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; 23/17; 29/20; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 15/8; ; ; ; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; 9/5; 21/10; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; 11/5; 12/5; ; 11/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/chester-v-eastleigh; 2017-03-15 04:21:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Chester; 7/5; 7/5; ; ; ; ; 29/20; 7/5; 7/5; ; 27/20; 11/8; 11/8; ; ; 7/5; 23/17; 23/17; 7/5; ; 29/20; ; 7/5; ; 7/5; ; ; ; 
Eastleigh; 19/10; 15/8; ; ; ; ; 19/10; 9/5; 15/8; ; 9/5; 7/4; 15/8; ; ; 15/8; 9/5; 7/4; 9/5; ; 21/10; ; 9/5; ; 9/5; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 23/10; 11/5; 23/10; ; 9/4; 21/10; 9/4; ; ; 9/4; 11/5; 21/10; 11/5; ; 12/5; ; 11/5; ; 11/5; ; ; ; 
