META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 00:24:08 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 04:23:23 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 08:23:37 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 12:24:57 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; 5/6; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 10/3; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 16:25:38 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; 5/6; 10/11; ; ; 17/20; ; 20/23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 10/3; 5/2; ; ; 10/3; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-13 20:24:51 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; 5/6; 10/11; 4/5; 5/6; 17/20; ; 20/23; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 11/5; 5/2; ; 5/2; ; ; ; ; ; 49/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 10/3; 5/2; 16/5; 3; 10/3; ; 16/5; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-14 00:23:02 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; 5/6; 10/11; 4/5; 5/6; 17/20; ; 20/23; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 11/5; 5/2; ; 5/2; ; ; ; ; ; 49/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 10/3; 5/2; 16/5; 3; 10/3; ; 16/5; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-14 04:22:50 GMT+2; 2016-11-19 12:15; e70300-dr003
Forest Green; 5/6; 10/11; 4/5; 4/5; 17/20; ; 20/23; ; ; ; ; ; 4/5; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 49/20; 9/4; 5/2; ; 5/2; ; ; ; ; ; 49/20; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 10/3; 5/2; 16/5; 3; 10/3; ; 16/5; ; ; ; ; ; 10/3; ; ; ; ; 33/10; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/forest-green-v-lincoln; 2016-11-14 08:22:50 GMT+2; 2016-11-19 12:15; e70300-dr003
