META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-23 16:23:14 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-23 20:23:47 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 00:22:55 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 04:22:58 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 08:23:26 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 12:23:50 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; 21/10; 12/5; ; 12/5; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 16:23:54 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 9/4; ; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; ; ; 21/10; 12/5; ; 12/5; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-24 20:24:43 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 00:23:21 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 5/4; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 9/4; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 04:23:33 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 5/4; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
