META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-23 16:23:14 GMT+3; 2016-10-29 12:15; e70300-dr003
Eastleigh; 9/4; ; ; 11/5; 9/4; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 08:23:35 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; 15/13; ; ; ; ; ; ; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; 11/5; ; ; ; ; ; ; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 12:24:44 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; 15/13; ; 23/20; ; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; 11/5; ; 11/5; ; ; ; 11/5; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 16:24:00 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; 15/13; ; 23/20; ; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; 11/5; ; 11/5; ; ; ; 11/5; ; ; 10/9; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-25 20:24:13 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; ; 6/5; ; 23/20; ; ; ; ; 6/5; ; 15/13; ; 23/20; ; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; ; 9/4; ; 11/5; ; ; ; ; 9/4; ; 11/5; ; 11/5; ; ; ; 11/5; ; ; 5/4; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; 9/4; ; 9/4; ; 9/4; ; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 00:22:44 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; 11/10; 6/5; ; 23/20; ; 6/5; ; ; 6/5; 11/10; 15/13; ; 23/20; 11/10; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; 9/4; 9/4; ; 11/5; ; 11/5; ; ; 9/4; 11/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; 5/4; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; ; 23/10; ; ; 9/4; 9/4; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 04:22:42 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; 11/10; 6/5; ; 23/20; ; 6/5; ; ; 6/5; 15/13; 15/13; ; 23/20; 15/13; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; 9/4; 9/4; ; 11/5; ; 11/5; ; ; 9/4; 11/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; 5/4; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; ; 23/10; ; ; 9/4; 9/4; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 08:22:35 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; 11/10; 6/5; ; 23/20; ; 6/5; ; ; 6/5; 15/13; 15/13; ; 23/20; 15/13; ; ; 15/13; ; ; 4/6; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; 9/4; 9/4; ; 11/5; ; 11/5; ; ; 9/4; 11/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; 5/4; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; ; 23/10; ; ; 9/4; 9/4; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; 21/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 12:24:28 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; ; ; 23/20; 6/5; ; 6/5; 11/10; 6/5; ; 23/20; ; 6/5; ; ; 15/13; 15/13; 15/13; ; 23/20; 15/13; ; ; 15/13; ; ; 4/6; ; 
Draw; 9/4; ; ; 21/10; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; ; 23/10; ; ; 9/4; 9/4; 9/4; ; 9/4; 9/4; ; ; 9/4; ; ; 21/10; ; 
Eastleigh; 9/4; ; ; 11/5; 23/10; ; 23/10; 9/4; 9/4; ; 11/5; ; 11/5; ; ; 12/5; 11/5; 11/5; ; 11/5; 11/5; ; ; 11/5; ; ; 5/4; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 16:23:44 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 6/5; 11/10; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 6/5; ; 23/20; 11/10; ; ; ; 15/13; 15/13; 15/13; 15/13; 23/20; 15/13; 5/4; ; 15/13; ; ; 4/5; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 23/10; 9/4; 23/10; 9/4; 23/10; ; 11/5; 11/5; ; ; ; 12/5; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 21/10; ; 
Eastleigh; 9/4; 11/5; 11/5; 11/5; 23/10; 2; 23/10; 9/4; 9/4; ; 11/5; 11/5; ; ; ; 9/4; 9/4; 11/5; 2; 11/5; 9/4; 52/21; ; 11/5; ; ; 7/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-26 20:23:58 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 11/10; 23/20; 23/20; 6/5; 11/10; 23/20; 11/10; 6/5; 6/5; 23/20; 11/10; 6/5; ; ; 15/13; 15/13; 15/13; 15/13; 23/20; 15/13; 5/4; ; 15/13; ; ; 5/6; ; 
Draw; 9/4; 9/4; 9/4; 21/10; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; 9/4; 11/5; 23/10; ; ; 12/5; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; ; 9/4; ; ; 21/10; ; 
Eastleigh; 12/5; 11/5; 11/5; 11/5; 9/4; 2; 23/10; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; ; ; 9/4; 23/10; 11/5; 2; 11/5; 23/10; 52/21; ; 11/5; ; ; 7/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 00:22:49 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 6/5; 11/10; 5/4; 11/10; 6/5; 6/5; 6/5; 11/10; 6/5; ; 6/5; 6/5; 15/13; 15/13; 15/13; 23/20; 15/13; 5/4; ; 15/13; ; ; 6/5; ; 
Draw; 9/4; 23/10; 9/4; 2; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; 9/4; 11/5; 9/4; ; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; ; 9/4; ; ; 11/5; ; 
Eastleigh; 12/5; 2; 43/20; 2; 9/4; 2; 21/10; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; 9/4; 11/5; 2; 11/5; 9/4; 52/21; ; 11/5; ; ; 19/10; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 04:23:06 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 6/5; 11/10; 5/4; 11/10; 6/5; 6/5; 6/5; 11/10; 6/5; ; 6/5; 6/5; 15/13; 15/13; 15/13; 23/20; 15/13; 5/4; ; 15/13; ; ; 6/5; ; 
Draw; 9/4; 23/10; 9/4; 2; 12/5; 9/4; 12/5; 9/4; 23/10; 12/5; 9/4; 11/5; 9/4; ; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; ; 9/4; ; ; 9/4; ; 
Eastleigh; 12/5; 2; 43/20; 2; 9/4; 2; 21/10; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; 9/4; 11/5; 2; 11/5; 9/4; 52/21; ; 11/5; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 08:23:01 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 11/10; 6/5; 11/10; 5/4; 11/10; 6/5; 5/4; 6/5; 11/10; 6/5; ; 6/5; 6/5; 6/5; 15/13; 15/13; 23/20; 6/5; 5/4; ; 15/13; ; ; 6/5; ; 
Draw; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; ; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 9/4; ; 
Eastleigh; 12/5; 2; 43/20; 2; 11/5; 2; 85/40; 9/4; 9/4; 21/10; 21/10; 11/5; 11/5; ; 11/5; 11/5; 28/13; 11/5; 2; 11/5; 28/13; 52/21; ; 11/5; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 12:24:23 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 6/5; 6/5; 23/20; 6/5; 11/10; 5/4; 11/10; 6/5; 5/4; 5/4; 11/10; 6/5; ; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; ; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 9/4; ; 
Eastleigh; 12/5; 21/10; 41/20; 19/10; 11/5; 2; 21/10; 9/4; 9/4; 21/10; 2; 11/5; 11/5; ; 11/5; 11/5; 28/13; 21/10; 2; 21/10; 28/13; 52/21; ; 21/10; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 16:23:53 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 6/5; 6/5; 23/20; 5/4; 11/10; 5/4; 11/10; 5/4; 5/4; 5/4; 6/5; 6/5; ; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 5/4; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; ; 23/10; 12/5; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 21/10; 41/20; 19/10; 21/10; 2; 21/10; 9/4; 11/5; 21/10; 2; 2; 11/5; ; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-27 20:24:12 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 5/4; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 23/10; 9/4; 40/17; 9/4; 11/5; 9/4; 40/17; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 00:23:19 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 04:23:13 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; 21/10; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; ; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 11/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 08:23:11 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 11/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 12:24:58 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; ; 21/10; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 2; ; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 11/5; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 16:22:44 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 11/5; ; 
Draw; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-28 20:25:19 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 5/4; ; 6/5; ; ; 6/5; ; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 52/21; ; 21/10; ; ; 11/5; ; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 13/5; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 5/2; ; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-29 00:22:51 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 24/19; ; 6/5; ; ; 5/4; 6/5; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 12/5; ; 9/4; ; ; 23/10; 21/10; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 27/11; ; 21/10; ; ; 21/10; 19/10; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-29 04:22:19 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 25/19; ; 6/5; ; ; 5/4; 5/4; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 38/17; ; 21/10; ; ; 21/10; 21/10; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 23/10; 9/4; 11/5; 9/4; 23/10; 5/2; ; 9/4; ; ; 23/10; 23/10; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-29 08:22:00 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 23/20; 5/4; 6/5; 23/20; 5/4; 11/10; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 5/4; 15/13; 5/4; 6/5; 25/19; ; 5/4; ; ; 5/4; 5/4; 
Eastleigh; 12/5; 2; 41/20; 19/10; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 9/4; 9/4; 2; 9/4; 9/4; 38/17; ; 9/4; ; ; 21/10; 21/10; 
Draw; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 28/13; 2; 11/5; 2; 28/13; 5/2; ; 2; ; ; 23/10; 23/10; 
META; english/non-league/national-league/barrow-v-eastleigh; 2016-10-29 12:22:38 GMT+3; 2016-10-29 12:15; e70300-dr003
Barrow; 13/10; 5/4; 6/5; 23/20; 13/10; 23/20; 13/10; 6/5; 5/4; 13/10; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 6/5; 5/4; 15/13; 5/4; 6/5; 13/10; ; 5/4; ; ; 5/4; 5/4; 
