META; english/non-league/national-league/bromley-v-dover; 2016-10-23 00:22:24 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; ; 11/10; ; 23/20; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 12/5; 2; ; ; 12/5; ; 9/4; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-23 04:21:03 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; ; 23/20; ; 6/5; ; ; ; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bromley; 12/5; 2; ; ; 9/4; ; 85/40; ; ; ; 7/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; ; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-23 08:22:22 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; ; 23/20; ; 6/5; ; ; ; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; 
Bromley; 12/5; 2; ; ; 9/4; ; 85/40; ; ; ; 7/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 5/2; ; 5/2; ; ; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-23 12:22:35 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; ; 23/20; ; 23/20; 11/10; ; ; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; 
Bromley; 12/5; 2; ; ; 23/10; ; 23/10; 21/10; ; ; 7/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Draw; 12/5; 12/5; ; ; 12/5; ; 12/5; 12/5; ; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-23 16:22:39 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; 21/20; 23/20; ; 23/20; 11/10; ; ; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; 
Bromley; 12/5; 2; ; 21/10; 23/10; ; 23/10; 21/10; ; ; 7/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; 12/5; ; 12/5; 12/5; ; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-23 20:23:14 GMT+3; 2016-10-25 19:45; e70300-dr003
Dover; 11/10; 6/5; ; 21/20; 23/20; 1; 23/20; 11/10; 11/10; 23/20; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; 
Bromley; 12/5; 2; ; 19/10; 9/4; 11/5; 9/4; 21/10; 23/10; 11/5; 7/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
Draw; 12/5; 12/5; ; 9/4; 5/2; 9/4; 5/2; 12/5; 12/5; 5/2; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
META; english/non-league/national-league/bromley-v-dover; 2016-10-24 00:22:25 GMT+3; 2016-10-25 19:45; e70300-dr003
