META; english/league-1/afc-wimbledon-v-oldham; 2017-04-23 02:19:40 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-23 06:19:44 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-23 10:19:41 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oldham; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-23 18:20:00 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; 6/5; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; ; 15/13; ; 6/5; 15/13; ; ; 16/13; ; 16/13; ; ; ; 
Oldham; 23/10; 2; ; ; 9/4; ; 23/10; ; ; ; 23/10; ; 23/10; ; ; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; 9/4; ; ; ; 
Draw; 23/10; 12/5; ; ; 11/5; ; 23/10; ; ; ; 2; ; 9/4; ; ; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; 9/4; ; ; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-23 22:20:18 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; 6/5; 6/5; ; ; 6/5; ; 5/4; ; ; ; 6/5; ; 6/5; ; ; ; 15/13; ; 6/5; 15/13; 5/4; ; 16/13; ; 16/13; ; ; ; 
Oldham; 23/10; 2; ; ; 9/4; ; 23/10; ; ; ; 23/10; ; 23/10; ; ; ; 11/5; ; 9/4; 11/5; 59/25; ; 9/4; ; 9/4; ; ; ; 
Draw; 23/10; 12/5; ; ; 9/4; ; 23/10; ; ; ; 2; ; 9/4; ; ; ; 11/5; ; 9/4; 11/5; 12/5; ; 9/4; ; 9/4; ; ; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-24 02:19:58 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; 6/5; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; ; 6/5; 5/4; ; 5/4; 15/13; ; 6/5; 15/13; 5/4; ; 16/13; ; 16/13; ; 10/9; ; 
Draw; 23/10; 12/5; ; ; 11/5; ; 23/10; ; ; ; 2; ; 9/4; 11/5; ; 23/10; 11/5; ; 9/4; 11/5; 12/5; ; 9/4; ; 9/4; ; 21/10; ; 
Oldham; 23/10; 2; ; ; 9/4; ; 23/10; ; ; ; 23/10; ; 23/10; 12/5; ; 23/10; 11/5; ; 9/4; 11/5; 59/25; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-24 06:20:06 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; 6/5; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; 5/4; 6/5; 5/4; ; 5/4; 15/13; ; 6/5; 15/13; 5/4; ; 16/13; ; 16/13; ; 10/9; ; 
Draw; 23/10; 12/5; ; ; 11/5; ; 23/10; ; ; ; 2; 11/5; 9/4; 11/5; ; 23/10; 11/5; ; 9/4; 11/5; 12/5; ; 9/4; ; 9/4; ; 21/10; ; 
Oldham; 23/10; 2; ; ; 9/4; ; 23/10; ; ; ; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; ; 9/4; 11/5; 59/25; ; 9/4; ; 9/4; ; 21/10; ; 
META; english/league-1/afc-wimbledon-v-oldham; 2017-04-24 10:19:57 GMT+3; 2017-04-30 12:00; Nothing; Xlenovo
AFC Wimbledon; 6/5; 6/5; ; ; 5/4; ; 5/4; ; ; ; 6/5; 5/4; 6/5; 5/4; ; 5/4; 15/13; ; 6/5; 15/13; 5/4; ; 16/13; ; 16/13; ; 10/9; ; 
