META; english/league-1/bristol-rovers-v-sheffield-utd; 2017-02-11 18:21:22 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bristol Rovers; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sheffield Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bristol-rovers-v-sheffield-utd; 2017-02-11 22:24:28 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Sheffield Utd; 1; 1; 1; 10/11; 1; ; 1; ; ; ; 1; ; ; ; ; 1; ; ; ; ; ; ; ; 1; ; 4/7; ; 
Draw; 13/5; 12/5; 5/2; 12/5; 13/5; ; 13/5; ; ; ; 12/5; ; ; ; ; 13/5; ; ; ; ; ; ; ; 13/5; ; 9/4; ; 
Bristol Rovers; 5/2; 11/4; 13/5; 13/5; 11/4; ; 27/10; ; ; ; 5/2; ; ; ; ; 27/10; ; ; ; ; ; ; ; 5/2; ; 27/20; ; 
META; english/league-1/bristol-rovers-v-sheffield-utd; 2017-02-12 02:22:24 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Sheffield Utd; 1; 1; 1; 10/11; 21/20; ; 1; ; ; ; 1; ; ; 1; ; 1; ; ; ; ; ; ; ; 1; ; 10/11; ; 
Draw; 13/5; 12/5; 5/2; 12/5; 13/5; ; 13/5; ; ; ; 12/5; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; 13/5; ; 23/10; ; 
Bristol Rovers; 5/2; 11/4; 13/5; 13/5; 13/5; ; 27/10; ; ; ; 5/2; ; ; 13/5; ; 27/10; ; ; ; ; ; ; ; 5/2; ; 23/10; ; 
META; english/league-1/bristol-rovers-v-sheffield-utd; 2017-02-12 06:20:51 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Sheffield Utd; 1; 1; 1; 10/11; 21/20; ; ; ; 21/20; ; 1; 1; ; 1; ; 1; ; ; 20/21; ; ; ; 39/40; 1; ; 10/11; ; 
Draw; 13/5; 12/5; 5/2; 12/5; 13/5; ; ; ; 13/5; ; 12/5; 13/5; ; 13/5; ; 13/5; ; ; 5/2; ; ; ; 28/11; 13/5; ; 23/10; ; 
Bristol Rovers; 5/2; 11/4; 13/5; 13/5; 13/5; ; ; ; 13/5; ; 5/2; 5/2; ; 13/5; ; 27/10; ; ; 5/2; ; ; ; 28/11; 5/2; ; 23/10; ; 
