META; english/league-1/fleetwood-v-bradford; 2017-02-11 18:21:28 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-11 22:24:35 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 8/5; 7/4; 17/10; 8/5; 7/4; ; 17/10; ; ; ; 8/5; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; 21/10; 21/10; 2; 11/5; 21/10; 39/20; 11/5; 21/10; 2; 2; 21/10; 19/10; 2; 11/5; 19/10; 2; 2; 2; 2; 2; 85/40; 28/13; ; 2; ; 2; 2; 
Fleetwood; 21/10; 19/10; 39/20; 19/10; 2; 19/10; 2; 17/10; 2; 2; 19/10; 2; 21/10; 21/10; 2; 2; 2; 24/13; 2; 2; 21/10; 21/11; ; 11/5; ; 2; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 22:23:02 GMT+2; 2017-02-14 19:45; In Play; Xlenovo
Bradford; 7/4; 7/4; 13/8; 13/8; 6/4; 17/10; 17/10; 9/5; ; 9/5; 31/20; 6/4; ; ; ; ; 16/11; 17/10; ; 17/10; ; ; ; ; ; 13/8; 17/10; 
Draw; 7/5; 11/8; 19/10; 2; 2; 11/8; 6/4; 7/5; ; 13/10; 19/10; 7/4; ; ; ; ; 37/19; 23/17; ; 24/13; ; ; ; ; ; 2; 19/10; 
Fleetwood; 5/2; 9/4; 39/20; 19/10; 2; 23/10; 12/5; 23/10; ; 9/4; 15/8; 15/8; ; ; ; ; 2; 23/10; ; 24/13; ; ; ; ; ; 19/10; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-05-02 10:58:29 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-02 18:19:50 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-02 22:19:58 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-03 02:19:49 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-03 10:19:48 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-03 14:19:51 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-03 18:19:47 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-03 22:19:50 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-04 02:19:48 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-04 10:20:00 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-04 14:19:57 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-04 18:19:55 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-04 22:19:55 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-05 02:19:48 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Bradford; ; 6/4; ; ; 17/10; ; 17/10; 7/4; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; 13/10; ; 
Fleetwood; ; 9/5; ; ; 8/5; ; 13/8; 11/8; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; 23/20; ; 
Draw; ; 11/5; ; ; 23/10; ; 23/10; 9/4; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 8/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-05 10:19:50 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Bradford; 8/5; 6/4; 17/10; ; 13/8; ; 7/4; 7/4; ; ; ; ; ; ; ; 17/10; 17/10; ; 17/10; 17/10; ; ; 17/10; ; 17/10; ; 20/21; ; 
Fleetwood; 8/5; 15/8; 17/10; ; 8/5; ; 13/8; 11/8; ; ; ; ; ; ; ; 8/5; 6/4; ; 6/4; 6/4; ; ; 6/4; ; 6/4; ; 23/20; ; 
Draw; 12/5; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; ; ; ; ; ; ; ; 5/2; 40/17; ; 23/10; 40/17; ; ; 40/17; ; 40/17; ; 7/5; ; 
META; english/league-1/fleetwood-v-bradford; 2017-05-05 14:19:52 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Bradford; 8/5; 6/4; 33/20; ; 13/8; 31/20; 13/8; 8/5; 13/8; 8/5; 8/5; ; 33/20; ; 13/8; 17/10; 28/17; ; 8/5; 28/17; 7/4; 27/17; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Fleetwood; 8/5; 15/8; 17/10; ; 13/8; 6/4; 17/10; 17/10; 13/8; 13/8; 13/8; ; 17/10; ; 13/8; 17/10; 28/17; ; 8/5; 28/17; 42/25; 52/35; 8/5; 13/8; 8/5; ; 13/8; 13/8; 
Draw; 12/5; 9/4; 43/20; ; 9/4; 9/4; 12/5; 23/10; 23/10; 21/10; 21/10; ; 47/20; ; 12/5; 12/5; 9/4; ; 23/10; 9/4; 49/20; 12/5; 40/17; 23/10; 40/17; ; 21/10; 21/10; 
META; english/league-1/fleetwood-v-bradford; 2017-05-05 18:19:50 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
Bradford; 8/5; 6/4; 8/5; ; 8/5; 6/4; 31/20; 8/5; 8/5; 31/20; 8/5; ; 8/5; ; 8/5; 8/5; 17/11; ; 6/4; 17/11; 83/50; 6/4; 17/11; 8/5; 17/11; ; 6/4; 6/4; 13/8
Fleetwood; 8/5; 7/4; 9/5; ; 17/10; 5/3; 7/4; 17/10; 7/4; 7/4; 17/10; ; 7/4; ; 7/4; 7/4; 17/10; ; 17/10; 17/10; 9/5; 9/5; 17/10; 17/10; 17/10; ; 13/8; 17/10; 9/5
Draw; 12/5; 23/10; 43/20; ; 9/4; 11/5; 12/5; 23/10; 23/10; 9/4; 23/10; ; 47/20; ; 11/5; 12/5; 9/4; ; 9/4; 9/4; 12/5; 11/5; 9/4; 23/10; 9/4; ; 21/10; 21/10; 23/10
META; english/league-1/fleetwood-v-bradford; 2017-05-05 22:19:52 GMT+3; 2017-05-07 18:30; Nothing; Xlenovo
