META; english/league-1/fleetwood-v-bradford; 2017-02-11 18:21:28 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Fleetwood; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-11 22:24:35 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 8/5; 7/4; 17/10; 8/5; 7/4; ; 17/10; ; ; ; 8/5; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; 5/6; ; 
Bradford; 17/10; 3/2; 9/5; 6/4; 17/10; ; 17/10; ; ; ; 17/10; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; 9/4; 23/10; 41/20; 11/5; 23/10; ; 9/4; ; ; ; 2; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 02:22:33 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 8/5; 7/4; 17/10; 8/5; 17/10; ; 17/10; ; ; ; 8/5; ; ; 17/10; ; 7/4; ; ; ; ; ; ; ; 8/5; ; 6/4; ; 
Bradford; 17/10; 3/2; 9/5; 6/4; 17/10; ; 17/10; ; ; ; 17/10; ; ; 7/4; ; 8/5; ; ; ; ; ; ; ; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 41/20; 11/5; 23/10; ; 9/4; ; ; ; 2; ; ; 21/10; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 21/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 06:20:55 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 8/5; 7/4; 17/10; 8/5; 17/10; ; 17/10; 13/8; 13/8; ; 8/5; 17/10; 33/20; 17/10; ; 8/5; ; ; 13/8; 8/5; ; ; 28/17; 8/5; ; 6/4; ; 
Bradford; 17/10; 3/2; 9/5; 6/4; 7/4; ; 17/10; 17/10; 7/4; ; 17/10; 7/4; 33/20; 9/5; ; 7/4; ; ; 13/8; 17/10; ; ; 5/3; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 41/20; 11/5; 9/4; ; 9/4; 21/10; 23/10; ; 2; 21/10; 11/5; 21/10; ; 9/4; ; ; 9/4; 11/5; ; ; 9/4; 11/5; ; 21/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 10:21:04 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 8/5; 7/4; 17/10; 8/5; 17/10; ; 17/10; 13/8; 13/8; ; 8/5; 17/10; 33/20; 17/10; ; 7/4; 8/5; ; 13/8; 8/5; 17/10; ; 28/17; 8/5; ; 8/5; ; 
Bradford; 17/10; 3/2; 9/5; 6/4; 17/10; ; 17/10; 17/10; 7/4; ; 17/10; 7/4; 33/20; 7/4; ; 8/5; 28/17; ; 13/8; 28/17; 46/25; ; 5/3; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 41/20; 11/5; 23/10; ; 9/4; 21/10; 23/10; ; 2; 21/10; 11/5; 21/10; ; 9/4; 11/5; ; 9/4; 11/5; 23/10; ; 9/4; 11/5; ; 21/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 14:20:57 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Fleetwood; 31/20; 17/10; 7/4; 7/4; 17/10; 31/20; 17/10; 13/8; 7/4; 17/10; 33/20; 17/10; 33/20; 17/10; 17/10; 8/5; 8/5; ; 8/5; 8/5; 87/50; ; 8/5; 13/8; ; 13/8; ; 
Bradford; 7/4; 17/10; 7/4; 7/4; 7/4; 33/20; 17/10; 17/10; 9/5; 7/4; 17/10; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; ; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 
Draw; 9/4; 21/10; 2; 2; 11/5; 41/20; 11/5; 11/5; 85/40; 2; 19/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; ; 21/10; 28/13; 23/10; ; 28/13; 21/10; ; 21/10; ; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 18:20:37 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 31/20; 17/10; 8/5; 7/4; 13/8; 6/4; 31/20; 8/5; 8/5; 6/4; 31/20; 31/20; 31/20; 8/5; 6/4; 8/5; 8/5; ; 13/8; 8/5; 167/100; 19/13; 5/3; 6/4; ; 6/4; 6/4; 
Fleetwood; 7/4; 17/10; 39/20; 7/4; 15/8; 7/4; 19/10; 9/5; 15/8; 19/10; 15/8; 2; 37/20; 19/10; 15/8; 15/8; 9/5; ; 13/8; 9/5; 46/25; 20/11; 5/3; 9/5; ; 9/5; 15/8; 
Draw; 9/4; 21/10; 39/20; 2; 11/5; 41/20; 11/5; 21/10; 85/40; 2; 15/8; 2; 21/10; 21/10; 11/5; 11/5; 21/10; ; 21/10; 21/10; 47/20; 28/13; 28/13; 21/10; ; 21/10; 19/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-12 22:21:21 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 31/20; 17/10; 8/5; 8/5; 8/5; 6/4; 31/20; 7/5; 8/5; 6/4; 31/20; 31/20; 31/20; 8/5; 6/4; 8/5; 8/5; 17/11; 13/8; 8/5; 167/100; 19/13; 5/3; 6/4; ; ; 6/4; 
Fleetwood; 7/4; 17/10; 39/20; 9/5; 15/8; 7/4; 19/10; 17/10; 15/8; 19/10; 15/8; 2; 37/20; 2; 15/8; 15/8; 9/5; 7/4; 13/8; 9/5; 46/25; 20/11; 5/3; 9/5; ; ; 15/8; 
Draw; 9/4; 21/10; 39/20; 21/10; 11/5; 41/20; 11/5; 2; 85/40; 2; 15/8; 2; 21/10; 9/4; 11/5; 11/5; 28/13; 11/5; 21/10; 28/13; 58/25; 28/13; 28/13; 21/10; ; ; 19/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 02:21:04 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 31/20; 6/4; 8/5; 8/5; 8/5; 6/4; 31/20; 7/5; 8/5; 6/4; 31/20; 31/20; 31/20; 13/8; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 167/100; 19/13; 5/3; 6/4; ; 6/4; 6/4; 
Fleetwood; 7/4; 19/10; 39/20; 9/5; 19/10; 7/4; 19/10; 17/10; 15/8; 19/10; 15/8; 2; 19/10; 2; 15/8; 15/8; 19/10; 7/4; 13/8; 19/10; 46/25; 20/11; 5/3; 15/8; ; 19/10; 9/5; 
Draw; 9/4; 11/5; 39/20; 21/10; 11/5; 41/20; 11/5; 2; 85/40; 2; 15/8; 2; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 21/10; 39/19; 58/25; 28/13; 28/13; 21/10; ; 11/5; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 06:20:10 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 8/5; 8/5; 8/5; 29/20; 31/20; 7/5; 8/5; 6/4; 6/4; 31/20; 31/20; 13/8; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 167/100; 19/13; 5/3; 6/4; ; 6/4; 7/5; 
Fleetwood; 19/10; 19/10; 39/20; 9/5; 19/10; 20/11; 19/10; 17/10; 15/8; 19/10; 15/8; 2; 19/10; 2; 15/8; 15/8; 19/10; 7/4; 13/8; 19/10; 46/25; 20/11; 5/3; 15/8; ; 9/5; 7/4; 
Draw; 23/10; 11/5; 2; 21/10; 11/5; 2; 11/5; 2; 85/40; 2; 19/10; 2; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 21/10; 39/19; 58/25; 28/13; 28/13; 21/10; ; 11/5; 19/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 10:20:41 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 8/5; 8/5; 8/5; 29/20; 31/20; 7/5; 8/5; 6/4; 6/4; 31/20; 31/20; 13/8; 6/4; 17/11; 17/11; 17/11; 13/8; 17/11; 167/100; 19/13; 5/3; 6/4; ; 6/4; 6/4; 
Fleetwood; 19/10; 19/10; 39/20; 9/5; 19/10; 20/11; 19/10; 17/10; 15/8; 19/10; 15/8; 2; 19/10; 2; 15/8; 15/8; 19/10; 7/4; 13/8; 19/10; 46/25; 20/11; 5/3; 15/8; ; 19/10; 9/5; 
Draw; 23/10; 11/5; 2; 21/10; 11/5; 2; 11/5; 2; 85/40; 2; 19/10; 2; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 21/10; 39/19; 58/25; 28/13; 28/13; 21/10; ; 11/5; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 14:20:46 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 8/5; 6/4; 8/5; 29/20; 31/20; 8/5; 8/5; 6/4; 31/20; 13/8; 31/20; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 17/11; 8/5; 19/13; 6/4; 8/5; ; 6/4; 6/4; 
Fleetwood; 19/10; 19/10; 39/20; 19/10; 19/10; 20/11; 19/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 15/8; 15/8; 19/10; 7/4; 19/10; 19/10; 41/20; 20/11; 37/19; 15/8; ; 19/10; 9/5; 
Draw; 23/10; 11/5; 2; 11/5; 11/5; 2; 11/5; 21/10; 85/40; 2; 21/10; 19/10; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 43/20; 28/13; 39/19; 21/10; ; 2; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 18:22:00 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 31/20; 11/8; 6/4; 6/4; 6/4; 29/20; 6/4; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 17/11; 6/4; 6/4; 41/25; 16/11; 6/4; 6/4; ; 6/4; 6/4; 
Fleetwood; 2; 21/10; 2; 19/10; 2; 20/11; 2; 17/10; 2; 2; 19/10; 19/10; 21/10; 21/10; 15/8; 2; 37/19; 7/4; 19/10; 37/19; 103/50; 19/10; 37/19; 2; ; 19/10; 9/5; 
Draw; 23/10; 11/5; 41/20; 11/5; 11/5; 2; 9/4; 11/5; 2; 2; 11/5; 21/10; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 85/40; 28/13; 39/19; 21/10; ; 2; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-13 22:21:34 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 31/20; 11/8; 6/4; 6/4; 6/4; 7/5; 6/4; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 6/4; 6/4; 6/4; 17/11; 6/4; 6/4; 41/25; 16/11; 6/4; 6/4; ; 6/4; 7/5; 
Fleetwood; 2; 21/10; 2; 19/10; 2; 19/10; 2; 17/10; 2; 2; 19/10; 19/10; 21/10; 21/10; 15/8; 2; 37/19; 7/4; 19/10; 37/19; 103/50; 19/10; 37/19; 2; ; 19/10; 19/10; 
Draw; 23/10; 11/5; 41/20; 11/5; 11/5; 2; 9/4; 11/5; 2; 2; 11/5; 21/10; 2; 11/5; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 85/40; 28/13; 39/19; 21/10; ; 2; 2; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 02:22:04 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 8/5; 6/4; 7/5; 6/4; 6/4; 31/20; 8/5; 8/5; 17/11; 6/4; 17/11; 6/4; 6/4; 41/25; 7/5; 6/4; 6/4; ; 7/5; 7/5; 
Fleetwood; 21/10; 2; 41/20; 19/10; 2; 19/10; 21/10; 17/10; 2; 2; 19/10; 21/10; 21/10; 21/10; 19/10; 2; 37/19; 7/4; 19/10; 37/19; 103/50; 37/19; 37/19; 21/10; ; 2; 2; 
Draw; 21/10; 21/10; 41/20; 11/5; 21/10; 2; 11/5; 11/5; 2; 21/10; 21/10; 2; 2; 11/5; 2; 2; 39/19; 11/5; 2; 39/19; 85/40; 28/13; 39/19; 21/10; ; 21/10; 21/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 06:20:44 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 31/20; 6/4; 8/5; 7/5; 31/20; 8/5; 6/4; 7/5; 6/4; 6/4; 31/20; 8/5; 8/5; 17/11; 6/4; 17/11; 7/5; 6/4; 159/100; 13/9; 31/21; 6/4; ; 6/4; 7/5; 
Fleetwood; 21/10; 2; 2; 19/10; 2; 15/8; 2; 17/10; 2; 2; 19/10; 21/10; 21/10; 21/10; 19/10; 15/8; 37/19; 7/4; 2; 37/19; 85/40; 21/11; 39/19; 2; ; 19/10; 2; 
Draw; 21/10; 21/10; 41/20; 11/5; 21/10; 2; 11/5; 11/5; 2; 21/10; 21/10; 2; 2; 11/5; 2; 11/5; 39/19; 11/5; 2; 39/19; 85/40; 28/13; 2; 21/10; ; 21/10; 21/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 10:21:04 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 31/20; 6/4; 8/5; 7/5; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 8/5; 17/11; 6/4; 17/11; 7/5; 6/4; 159/100; 13/9; 31/21; 6/4; ; 6/4; 6/4; 
Fleetwood; 21/10; 19/10; 2; 19/10; 2; 15/8; 2; 17/10; 2; 2; 19/10; 21/10; 21/10; 21/10; 19/10; 15/8; 2; 7/4; 2; 2; 85/40; 21/11; 39/19; 2; ; 2; 2; 
Draw; 21/10; 11/5; 41/20; 11/5; 21/10; 2; 11/5; 11/5; 2; 2; 21/10; 2; 2; 11/5; 2; 11/5; 39/19; 11/5; 2; 39/19; 21/10; 28/13; 2; 21/10; ; 2; 21/10; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 14:21:19 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 31/20; 6/4; 8/5; 7/5; 31/20; 13/8; 6/4; 6/4; 6/4; 6/4; 31/20; 8/5; 8/5; 17/11; 6/4; 17/11; 7/5; 6/4; 79/50; 13/9; ; 6/4; ; 6/4; 6/4; 
Fleetwood; 21/10; 2; 39/20; 19/10; 2; 15/8; 2; 17/10; 2; 2; 19/10; 21/10; 21/10; 21/10; 19/10; 15/8; 2; 7/4; 2; 2; 85/40; 21/11; ; 21/10; ; 19/10; 2; 
Draw; 21/10; 21/10; 41/20; 11/5; 21/10; 2; 11/5; 21/10; 2; 2; 21/10; 2; 2; 11/5; 2; 11/5; 39/19; 11/5; 2; 39/19; 107/50; 28/13; ; 21/10; ; 2; 11/5; 
META; english/league-1/fleetwood-v-bradford; 2017-02-14 18:23:16 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Bradford; 13/8; 6/4; 31/20; 6/4; 8/5; 29/20; 31/20; 13/8; 6/4; 6/4; 6/4; 31/20; 31/20; 13/8; 8/5; 17/11; 6/4; 8/5; 7/5; 6/4; 8/5; 13/9; ; 7/5; ; 8/5; 6/4; 
