META; english/league-1/rochdale-v-charlton; 2017-02-12 02:23:21 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; 23/10; 23/10; ; 11/5; 23/10; ; ; ; ; 11/5; ; 23/10; 11/5; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 18:22:48 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; ; ; ; 6/5; 21/20; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; 23/10; ; ; ; 23/10; 21/10; 23/10; ; 11/5; 23/10; ; ; ; ; 11/5; ; 23/10; 11/5; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 23/10; ; 23/10; 23/10; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 22:22:25 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; ; ; ; 6/5; 21/20; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; 23/10; ; ; ; 23/10; 21/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; 23/10; 28/13; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 02:22:35 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; ; ; ; 6/5; 21/20; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; 23/10; ; ; ; 23/10; 21/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; 23/10; 28/13; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 06:21:15 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; ; ; ; 6/5; 21/20; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; 23/10; ; ; ; 23/10; 21/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; 23/10; 28/13; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 10:21:43 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; ; ; ; 6/5; 21/20; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; 23/10; ; ; ; 23/10; 21/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; 23/10; 28/13; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; 11/5; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 40/17; ; 23/10; 40/17; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 14:21:57 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 5/4; 5/4; ; ; 23/20; 6/5; 21/20; 5/4; 6/5; 6/5; 6/5; 23/20; ; ; ; 6/5; ; 6/5; 6/5; ; ; ; ; ; 10/11; ; 
Charlton; 11/5; 23/10; 23/10; ; ; 21/10; 23/10; 21/10; 23/10; 23/10; 11/5; 9/4; 23/10; ; ; ; 28/13; ; 23/10; 28/13; ; ; ; ; ; 13/8; ; 
Draw; 12/5; 9/4; 11/5; ; ; 9/4; 12/5; 23/10; 23/10; 9/4; 21/10; 23/10; 47/20; ; ; ; 9/4; ; 23/10; 9/4; ; ; ; ; ; 13/8; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 18:23:52 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 6/5; 6/5; ; 23/20; 23/20; 21/20; 5/4; 23/20; 23/20; 23/20; 23/20; ; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; 23/20; ; 
Charlton; 11/5; 12/5; 12/5; 9/5; ; 21/10; 12/5; 21/10; 23/10; 12/5; 23/10; 12/5; 23/10; ; 23/10; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 11/5; ; 
Draw; 12/5; 9/4; 11/5; 11/5; ; 9/4; 12/5; 23/10; 23/10; 23/10; 21/10; 23/10; 47/20; ; 23/10; ; 9/4; ; 23/10; 9/4; ; ; ; ; ; 11/5; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-14 22:23:36 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 6/5; 6/5; ; 23/20; 23/20; 6/5; 6/5; 23/20; 23/20; 23/20; 23/20; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; 23/20; ; 
Charlton; 11/5; 12/5; 12/5; 9/5; ; 21/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 11/5; ; 
Draw; 12/5; 9/4; 11/5; 11/5; ; 9/4; 12/5; 23/10; 23/10; 23/10; 21/10; 23/10; 47/20; 23/10; 23/10; ; 9/4; ; 23/10; 9/4; ; ; ; ; ; 11/5; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 02:22:14 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 6/5; 6/5; ; 23/20; 6/5; 21/20; 6/5; 23/20; 23/20; 23/20; 23/20; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; 10/9; 23/20; 
Draw; 23/10; 9/4; 11/5; 11/5; ; 9/4; 23/10; 23/10; 23/10; 23/10; 21/10; 23/10; 23/10; 23/10; 23/10; ; 9/4; ; 23/10; 9/4; ; ; ; ; ; 11/5; 11/5; 
Charlton; 23/10; 12/5; 12/5; 9/5; ; 21/10; 5/2; 21/10; 12/5; 12/5; 23/10; 12/5; 47/20; 23/10; 23/10; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 11/5; 9/4; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 06:20:26 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 6/5; 6/5; ; 23/20; 6/5; 21/20; 6/5; 23/20; 23/20; 23/20; 23/20; 6/5; 6/5; ; 6/5; ; 6/5; 6/5; ; ; 16/13; ; ; 10/9; 10/9; 
Draw; 23/10; 9/4; 11/5; 11/5; ; 9/4; 23/10; 23/10; 23/10; 23/10; 21/10; 23/10; 23/10; 23/10; 23/10; ; 9/4; ; 23/10; 9/4; ; ; ; ; ; 11/5; 11/5; 
Charlton; 23/10; 12/5; 49/20; 9/5; ; 21/10; 5/2; 21/10; 12/5; 12/5; 23/10; 12/5; 47/20; 23/10; 23/10; ; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 9/4; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 10:20:55 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 23/20; 6/5; 6/5; 21/20; 11/10; 21/20; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; ; 15/13; 6/5; 6/5; 15/13; ; 19/17; 16/13; ; ; 10/9; 10/9; 
Draw; 23/10; 9/4; 11/5; 11/5; 12/5; 11/5; 12/5; 23/10; 23/10; 23/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 9/4; 9/4; 23/10; 9/4; ; 11/5; 23/10; ; ; 11/5; 9/4; 
Charlton; 23/10; 12/5; 5/2; 9/5; 12/5; 23/10; 13/5; 21/10; 5/2; 5/2; 12/5; 13/5; 12/5; 23/10; 23/10; ; 9/4; 9/4; 9/4; 9/4; ; 40/17; 9/4; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 14:22:08 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 23/20; 23/20; ; 21/20; 11/10; 21/20; 6/5; 23/20; 11/10; 6/5; 11/10; 6/5; 6/5; ; 11/10; 6/5; 10/9; 11/10; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 11/5; 23/10; 23/10; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 28/13; 9/4; 21/10; 28/13; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 13/5; 5/2; 5/2; ; 23/10; 27/10; 21/10; 5/2; 13/5; 12/5; 13/5; 5/2; 23/10; 23/10; ; 27/11; 9/4; 13/5; 27/11; 67/25; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 18:20:05 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 23/20; 23/20; ; 21/20; 11/10; 21/20; 6/5; 23/20; 11/10; 6/5; 11/10; 6/5; 6/5; ; 15/13; 1; 10/9; ; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 11/5; 23/10; 23/10; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 11/5; 23/10; 21/10; ; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 13/5; 5/2; 5/2; ; 12/5; 27/10; 21/10; 5/2; 13/5; 12/5; 13/5; 5/2; 23/10; 23/10; ; 28/11; 14/5; 13/5; ; 67/25; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-15 22:21:22 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 23/20; 23/20; ; 21/20; 11/10; 11/10; 6/5; 23/20; 11/10; 6/5; 11/10; 6/5; 6/5; ; 11/10; 1; 10/9; 11/10; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 11/5; 23/10; 9/4; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 11/5; 23/10; 21/10; 11/5; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 13/5; 5/2; 5/2; ; 12/5; 27/10; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 23/10; 23/10; ; 28/11; 14/5; 13/5; 28/11; 67/25; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-16 02:22:09 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 23/20; 23/20; ; 21/20; 23/20; 11/10; 6/5; 23/20; 23/20; 6/5; 11/10; 6/5; 6/5; ; 15/13; 11/10; 10/9; 15/13; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 11/5; 23/10; 9/4; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 13/5; 5/2; 5/2; ; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 5/2; 23/10; 23/10; ; 5/2; 5/2; 13/5; 5/2; 133/50; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-16 06:20:21 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 23/20; 23/20; ; 21/20; 23/20; 11/10; 6/5; 23/20; 23/20; 6/5; 11/10; 6/5; 6/5; ; 15/13; 11/10; 10/9; 15/13; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 23/10; 11/5; 9/4; ; 11/5; 23/10; 9/4; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 13/5; 5/2; 5/2; ; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 5/2; 23/10; 23/10; ; 5/2; 5/2; 13/5; 5/2; 133/50; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-16 10:20:46 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 23/20; 23/20; ; 21/20; 23/20; 11/10; 6/5; 23/20; 23/20; 6/5; 11/10; 6/5; 6/5; ; 15/13; 11/10; 10/9; 15/13; 61/50; 19/17; 19/17; ; ; 10/9; 10/9; 
Draw; 23/10; 9/4; 11/5; 9/4; ; 11/5; 23/10; 9/4; 23/10; 21/10; 21/10; 21/10; 23/10; 23/10; 23/10; ; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 28/13; ; ; 11/5; 9/4; 
Charlton; 23/10; 5/2; 5/2; 5/2; ; 23/10; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 5/2; 23/10; 23/10; ; 5/2; 5/2; 13/5; 5/2; 133/50; 40/17; 13/5; ; ; 23/10; 23/10; 
META; english/league-1/rochdale-v-charlton; 2017-02-16 14:21:39 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 6/5; 23/20; ; 11/10; 23/20; 11/10; 6/5; 23/20; 11/10; 6/5; 11/10; 6/5; 6/5; ; 15/13; 11/10; 10/9; 15/13; 31/25; 19/17; 19/17; ; ; 23/20; 10/9; 6/5
Draw; 23/10; 9/4; 11/5; 9/4; ; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; ; 9/4; 9/4; 11/5; 9/4; 119/50; 11/5; 11/5; ; ; 11/5; 9/4; 
Charlton; 23/10; 5/2; 49/20; 5/2; ; 9/4; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 23/10; 23/10; ; 12/5; 5/2; 5/2; 12/5; 5/2; 40/17; 28/11; ; ; 23/10; 23/10; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-16 18:20:50 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 23/20; 5/4; 23/20; ; 23/20; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; ; 6/5; 11/10; 10/9; 6/5; 31/25; 19/17; 19/17; ; ; 5/4; 6/5; 13/10
Draw; 23/10; 9/4; 11/5; 9/4; ; 43/20; 23/10; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 5/2; 23/10; ; 9/4; 9/4; 11/5; 9/4; 119/50; 11/5; 11/5; ; ; 23/10; 9/4; 
Charlton; 23/10; 5/2; 23/10; 5/2; ; 43/20; 23/10; 5/2; 12/5; 9/4; 23/10; 9/4; 47/20; 12/5; 23/10; ; 9/4; 5/2; 5/2; 9/4; 5/2; 40/17; 28/11; ; ; 9/4; 9/4; 23/10
META; english/league-1/rochdale-v-charlton; 2017-02-16 22:21:22 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 6/5; 5/4; 6/5; ; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; ; 5/4; 15/13; 6/5; 5/4; 31/25; 13/11; 16/13; ; ; 5/4; 6/5; 13/10
Charlton; 23/10; 23/10; 23/10; 23/10; ; 21/10; 23/10; 5/2; 23/10; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; ; 11/5; 23/10; 23/10; 11/5; 5/2; 9/4; 23/10; ; ; 11/5; 11/5; 11/5
Draw; 23/10; 9/4; 11/5; 23/10; ; 43/20; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 5/2; 23/10; ; 9/4; 23/10; 11/5; 9/4; 119/50; 11/5; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 02:23:06 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 6/5; 5/4; 5/4; 6/5; ; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; ; 5/4; 15/13; 6/5; 5/4; 11/8; 13/11; 16/13; ; ; 5/4; 6/5; 13/10
Charlton; 23/10; 9/4; 23/10; 23/10; ; 21/10; 23/10; 5/2; 23/10; 21/10; 23/10; 11/5; 23/10; 12/5; 23/10; ; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; ; ; 11/5; 11/5; 11/5
Draw; 23/10; 9/4; 11/5; 23/10; ; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 5/2; 23/10; ; 23/10; 23/10; 11/5; 23/10; 119/50; 11/5; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 06:20:41 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 13/10; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 15/13; 6/5; 5/4; 11/8; 13/11; 16/13; ; ; 5/4; 6/5; 13/10
Charlton; 12/5; 9/4; 23/10; 23/10; 23/10; 21/10; 11/5; 5/2; 23/10; 21/10; 23/10; 11/5; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; ; ; 11/5; 11/5; 11/5
Draw; 12/5; 9/4; 11/5; 23/10; 12/5; 11/5; 12/5; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 5/2; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 119/50; 11/5; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 10:20:58 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 13/10; 5/4; 5/4; 6/5; ; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 15/13; 6/5; 5/4; 11/8; 13/11; 16/13; ; ; 5/4; 6/5; 13/10
Charlton; 12/5; 9/4; 23/10; 23/10; ; 21/10; 11/5; 5/2; 23/10; 21/10; 23/10; 11/5; 9/4; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; ; ; 9/4; 11/5; 11/5
Draw; 12/5; 9/4; 11/5; 23/10; ; 11/5; 12/5; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 5/2; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 119/50; 11/5; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 14:22:50 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 13/10; 5/4; 13/10; 6/5; ; 6/5; 5/4; 11/10; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 15/13; 6/5; 5/4; 11/8; 13/11; 16/13; ; ; 5/4; 6/5; 13/10
Charlton; 12/5; 9/4; 11/5; 23/10; ; 21/10; 23/10; 5/2; 23/10; 21/10; 23/10; 11/5; 9/4; 12/5; 23/10; 12/5; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 23/10; ; ; 9/4; 11/5; 11/5
Draw; 12/5; 9/4; 11/5; 23/10; ; 11/5; 12/5; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 23/10; 23/10; 11/5; 23/10; 119/50; 11/5; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 18:22:51 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 13/10; 5/4; 5/4; 13/10; ; 23/20; 5/4; 11/10; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 11/8; 5/4; 16/13; ; ; 5/4; 5/4; 5/4
Charlton; 23/10; 9/4; 23/10; 11/5; ; 21/10; 9/4; 5/2; 23/10; 9/4; 9/4; 9/4; 9/4; 5/2; 21/10; 12/5; 9/4; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; ; ; 9/4; 21/10; 23/10
Draw; 5/2; 9/4; 11/5; 11/5; ; 11/5; 5/2; 9/4; 23/10; 23/10; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 9/4; 11/5; 11/5; 9/4; 119/50; 40/17; 11/5; ; ; 23/10; 11/5; 12/5
META; english/league-1/rochdale-v-charlton; 2017-02-17 22:21:54 GMT+2; 2017-02-18 15:00; Nothing; Xlenovo
Rochdale; 13/10; 6/5; 5/4; 13/10; ; ; 6/5; 11/10; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 6/5; 5/4; 6/5; 6/5; 133/100; 5/4; 16/13; ; ; 5/4; 5/4; 5/4
