META; english/league-1/rochdale-v-gillingham; 2017-03-11 22:22:00 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gillingham; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 02:20:50 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gillingham; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 06:20:45 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gillingham; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 10:21:35 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gillingham; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 14:20:57 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 23/20; ; 
Gillingham; 3; 16/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 18:20:55 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; ; ; 9/10; ; 10/11; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 6/5; ; 
Gillingham; 3; 16/5; ; ; ; ; 10/3; ; 3; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-12 22:21:27 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; ; ; 9/10; ; 10/11; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 6/5; ; 
Gillingham; 3; 16/5; ; ; ; ; 10/3; ; 3; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 02:21:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; ; ; 9/10; ; 10/11; ; ; ; ; ; ; 10/11; ; ; ; ; ; ; ; ; ; 1/2; ; 
Draw; 12/5; 12/5; ; ; ; ; 12/5; ; 5/2; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 6/5; ; 
Gillingham; 3; 16/5; ; ; ; ; 10/3; ; 3; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 06:23:26 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; 10/11; ; 9/10; 10/11; 10/11; ; 20/23; ; 17/20; 10/11; ; 10/11; ; ; 5/6; ; ; ; 7/8; ; ; 5/6; ; 
Draw; 12/5; 12/5; ; ; 13/5; ; 5/2; 12/5; 5/2; ; 23/10; ; 49/20; 5/2; ; 12/5; ; ; 12/5; ; ; ; 27/11; ; ; 9/4; ; 
Gillingham; 3; 16/5; ; ; 16/5; ; 16/5; 3; 3; ; 29/10; ; 16/5; 3; ; 31/10; ; ; 3; ; ; ; 31/10; ; ; 11/4; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 10:20:29 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 10/11; 5/6; ; ; 10/11; ; 9/10; 10/11; 10/11; ; 20/23; 20/23; 17/20; 10/11; ; 10/11; 13/15; ; 5/6; 13/15; ; ; 7/8; ; ; 5/6; ; 
Draw; 12/5; 12/5; ; ; 13/5; ; 5/2; 12/5; 5/2; ; 23/10; 5/2; 49/20; 5/2; ; 12/5; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; 9/4; ; 
Gillingham; 3; 16/5; ; ; 16/5; ; 16/5; 3; 3; ; 29/10; 3; 16/5; 3; ; 31/10; 3; ; 3; 3; ; ; 31/10; ; ; 11/4; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 14:22:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 5/6; 4/5; ; 5/6; ; 4/5; 5/6; 4/5; 3/4; 3/4; 4/5; 10/13; 4/5; ; 4/5; 5/6; ; 5/6; 4/5; ; ; 7/8; ; ; 8/11; ; 
Draw; 5/2; 12/5; 13/5; ; 13/5; ; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; ; 5/2; 12/5; ; 12/5; 12/5; ; ; 27/11; ; ; 13/5; ; 
Gillingham; 15/4; 16/5; 17/5; ; 7/2; ; 18/5; 16/5; 7/2; 10/3; 13/4; 15/4; 7/2; 15/4; ; 7/2; 33/10; ; 3; 57/17; ; ; 31/10; ; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 18:23:34 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 5/6; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 10/13; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; ; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 28/11; 5/2; 5/2; 28/11; ; ; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 16/5; 17/5; 16/5; 7/2; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; ; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-13 22:21:22 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 10/13; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; ; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 28/11; 5/2; 5/2; 28/11; ; ; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; ; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 02:22:58 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 10/13; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; ; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 28/11; 5/2; 5/2; 28/11; ; ; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; ; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 06:20:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 10/13; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; ; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 28/11; 5/2; 5/2; 28/11; ; ; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; ; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 10:21:12 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 10/13; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; ; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 11/4; 13/5; 28/11; 5/2; 5/2; 28/11; ; ; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; ; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 14:23:29 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; ; 13/17; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 28/11; 5/2; 5/2; 28/11; ; 13/5; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; ; 33/10; 7/2; 15/4; 7/2; ; 7/2; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 18:20:41 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 4/5; 14/19; 7/9; 8/11; 14/19; 83/100; 13/17; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 11/4; 28/11; 5/2; 5/2; 28/11; 13/5; 13/5; 28/11; 5/2; 28/11; ; 13/5; ; 
Gillingham; 15/4; 10/3; 17/5; 16/5; 18/5; 10/3; 17/5; 16/5; 7/2; 7/2; 13/4; 7/2; 7/2; 18/5; 7/2; 7/2; 39/11; 7/2; 7/2; 39/11; 79/20; 33/10; 7/2; 15/4; 7/2; ; 3; ; 
META; english/league-1/rochdale-v-gillingham; 2017-03-14 22:20:41 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 4/5; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 4/5; 10/13; 7/9; 8/11; 10/13; 83/100; 13/17; 7/9; 3/4; 7/9; ; 8/11; ; 
Draw; 5/2; 13/5; 13/5; 11/4; 11/4; 12/5; 11/4; 12/5; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 11/4; 27/10; 5/2; 5/2; 5/2; 5/2; 13/5; 13/5; 28/11; 5/2; 28/11; ; 13/5; ; 
