META; english/league-1/oxford-v-millwall; 2016-10-23 04:20:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-23 08:21:17 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-23 12:21:18 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford; 13/8; 13/8; ; ; 8/5; ; 13/8; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Millwall; 13/8; 3/2; ; ; 13/8; ; 17/10; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-23 16:21:30 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford; 13/8; 13/8; ; 8/5; 8/5; ; 13/8; ; 13/8; ; 6/4; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; 
Millwall; 13/8; 3/2; ; 7/4; 13/8; ; 17/10; ; 13/8; ; 7/4; ; 33/20; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; 
Draw; 9/4; 23/10; ; 9/4; 23/10; ; 23/10; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-23 20:22:02 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford; 31/20; 13/8; 8/5; 31/20; 8/5; ; 13/8; ; 13/8; 6/4; 6/4; ; 31/20; ; ; ; ; ; ; ; ; ; ; 8/5; 8/5; ; ; ; 
Millwall; 7/4; 3/2; 17/10; 17/10; 13/8; ; 7/4; ; 9/5; 17/10; 7/4; ; 17/10; ; ; ; ; ; ; ; ; ; ; 17/10; 17/10; ; ; ; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 11/5; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 00:21:15 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford; 31/20; 13/8; 8/5; 31/20; 8/5; ; 13/8; ; 13/8; 6/4; 6/4; 29/20; 31/20; ; ; ; ; ; ; ; ; ; ; 8/5; 8/5; ; ; ; 
Millwall; 7/4; 3/2; 17/10; 17/10; 13/8; ; 7/4; ; 9/5; 17/10; 7/4; 6/4; 17/10; ; ; ; ; ; ; ; ; ; ; 17/10; 17/10; ; ; ; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 11/5; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 04:21:15 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 3/2; 8/5; 6/4; 13/8; ; 8/5; ; 13/8; 6/4; 7/4; 6/4; 31/20; ; ; ; ; ; ; ; ; ; ; 17/11; 6/4; ; ; ; 
Oxford; 7/4; 13/8; 17/10; 8/5; 8/5; ; 7/4; ; 7/4; 13/8; 6/4; 29/20; 17/10; ; ; ; ; ; ; ; ; ; ; 17/10; 7/4; ; ; ; 
Draw; 9/4; 23/10; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 08:21:35 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 3/2; 31/20; 6/4; 13/8; ; 8/5; ; 13/8; 6/4; 7/4; 6/4; 31/20; ; ; ; ; ; ; ; ; ; ; 17/11; 6/4; ; ; ; 
Oxford; 7/4; 13/8; 17/10; 13/8; 8/5; ; 7/4; ; 7/4; 17/10; 6/4; 29/20; 17/10; ; ; ; ; ; ; ; ; ; ; 17/10; 7/4; ; ; ; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; ; 23/10; ; 23/10; 23/10; 23/10; 11/5; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; 9/4; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 12:22:07 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 3/2; 31/20; 6/4; 13/8; 6/4; 31/20; ; 13/8; 6/4; 7/4; 8/5; 31/20; ; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 6/4; ; ; ; 
Oxford; 7/4; 13/8; 7/4; 7/4; 8/5; 33/20; 15/8; ; 7/4; 7/4; 6/4; 17/10; 17/10; ; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 7/4; ; ; ; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; 43/20; 23/10; ; 23/10; 23/10; 23/10; 23/10; 23/10; ; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 9/4; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 16:22:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 6/4; 31/20; 6/4; 13/8; 6/4; 31/20; 7/5; 6/4; 6/4; 7/4; 8/5; 6/4; ; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 6/4; ; 10/9; ; 
Oxford; 7/4; 9/5; 7/4; 7/4; 8/5; 33/20; 7/4; 13/8; 9/5; 7/4; 6/4; 17/10; 7/4; ; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 5/4; ; 
Draw; 9/4; 23/10; 23/10; 23/10; 23/10; 43/20; 12/5; 21/10; 23/10; 23/10; 23/10; 23/10; 47/20; ; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 9/4; ; 21/10; ; 
META; english/league-1/oxford-v-millwall; 2016-10-24 20:22:44 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 6/4; 33/20; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 13/8; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 6/4; ; 
Oxford; 7/4; 9/5; 33/20; 13/8; 8/5; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 12/5; 21/10; 23/10; 23/10; 23/10; 23/10; 47/20; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 00:21:46 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 6/4; 33/20; 8/5; 13/8; 31/20; 17/10; 7/5; 13/8; 13/8; 7/4; 8/5; 13/8; 13/8; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 13/8; ; 8/5; ; 
Oxford; 7/4; 9/5; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 13/8; 6/4; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 8/5; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 04:21:51 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 6/4; 33/20; 8/5; 13/8; 31/20; 17/10; 7/5; 13/8; 13/8; 7/4; 8/5; 13/8; 13/8; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 13/8; ; 8/5; ; 
Oxford; 7/4; 9/5; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 13/8; 6/4; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 08:21:44 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 6/4; 33/20; 8/5; 13/8; 31/20; 17/10; 7/5; 13/8; 13/8; 7/4; 8/5; 13/8; 13/8; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 13/8; ; 8/5; ; 
Oxford; 7/4; 9/5; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 13/8; 6/4; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 12:22:43 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 33/20; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 13/8; 13/8; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 13/8; ; 8/5; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 13/8; 13/8; 13/8; 13/8; 6/4; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 12/5; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 16:22:05 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 12/5; 23/10; 12/5; 23/10; 11/5; 12/5; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-25 20:22:21 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 8/5; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 00:21:30 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; ; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 8/5; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; ; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; ; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 04:21:37 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 13/8; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; ; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 23/10; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 08:21:34 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 6/4; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; ; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 23/10; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 12:23:06 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 31/20; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 6/4; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 9/4; 23/10; 23/10; 47/20; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 23/10; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 16:22:21 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 7/5; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 6/4; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 13/8; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-26 20:22:41 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 31/20; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 6/4; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 17/11; 8/5; ; 8/5; ; 
Oxford; 7/4; 13/8; 33/20; 13/8; 8/5; 31/20; 17/10; 17/10; 13/8; 17/10; 6/4; 17/10; 33/20; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; 11/5; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 23/10; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-27 00:21:51 GMT+3; 2016-10-29 13:00; e70300-dr003
