META; english/league-1/oxford-v-millwall; 2016-10-23 04:20:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford; 7/4; 17/10; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 31/20; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 08:22:03 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 8/5; 6/4; 13/8; 13/8; 17/10; 8/5; 17/10; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 8/5; 8/5; ; 13/8; ; 
Oxford; 7/4; 17/10; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 31/20; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 7/4; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 09:46:31 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 17/10; 8/5; 8/5; 8/5; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 8/5; ; 13/8; ; 
Oxford; 7/4; 17/10; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 33/20; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 11:46:42 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 17/10; 8/5; 8/5; 17/10; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 8/5; ; 13/8; ; 
Oxford; 7/4; 17/10; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 13/8; 9/5; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 47/20; 12/5; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 12:23:42 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 8/5; 13/8; 17/10; 31/20; 17/10; 6/4; 13/8; 13/8; 17/10; 8/5; 8/5; 17/10; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 8/5; ; 13/8; ; 
Oxford ; 7/4; 17/10; 17/10; 7/4; 17/10; 31/20; 17/10; 17/10; 7/4; 17/10; 13/8; 17/10; 13/8; 9/5; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 47/20; 12/5; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 13:01:08 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 17/10; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 7/4; 13/8; 13/8; 17/10; 33/20; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 8/5; ; 13/8; ; 
Millwall; 17/10; 8/5; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 8/5; 8/5; 7/4; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 13:47:14 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 17/10; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 33/20; 17/10; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Millwall; 17/10; 8/5; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 8/5; 8/5; 7/4; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 13/8; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 21/10; 23/10; 23/10; 23/10; 12/5; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 15:46:46 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Oxford ; 7/4; 17/10; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 21/10; 23/10; 21/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 16:21:46 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 8/5; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Oxford ; 7/4; 17/10; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 13/8; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 21/10; 23/10; 21/10; 23/10; 9/4; 9/4; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 17:46:20 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 17/10; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 8/5; 17/10; 17/10; 17/10; 31/20; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 21/10; 23/10; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 11/5; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 18:33:01 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 8/5; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 7/4; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 11/5; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 19:46:22 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 11/5; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 20:23:57 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 21:46:22 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 17/10; 17/10; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 11/5; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-28 23:46:14 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 00:21:54 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 00:53:51 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 01:46:09 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 03:46:08 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 04:21:22 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 05:46:18 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 28/17; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 06:30:05 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 13/8; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 28/17; 17/10; ; 13/8; ; 
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 7/4; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 07:46:04 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 28/17; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 08:21:04 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 28/17; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 09:46:14 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 13/8; 33/20; 17/10; 17/10; 8/5; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 33/20; 13/8; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Oxford ; 7/4; 13/8; 13/8; 8/5; 17/10; 31/20; 17/10; 17/10; 13/8; 13/8; 13/8; 17/10; 8/5; 13/8; 17/10; ; ; ; 28/17; ; ; ; ; 28/17; 17/10; ; 13/8; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 43/20; 12/5; 23/10; 23/10; 21/10; 9/4; 21/10; 23/10; 9/4; 21/10; ; ; ; 21/10; ; ; ; ; 11/5; 9/4; ; 9/4; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 11:46:10 GMT+3; 2016-10-29 13:00; e70300-dr003
Millwall; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 33/20; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 17/10; ; 17/10; ; 
Oxford ; 7/4; 6/4; 31/20; 31/20; 17/10; 31/20; 17/10; 8/5; 13/8; 13/8; 13/8; 17/10; 8/5; 8/5; 13/8; ; ; ; 28/17; ; ; ; ; 28/17; 13/8; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 23/10; 23/10; 11/5; ; ; ; 21/10; ; ; ; ; 11/5; 23/10; ; 23/10; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 12:21:37 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 17/10; 6/4; 8/5; 31/20; 17/10; 31/20; 13/8; 8/5; 13/8; 13/8; 13/8; 17/10; 8/5; 8/5; 13/8; ; ; ; 28/17; ; ; ; ; 28/17; 8/5; ; 13/8; ; 
Millwall; 9/5; 17/10; 33/20; 17/10; 17/10; 8/5; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; ; ; ; 6/4; ; ; ; ; 17/10; 7/4; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 23/10; 43/20; 12/5; 9/4; 23/10; 9/4; 23/10; 21/10; 47/20; 23/10; 11/5; ; ; ; 21/10; ; ; ; ; 11/5; 23/10; ; 12/5; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 12:54:41 GMT+3; 2016-10-29 13:00; e70300-dr003
Oxford ; 17/10; 8/5; 31/20; 31/20; 17/10; 31/20; 13/8; 8/5; 13/8; 8/5; 13/8; 17/10; 8/5; 8/5; 13/8; ; ; ; 28/17; ; ; ; ; 28/17; 8/5; ; 13/8; ; 
Millwall; 9/5; 13/8; 33/20; 17/10; 17/10; 8/5; 17/10; 17/10; 13/8; 13/8; 17/10; 17/10; 13/8; 13/8; 17/10; ; ; ; 16/11; ; ; ; ; 17/10; 7/4; ; 13/8; ; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 11/5; 12/5; 23/10; 12/5; 23/10; 23/10; 21/10; 47/20; 12/5; 11/5; ; ; ; 11/5; ; ; ; ; 11/5; 23/10; ; 12/5; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 15:46:05 GMT+3; 2016-10-29 13:00; In Play; e70300-dr003
Oxford; 12/5; 9/4; 8/13; 7/4; ; 23/10; 23/10; 2; ; 9/5; 23/10; 23/10; 11/5; 15/8; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; 
Draw; 8/5; 13/8; 27/10; 7/4; ; 6/4; 17/10; 6/4; ; 11/8; 6/4; 7/4; 6/4; 19/10; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; 
Millwall; 13/8; 13/8; 19/4; 13/8; ; 31/20; 31/20; 15/8; ; 13/8; 8/5; 6/4; 9/5; 6/4; ; ; ; ; 24/13; ; ; ; ; ; ; ; ; ; 
META; english/league-1/oxford-v-millwall; 2016-10-29 16:22:07 GMT+3; 2016-10-29 13:00; In Play; e70300-dr003
Millwall; 1/3; 1/3; 7/4; 17/10; 7/4; 1/3; ; 4/11; ; 7/20; 4/11; 9/5; 7/20; 8/5; ; ; ; ; 6/17; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 16/5; 29/20; 13/10; 6/4; 14/5; ; 3; ; 14/5; 29/10; 6/4; 3; 8/5; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 
Oxford; 12; 12; 49/20; 9/4; 12/5; 11; ; 9; ; 12; 11; 23/10; 12; 9/4; ; ; ; ; 19/2; ; ; ; ; ; ; ; ; ; 
