META; english/league-1/bolton-v-northampton; 2017-03-12 00:21:12 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Northampton; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bolton-v-northampton; 2017-03-12 04:21:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Northampton; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bolton-v-northampton; 2017-03-12 08:21:48 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Northampton; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bolton-v-northampton; 2017-03-12 12:21:00 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; 12/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 10/11; ; 
Northampton; 3; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 1; ; 
META; english/league-1/bolton-v-northampton; 2017-03-12 16:20:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; ; ; 20/23; ; ; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; 12/5; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 5/4; ; 
Northampton; 3; 16/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-12 20:22:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; ; ; 20/23; ; 10/11; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; 12/5; 5/2; ; ; ; ; 5/2; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 6/5; ; 
Northampton; 3; 16/5; ; ; ; ; 10/3; ; 3; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 00:20:35 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; ; ; 20/23; ; 10/11; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; 12/5; 5/2; ; ; ; ; 5/2; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 6/5; ; 
Northampton; 3; 16/5; ; ; ; ; 10/3; ; 3; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 04:20:16 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; 10/11; ; 20/23; ; 10/11; ; ; ; ; ; ; 11/13; ; ; ; ; ; ; ; ; ; 8/11; ; 
Draw; 12/5; 5/2; ; ; 5/2; ; 5/2; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 9/5; ; 
Northampton; 3; 16/5; ; ; 16/5; ; 10/3; ; 3; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; ; ; 23/10; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 08:20:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; 9/10; ; 20/23; 5/6; 10/11; ; 20/23; 20/23; 17/20; 17/20; ; 10/11; 13/15; ; 5/6; 13/15; ; ; 7/8; ; ; 4/5; ; 
Draw; 12/5; 5/2; ; ; 13/5; ; 13/5; 5/2; 5/2; ; 12/5; 13/5; 51/20; 13/5; ; 5/2; 27/11; ; 13/5; 27/11; ; ; 13/5; ; ; 23/10; ; 
Northampton; 3; 16/5; ; ; 16/5; ; 16/5; 16/5; 3; ; 29/10; 3; 16/5; 3; ; 31/10; 29/10; ; 14/5; 29/10; ; ; 56/19; ; ; 11/4; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 12:21:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 4/5; ; ; 9/10; ; 20/23; 5/6; 10/11; ; 20/23; 20/23; 17/20; 17/20; ; 10/11; 13/15; ; 5/6; 13/15; ; ; 7/8; ; ; 4/5; ; 
Draw; 12/5; 5/2; ; ; 13/5; ; 13/5; 5/2; 5/2; ; 12/5; 13/5; 51/20; 13/5; ; 5/2; 27/11; ; 13/5; 27/11; ; ; 13/5; ; ; 23/10; ; 
Northampton; 3; 16/5; ; ; 16/5; ; 16/5; 16/5; 3; ; 29/10; 3; 16/5; 3; ; 31/10; 29/10; ; 14/5; 29/10; ; ; 56/19; ; ; 11/4; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 16:24:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 5/6; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 9/10; ; 
Draw; 12/5; 13/5; 49/20; 5/2; 13/5; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 12/5; ; 
Northampton; 3; 16/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 3; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-13 20:22:17 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 5/6; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 9/10; ; 
Draw; 12/5; 13/5; 49/20; 5/2; 5/2; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 12/5; ; 
Northampton; 3; 16/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 3; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 00:20:47 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 9/10; ; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 23/10; ; 
Northampton; 3; 14/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 14/5; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 04:20:42 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 10/11; ; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 23/10; ; 
Northampton; 3; 14/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 14/5; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 08:20:41 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 9/10; ; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 23/10; ; 
Northampton; 3; 14/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 14/5; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 12:22:06 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; ; ; 7/8; 19/20; 7/8; ; 10/11; ; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 5/2; 5/2; 13/5; 12/5; 12/5; 13/5; 12/5; ; ; 13/5; 12/5; 13/5; ; 23/10; ; 
Northampton; 3; 14/5; 14/5; 3; 3; 11/4; 14/5; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 29/10; 14/5; 3; 37/13; 3; 14/5; 37/13; ; ; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 16:21:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Bolton; 10/11; 19/20; 19/20; 10/11; 19/20; 10/11; 20/21; 5/6; 10/11; 20/21; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 5/6; 10/11; 1; 15/16; 7/8; 19/20; 7/8; ; 10/11; ; 
Draw; 12/5; 5/2; 49/20; 5/2; 5/2; 23/10; 5/2; 9/4; 5/2; 12/5; 23/10; 12/5; 51/20; 12/5; 5/2; 13/5; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 13/5; 12/5; 13/5; ; 23/10; ; 
Northampton; 3; 14/5; 14/5; 3; 3; 27/10; 29/10; 11/4; 3; 14/5; 27/10; 14/5; 57/20; 3; 14/5; 3; 37/13; 3; 14/5; 37/13; 63/20; 45/17; 56/19; 14/5; 56/19; ; 14/5; ; 
META; english/league-1/bolton-v-northampton; 2017-03-14 20:21:36 GMT+2; 2017-03-18 15:00; e70300-dr003
