META; english/league-1/rochdale-v-charlton; 2017-02-12 04:21:49 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-12 08:21:45 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-12 12:22:53 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-12 16:23:40 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-12 20:23:06 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; ; 5/4; ; 6/5; ; ; ; ; ; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; ; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; 12/5; ; 21/10; ; ; ; ; ; 40/17; ; ; 40/17; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 00:21:43 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; ; 5/4; ; 6/5; ; ; ; ; ; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; ; 23/10; ; 11/5; ; ; ; ; ; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; ; 12/5; ; 21/10; ; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 04:21:05 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; 23/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 08:21:06 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; ; 15/13; ; ; ; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; 23/10; 23/10; ; 11/5; 23/10; ; ; ; ; 28/13; ; ; 28/13; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 12:22:15 GMT+2; 2017-02-18 15:00; e70300-dr003
Rochdale; 6/5; 11/10; ; ; ; ; 6/5; 6/5; 5/4; ; 6/5; 5/4; ; ; ; ; 15/13; ; 6/5; 15/13; ; ; 6/5; ; ; ; ; 
Charlton; 11/5; 23/10; ; ; ; ; 23/10; 23/10; 23/10; ; 11/5; 23/10; ; ; ; ; 11/5; ; 23/10; 11/5; ; ; 23/10; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 12/5; 23/10; 12/5; ; 21/10; 9/4; ; ; ; ; 9/4; ; 23/10; 9/4; ; ; 23/10; ; ; ; ; 
META; english/league-1/rochdale-v-charlton; 2017-02-13 16:22:18 GMT+2; 2017-02-18 15:00; e70300-dr003
