META; english/league-1/bradford-v-swindon; 2017-03-12 00:21:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Swindon; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bradford-v-swindon; 2017-03-12 04:21:28 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Swindon; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bradford-v-swindon; 2017-03-12 08:21:50 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Swindon; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/bradford-v-swindon; 2017-03-12 12:21:04 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 1/3; ; 
Draw; 11/4; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 21/20; ; 
Swindon; 4; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 5/4; ; 
META; english/league-1/bradford-v-swindon; 2017-03-12 16:20:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; ; ; 13/20; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 13/8; ; 
Swindon; 4; 9/2; ; ; ; ; 19/4; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/league-1/bradford-v-swindon; 2017-03-12 20:22:17 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; ; ; 13/20; ; 4/6; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 11/4; 11/4; ; ; ; ; 11/4; ; 14/5; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 13/8; ; 
Swindon; 4; 9/2; ; ; ; ; 19/4; ; 17/4; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 00:20:38 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; ; ; 13/20; ; 4/6; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; 11/4; 11/4; ; ; ; ; 11/4; ; 14/5; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 13/8; ; 
Swindon; 4; 9/2; ; ; ; ; 19/4; ; 17/4; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 2; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 04:20:18 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; 4/6; ; 13/20; ; 4/6; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; 11/4; 11/4; ; ; 11/4; ; 11/4; ; 14/5; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; 5/2; ; 
Swindon; 4; 9/2; ; ; 9/2; ; 19/4; ; 17/4; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; 4; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 08:20:40 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; 4/6; ; 13/20; 8/13; 4/6; ; 4/6; 8/13; 8/13; 13/20; ; 8/13; 8/13; ; 4/7; 8/13; ; ; 5/8; ; ; 4/7; ; 
Draw; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 14/5; ; 13/5; 14/5; 27/10; 14/5; ; 11/4; 45/17; ; 13/5; 45/17; ; ; 45/17; ; ; 5/2; ; 
Swindon; 4; 9/2; ; ; 9/2; ; 19/4; 9/2; 17/4; ; 4; 9/2; 19/4; 9/2; ; 9/2; 74/17; ; 23/5; 74/17; ; ; 19/4; ; ; 4; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 12:21:37 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 4/6; 4/7; ; ; 8/13; ; 8/13; 8/13; 4/6; ; 4/6; 8/13; 3/5; 8/13; ; 8/13; 8/13; ; 4/7; 8/13; ; ; 5/8; ; ; 4/7; ; 
Draw; 11/4; 11/4; ; ; 3; ; 29/10; 11/4; 14/5; ; 13/5; 14/5; 11/4; 14/5; ; 14/5; 45/17; ; 13/5; 45/17; ; ; 45/17; ; ; 5/2; ; 
Swindon; 4; 9/2; ; ; 9/2; ; 19/4; 9/2; 17/4; ; 4; 9/2; 19/4; 9/2; ; 9/2; 43/10; ; 23/5; 43/10; ; ; 19/4; ; ; 21/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 16:24:19 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 8/13; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 14/5; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 9/2; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 5; 19/4; 23/5; 5; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-13 20:22:21 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 8/13; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 14/5; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 9/2; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 00:20:49 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 14/5; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 19/4; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 04:20:44 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 14/5; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 19/4; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 08:20:43 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 14/5; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 19/4; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 12:22:08 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 8/13; 5/9; 6/11; 4/7; 5/9; ; ; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 3; 11/4; 3; 13/5; 11/4; ; ; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 19/4; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; ; ; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 16:21:10 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 4/7; 4/6; 3/5; 11/20; 4/7; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 8/13; 5/9; 6/11; 4/7; 5/9; 3/5; 4/7; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 14/5; 14/5; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 27/10; 11/4; 57/20; 11/4; 3; 3; 11/4; 3; 13/5; 11/4; 16/5; 56/19; 45/17; 11/4; 45/17; ; 14/5; ; 
Swindon; 5; 19/4; 5; 9/2; 5; 470/100; 5; 9/2; 5; 5; 24/5; 5; 5; 11/2; 19/4; 5; 94/19; 19/4; 23/5; 94/19; 26/5; 43/10; 19/4; 5; 19/4; ; 23/5; ; 
META; english/league-1/bradford-v-swindon; 2017-03-14 20:21:38 GMT+2; 2017-03-18 15:00; e70300-dr003
Bradford; 11/20; 3/5; 6/10; 4/6; 3/5; 11/20; 3/5; 8/15; 4/7; 3/5; 4/7; 6/10; 4/7; 4/7; 4/7; 8/13; 5/9; 6/11; 4/7; 5/9; 3/5; 4/7; 5/8; 4/7; 5/8; ; 4/7; ; 
Draw; 3; 29/10; 29/10; 13/5; 3; 11/4; 3; 5/2; 3; 14/5; 11/4; 11/4; 57/20; 14/5; 3; 3; 14/5; 31/10; 13/5; 14/5; 16/5; 56/19; 45/17; 14/5; 45/17; ; 14/5; ; 
