META; english/league-1/northampton-v-bury; 2016-10-23 04:20:15 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bury; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-23 08:21:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bury; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-23 12:21:34 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 23/20; 5/4; ; ; 5/4; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bury; 12/5; 2; ; ; 9/4; ; 12/5; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-23 16:21:48 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 23/20; 5/4; ; 6/5; 5/4; ; 23/20; ; 6/5; ; 6/5; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; 
Bury; 12/5; 2; ; 23/10; 9/4; ; 12/5; ; 12/5; ; 11/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 
Draw; 9/4; 23/10; ; 23/10; 23/10; ; 12/5; ; 23/10; ; 9/4; ; 47/20; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-23 20:22:20 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 13/10; 6/5; 5/4; ; 13/10; ; 5/4; 5/4; 6/5; ; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; ; 15/13; 13/10; ; ; ; 
Bury; 23/10; 2; 21/10; 23/10; 9/4; ; 85/40; ; 23/10; 21/10; 11/5; ; 11/5; ; ; ; 9/4; ; ; ; 9/4; ; ; 12/5; 21/10; ; ; ; 
Draw; 21/10; 23/10; 47/20; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 9/4; ; 47/20; ; ; ; 11/5; ; ; ; 11/5; ; ; 9/4; 11/5; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-24 00:21:34 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 6/5; 5/4; ; 13/10; ; 5/4; 5/4; 6/5; 6/5; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; ; 15/13; 13/10; ; ; ; 
Bury; 23/10; 2; 21/10; 23/10; 9/4; ; 85/40; ; 23/10; 21/10; 11/5; 19/10; 11/5; ; ; ; 11/5; ; ; ; 11/5; ; ; 12/5; 21/10; ; ; ; 
Draw; 21/10; 23/10; 47/20; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 9/4; 21/10; 47/20; ; ; ; 11/5; ; ; ; 11/5; ; ; 9/4; 11/5; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-24 04:21:34 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 6/5; 5/4; ; 13/10; ; 5/4; 5/4; 6/5; 6/5; 6/5; ; ; ; 6/5; ; ; ; 6/5; ; ; 6/5; 13/10; ; ; ; 
Bury; 23/10; 2; 21/10; 23/10; 9/4; ; 85/40; ; 23/10; 21/10; 11/5; 19/10; 11/5; ; ; ; 11/5; ; ; ; 11/5; ; ; 9/4; 21/10; ; ; ; 
Draw; 21/10; 23/10; 47/20; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 9/4; 21/10; 47/20; ; ; ; 11/5; ; ; ; 11/5; ; ; 23/10; 11/5; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-24 08:21:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; ; 13/10; ; 13/10; 5/4; 6/5; 6/5; 5/4; ; ; ; 5/4; ; ; ; 5/4; ; ; 6/5; 13/10; ; ; ; 
Bury; 21/10; 2; 21/10; 21/10; 9/4; ; 85/40; ; 11/5; 2; 11/5; 19/10; 21/10; ; ; ; 21/10; ; ; ; 21/10; ; ; 9/4; 2; ; ; ; 
Draw; 12/5; 23/10; 12/5; 9/4; 23/10; ; 12/5; ; 12/5; 12/5; 9/4; 21/10; 12/5; ; ; ; 9/4; ; ; ; 9/4; ; ; 23/10; 23/10; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-24 12:22:24 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; ; 13/10; 5/4; 6/5; 5/4; 5/4; ; 13/10; ; 5/4; ; 6/5; ; 5/4; ; ; 6/5; 13/10; ; ; ; 
Bury; 21/10; 2; 21/10; 21/10; 9/4; 2; 85/40; ; 11/5; 2; 11/5; 21/10; 21/10; ; 21/10; ; 39/19; ; 2; ; 39/19; ; ; 9/4; 2; ; ; ; 
Draw; 12/5; 23/10; 12/5; 9/4; 23/10; 9/4; 12/5; ; 12/5; 12/5; 9/4; 12/5; 12/5; ; 23/10; ; 23/10; ; 9/4; ; 23/10; ; ; 23/10; 23/10; ; ; ; 
META; english/league-1/northampton-v-bury; 2016-10-24 16:22:15 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 11/10; 13/10; 5/4; 6/5; 5/4; 6/5; ; 13/10; ; 6/5; ; 6/5; ; 6/5; ; ; 6/5; 5/4; ; 10/11; 6/5; 
Bury; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 21/10; ; 21/10; ; 39/19; ; 2; ; 39/19; ; ; 9/4; 2; ; 6/4; 15/8; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 49/20; ; 23/10; ; 40/17; ; 9/4; ; 40/17; ; ; 23/10; 23/10; ; 11/5; 21/10; 
META; english/league-1/northampton-v-bury; 2016-10-24 20:23:04 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 11/10; 13/10; 5/4; 6/5; 5/4; 6/5; 5/4; 13/10; ; 6/5; ; 6/5; ; 6/5; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Bury; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 2; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; ; 39/19; ; 2; ; 39/19; ; ; 9/4; 2; ; 2; 15/8; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 49/20; 12/5; 23/10; ; 40/17; ; 9/4; ; 40/17; ; ; 23/10; 23/10; ; 9/4; 21/10; 
META; english/league-1/northampton-v-bury; 2016-10-25 00:22:00 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 11/10; 13/10; 6/5; 6/5; 5/4; 6/5; 5/4; 13/10; ; 6/5; ; 6/5; ; 6/5; ; ; 6/5; 5/4; ; 23/20; 6/5; 
Bury; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 85/40; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; ; 21/10; ; 2; ; 21/10; ; ; 9/4; 21/10; ; 11/5; 21/10; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 23/10; ; 40/17; ; 9/4; ; 40/17; ; ; 23/10; 23/10; ; 9/4; 9/4; 
META; english/league-1/northampton-v-bury; 2016-10-25 04:22:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 11/10; 13/10; 6/5; 6/5; 5/4; 6/5; 5/4; 13/10; ; 6/5; ; 6/5; ; 6/5; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Bury; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 85/40; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; ; 28/13; ; 2; ; 28/13; ; ; 9/4; 21/10; ; 9/4; 21/10; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 23/10; ; 40/17; ; 9/4; ; 40/17; ; ; 23/10; 23/10; ; 23/10; 11/5; 
META; english/league-1/northampton-v-bury; 2016-10-25 08:22:00 GMT+3; 2016-10-29 15:00; e70300-dr003
Northampton; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 11/10; 13/10; 6/5; 6/5; 5/4; 6/5; 5/4; 13/10; ; 6/5; ; 6/5; ; 6/5; ; ; 6/5; 5/4; ; 6/5; 6/5; 
Bury; 21/10; 21/10; 43/20; 21/10; 9/4; 2; 85/40; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; ; 21/10; ; 2; ; 21/10; ; ; 9/4; 21/10; ; 9/4; 21/10; 
Draw; 12/5; 12/5; 12/5; 9/4; 23/10; 9/4; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 49/20; 23/10; 23/10; ; 40/17; ; 9/4; ; 40/17; ; ; 23/10; 23/10; ; 23/10; 11/5; 
META; english/league-1/northampton-v-bury; 2016-10-25 12:23:02 GMT+3; 2016-10-29 15:00; e70300-dr003
