META; english/league-1/fleetwood-v-shrewsbury; 2016-11-19 20:23:40 GMT+2; 2016-11-22 19:45; e70300-dr003
Fleetwood; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Shrewsbury; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/fleetwood-v-shrewsbury; 2016-11-20 00:22:24 GMT+2; 2016-11-22 19:45; e70300-dr003
Fleetwood; 10/11; 5/6; ; ; 10/11; ; 9/10; ; ; ; 10/11; 8/11; ; 10/11; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 5/2; ; 13/5; ; ; ; 12/5; 5/2; ; 5/2; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 
Shrewsbury; 14/5; 3; ; ; 3; ; 31/10; ; ; ; 14/5; 14/5; ; 29/10; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/fleetwood-v-shrewsbury; 2016-11-20 04:21:44 GMT+2; 2016-11-22 19:45; e70300-dr003
Fleetwood; 10/11; 5/6; ; ; 10/11; ; 9/10; ; 10/11; ; 10/11; 8/11; ; 10/11; ; 10/11; 13/15; 9/10; ; 9/10; 13/15; ; ; 9/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 5/2; ; 13/5; ; 13/5; ; 12/5; 5/2; ; 5/2; ; 13/5; 45/17; 13/5; ; 13/5; 45/17; ; ; 13/5; ; ; ; ; 
Shrewsbury; 14/5; 3; ; ; 3; ; 31/10; ; 14/5; ; 14/5; 14/5; ; 29/10; ; 3; 29/10; 14/5; ; 14/5; 29/10; ; ; 14/5; ; ; ; ; 
META; english/league-1/fleetwood-v-shrewsbury; 2016-11-20 08:21:40 GMT+2; 2016-11-22 19:45; e70300-dr003
Fleetwood; 10/11; 5/6; ; ; 10/11; ; 10/11; ; 10/11; ; 10/11; 8/11; ; 10/11; ; 10/11; 10/11; 9/10; ; 9/10; 10/11; ; ; 9/10; ; ; ; ; 
Draw; 13/5; 5/2; ; ; 5/2; ; 13/5; ; 13/5; ; 12/5; 5/2; ; 5/2; ; 13/5; 13/5; 13/5; ; 13/5; 13/5; ; ; 13/5; ; ; ; ; 
Shrewsbury; 14/5; 3; ; ; 3; ; 3; ; 14/5; ; 14/5; 14/5; ; 29/10; ; 3; 37/13; 14/5; ; 14/5; 37/13; ; ; 14/5; ; ; ; ; 
