META; english/league-1/fleetwood-v-gillingham; 2016-10-23 04:20:12 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gillingham; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-23 08:21:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gillingham; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-23 12:21:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 6/5; 6/5; ; ; 6/5; ; 6/5; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; ; 23/10; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gillingham; 9/4; 21/10; ; ; 23/10; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-23 16:21:45 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 6/5; 6/5; ; 23/20; 6/5; ; 6/5; ; 5/4; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; 
Draw; 9/4; 23/10; ; 9/4; 23/10; ; 23/10; ; 23/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
Gillingham; 9/4; 21/10; ; 12/5; 23/10; ; 12/5; ; 12/5; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-23 20:22:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 6/5; 23/20; 11/10; ; 23/20; ; ; ; ; ; ; ; ; ; ; 15/13; 6/5; ; ; ; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 23/10; ; 23/10; 23/10; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 23/10; ; ; ; 
Gillingham; 5/2; 21/10; 47/20; 12/5; 23/10; ; 12/5; ; 5/2; 23/10; 5/2; ; 47/20; ; ; ; ; ; ; ; ; ; ; 27/11; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-24 00:21:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 6/5; 23/20; 11/10; 11/10; 23/20; ; ; ; ; ; ; ; ; ; ; 15/13; 6/5; ; ; ; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 23/10; ; 12/5; 23/10; 9/4; 21/10; 23/10; ; ; ; ; ; ; ; ; ; ; 9/4; 23/10; ; ; ; 
Gillingham; 5/2; 21/10; 47/20; 12/5; 23/10; ; 12/5; ; 12/5; 23/10; 5/2; 21/10; 47/20; ; ; ; ; ; ; ; ; ; ; 27/11; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-24 04:21:31 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 6/5; 23/20; 11/10; 11/10; 23/20; ; ; ; ; ; ; ; ; ; ; 15/13; 6/5; ; ; ; 
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; ; 23/10; ; 12/5; 23/10; 9/4; 21/10; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; 
Gillingham; 5/2; 21/10; 47/20; 12/5; 23/10; ; 12/5; ; 12/5; 23/10; 5/2; 21/10; 47/20; ; ; ; ; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-24 08:21:49 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; ; 6/5; 23/20; 11/10; 11/10; 23/20; ; ; ; ; ; ; ; ; ; ; 15/13; 23/20; ; ; ; 
Draw; 23/10; 23/10; 23/10; 11/5; 23/10; ; 23/10; ; 12/5; 12/5; 9/4; 21/10; 23/10; ; ; ; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; 
Gillingham; 5/2; 21/10; 23/10; 12/5; 23/10; ; 12/5; ; 12/5; 23/10; 5/2; 21/10; 47/20; ; ; ; ; ; ; ; ; ; ; 12/5; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-24 12:22:22 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; ; 6/5; 23/20; 11/10; 6/5; 23/20; ; 6/5; ; ; ; 11/10; ; ; ; ; 15/13; 23/20; ; ; ; 
Draw; 23/10; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; ; 12/5; 12/5; 9/4; 23/10; 47/20; ; 12/5; ; ; ; 11/5; ; ; ; ; 23/10; 23/10; ; ; ; 
Gillingham; 5/2; 21/10; 23/10; 12/5; 23/10; 11/5; 23/10; ; 12/5; 23/10; 5/2; 23/10; 47/20; ; 11/5; ; ; ; 9/4; ; ; ; ; 12/5; 9/4; ; ; ; 
META; english/league-1/fleetwood-v-gillingham; 2016-10-24 16:22:13 GMT+3; 2016-10-29 15:00; e70300-dr003
Fleetwood; 11/10; 23/20; 6/5; 6/5; 6/5; 11/10; 23/20; 21/20; 6/5; 23/20; 11/10; 6/5; 23/20; ; 6/5; ; ; ; 11/10; ; ; ; ; 15/13; 23/20; ; 5/6; ; 
