META; english/league-1/bury-v-afc-wimbledon; 2016-10-15 16:23:35 GMT+3; 2016-10-18 19:45; e70300-dr003
AFC Wimbledon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Bury; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-15 20:21:30 GMT+3; 2016-10-18 19:45; e70300-dr003
Bury; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
AFC Wimbledon; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-16 00:23:52 GMT+3; 2016-10-18 19:45; e70300-dr003
Bury; 11/10; 6/5; ; ; 23/20; ; 23/20; ; ; ; 5/4; 10/11; ; 11/10; ; 15/13; ; ; ; ; ; ; ; ; ; ; 1; ; 
AFC Wimbledon; 12/5; 21/10; ; ; 11/5; ; 23/10; ; ; ; 2; 5/2; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Draw; 12/5; 23/10; ; ; 13/5; ; 5/2; ; ; ; 5/2; 11/5; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-16 04:21:07 GMT+3; 2016-10-18 19:45; e70300-dr003
Bury; 11/10; 6/5; ; ; 23/20; ; 23/20; ; 11/10; ; 5/4; 10/11; ; 21/20; ; 11/10; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; ; 1; ; 
AFC Wimbledon; 12/5; 21/10; ; ; 11/5; ; 12/5; ; 12/5; ; 2; 5/2; ; 12/5; ; 12/5; 27/11; 12/5; ; 12/5; 27/11; ; ; 12/5; ; ; 21/10; ; 
Draw; 12/5; 23/10; ; ; 13/5; ; 5/2; ; 5/2; ; 5/2; 11/5; ; 12/5; ; 12/5; 12/5; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; 11/5; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-16 08:21:30 GMT+3; 2016-10-18 19:45; e70300-dr003
Bury; 11/10; 6/5; ; ; 23/20; ; 23/20; ; 11/10; ; 5/4; 10/11; ; 11/10; ; 15/13; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; ; ; 1; ; 
AFC Wimbledon; 12/5; 21/10; ; ; 11/5; ; 23/10; ; 12/5; ; 2; 5/2; ; 12/5; ; 12/5; 12/5; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; 21/10; ; 
Draw; 12/5; 23/10; ; ; 13/5; ; 5/2; ; 5/2; ; 5/2; 11/5; ; 12/5; ; 12/5; 12/5; 12/5; ; 12/5; 12/5; ; ; 12/5; ; ; 11/5; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-16 12:22:45 GMT+3; 2016-10-18 19:45; e70300-dr003
Bury; 11/10; 6/5; ; 23/20; 23/20; ; 23/20; ; 6/5; 23/20; 5/4; 6/5; 11/10; 11/10; ; 6/5; 11/10; 11/10; ; 11/10; ; 23/17; ; 11/10; ; ; 21/20; ; 
AFC Wimbledon; 12/5; 21/10; ; 23/10; 11/5; ; 9/4; ; 12/5; 9/4; 2; 11/5; 47/20; 23/10; ; 9/4; 12/5; 12/5; ; 12/5; ; 21/10; ; 12/5; ; ; 2; ; 
Draw; 12/5; 23/10; ; 12/5; 13/5; ; 13/5; ; 5/2; 12/5; 5/2; 12/5; 49/20; 12/5; ; 12/5; 12/5; 12/5; ; 12/5; ; 13/5; ; 12/5; ; ; 9/4; ; 
META; english/league-1/bury-v-afc-wimbledon; 2016-10-16 16:22:04 GMT+3; 2016-10-18 19:45; e70300-dr003
