META; english/league-1/blackburn-v-southend; 2018-04-03 18:19:50 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 9/20; 1/2; 1/2; 4/9; 12/25; 40/85; 4/9; 4/9; 5/11; 1/2; 9/20; 4/9; 1/2; 4/9; 1/2; 4/9; 10/21; 5/11; 5/11; 1/2; 12/25; 4/9; 4/9; 4/9; 4/9
Draw; 16/5; 16/5; 16/5; 3; 69/20; 10/3; 16/5; 16/5; 33/10; 16/5; 16/5; 16/5; 31/10; 14/5; 16/5; 41/13; 3; 16/5; 33/10; 16/5; 16/5; 41/13; 3; 5/2; 10/3
Southend; 13/2; 11/2; 6; 11/2; 7; 13/2; 6; 6; 13/2; 13/2; 11/2; 5; 6; 24/5; 6; 11/2; 6; 28/5; 29/5; 34/5; ; ; ; ; 
META; english/league-1/blackburn-v-southend; 2018-04-04 08:18:55 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 9/20; 1/2; 1/2; 4/9; 49/100; 40/85; 4/9; 4/9; 5/11; 1/2; 9/20; 4/9; 1/2; 4/9; 1/2; 4/9; 10/21; 5/11; 5/11; 1/2; 12/25; 4/9; 4/9; 4/9; 4/9
Draw; 16/5; 16/5; 16/5; 3; 17/5; 16/5; 16/5; 3; 33/10; 16/5; 16/5; 16/5; 31/10; 14/5; 16/5; 41/13; 3; 16/5; 33/10; 16/5; 16/5; 41/13; 3; 5/2; 10/3
Southend; 13/2; 11/2; 6; 11/2; 69/10; 13/2; 6; 6; 13/2; 13/2; 11/2; 5; 6; 24/5; 6; 11/2; 6; 28/5; 29/5; 34/5; ; ; ; ; 
META; english/league-1/blackburn-v-southend; 2018-04-04 18:20:18 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 9/20; 1/2; 1/2; 4/9; 12/25; 1/2; 4/9; 4/9; 5/11; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 5/11; 10/21; 5/11; 5/11; 1/2; 12/25; 5/11; 4/9; 4/9; 4/9; 4/9
Draw; 16/5; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 3; 33/10; 16/5; 16/5; 16/5; 31/10; 14/5; 16/5; 16/5; 3; 16/5; 33/10; 16/5; 16/5; 16/5; 3; 13/5; 10/3; 10/3
Southend; 13/2; 11/2; 6; 11/2; 7; 6; 11/2; 6; 6; 13/2; 11/2; 5; 6; 24/5; 6; 11/2; 6; 26/5; 29/5; 34/5; 34/5; ; ; ; ; 
META; english/league-1/blackburn-v-southend; 2018-04-05 13:13:50 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 9/20; 4/9; 4/9; 4/9; 49/100; 1/2; 4/9; 4/9; 5/11; 1/2; 1/2; 4/9; 1/2; 1/2; 4/9; 1/2; 5/11; 10/21; 5/11; 5/11; 1/2; 5/11; 4/9; 4/9; 4/9; 4/9
Draw; 16/5; 3; 16/5; 3; 17/5; 16/5; 16/5; 3; 33/10; 16/5; 16/5; 16/5; 16/5; 31/10; 14/5; 16/5; 16/5; 3; 16/5; 33/10; 16/5; 16/5; 14/5; 27/10; 10/3; 10/3
Southend; 13/2; 11/2; 13/2; 11/2; 69/10; 6; 11/2; 6; 13/2; 6; 13/2; 6; 5; 6; 24/5; 6; 25/4; 28/5; 6; 34/5; 34/5; ; ; ; ; 
META; english/league-1/blackburn-v-southend; 2018-04-06 08:19:10 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 1/2; 4/9; 4/9; 4/9; 12/25; 4/7; 4/9; 8/15; 5/11; 1/2; 1/2; 4/9; 1/2; 40/85; 4/9; 4/9; 4/9; 10/21; 1/2; 5/11; 1/2; 5/11; 4/9; 4/9; 4/9; 1/2
Draw; 10/3; 16/5; 16/5; 3; 69/20; 16/5; 3; 33/10; 16/5; 16/5; 16/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 16/5; 33/10; 10/3; 16/5; 14/5; 14/5; 10/3; 10/3; 
Southend; 7; 13/2; 13/2; 11/2; 7; 13/2; 5; 13/2; 6; 13/2; 6; 5; 13/2; 25/4; 6; 6; 25/4; 33/5; 6; 34/5; ; ; ; ; ; 
META; english/league-1/blackburn-v-southend; 2018-04-07 12:20:14 GMT+3; 2018-04-07 15:00; e70300-dr003
Blackburn; 9/20; 1/2; 4/9; 4/9; 12/25; 40/85; 4/9; 4/9; 6/13; 4/9; 4/9; 4/9; 1/2; 40/85; 4/9; 4/9; 3/7; 10/21; 5/11; 6/13; 9/20; 4/9; 4/9; 4/9; 4/9; 4/9
Draw; 17/5; 3; 16/5; 3; 17/5; 10/3; 16/5; 16/5; 29/10; 16/5; 16/5; 16/5; 3; 14/5; 3; 31/10; 3; 16/5; 29/10; 17/5; 41/13; 3; 10/3; 10/3; ; 
Southend; 8; 11/2; 13/2; 15/2; 71/10; 7; 13/2; 7; 13/2; 7; 13/2; 13/2; 13/2; 5; 27/4; 6; 61/10; 7; 13/2; 27/4; 38/5; 39/5; 39/5; 8; ; 
