META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-03 18:19:47 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 7/5; 6/4; 7/5; 13/10; 141/100; 13/10; 11/8; 13/10; 5/4; 7/5; 11/8; 11/8; 7/5; 7/5; 11/8; 13/10; 23/17; 21/17; 5/4; 11/8; 7/5; 13/10; 13/10; 27/20; 11/8
AFC Wimbledon; 15/8; 15/8; 21/10; 2; 111/50; 21/10; 2; 11/5; 21/10; 2; 21/10; 41/20; 21/10; 2; 39/19; 19/10; 17/9; 11/5; 2; 39/19; 19/10; 17/10; 11/5; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 117/50; 23/10; 11/5; 9/4; 11/5; 21/10; 23/10; 11/5; 43/20; 23/10; 9/4; 28/13; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 23/10
META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-04 08:18:52 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 7/5; 6/4; 7/5; 13/10; 141/100; 7/5; 11/8; 13/10; 5/4; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 23/17; 21/17; 5/4; 11/8; 7/5; 13/10; 27/20; 27/20; 11/8
AFC Wimbledon; 15/8; 15/8; 21/10; 2; 111/50; 21/10; 2; 21/10; 11/5; 21/10; 2; 21/10; 41/20; 21/10; 2; 39/19; 19/10; 17/9; 11/5; 2; 39/19; 2; 17/10; 11/5; 
Draw; 23/10; 9/4; 21/10; 21/10; 117/50; 11/5; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 43/20; 23/10; 9/4; 28/13; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 21/10; 23/10
META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-04 18:20:15 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 7/5; 6/4; 7/5; 13/10; 147/00; 13/8; 7/5; 6/4; 5/4; 29/20; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 23/17; 21/17; 5/4; 11/8; 7/5; 7/5; 5/4; 27/20; 7/5; 11/8
AFC Wimbledon; 15/8; 15/8; 2; 85/40; 15/8; 19/10; 9/5; 11/5; 2; 19/10; 2; 41/20; 21/10; 19/10; 2; 19/10; 17/9; 11/5; 2; 2; 19/10; 19/10; 2; 21/10; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 43/20; 23/10; 9/4; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 11/5; 9/4; 9/4
META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-05 13:13:47 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 7/5; 6/4; 7/5; 13/10; 37/25; 7/5; 7/5; 13/10; 10/7; 29/20; 7/5; 29/20; 13/10; 7/5; 7/5; 7/5; 7/5; 23/17; 21/17; 10/7; 11/8; 7/5; 13/10; 11/8; 7/5; 7/5
AFC Wimbledon; 15/8; 15/8; 2; 85/40; 21/10; 19/10; 2; 37/19; 2; 2; 41/20; 21/10; 2; 37/19; 19/10; 17/9; 37/19; 2; 19/10; 2; 9/5; 2; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 12/5; 11/5; 9/4; 11/5; 21/10; 23/10; 21/10; 12/5; 21/10; 23/10; 11/5; 11/5; 23/10; 9/4; 11/5; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4
META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-06 08:19:07 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 29/20; 6/4; 11/8; 13/10; 147/100; 13/8; 7/5; 6/4; 10/7; 7/5; 29/20; 7/5; 13/10; 7/5; 7/5; 7/5; 7/5; 23/17; 13/10; 10/7; 11/8; 7/5; 11/8; 11/8; 7/5; 7/5
AFC Wimbledon; 11/5; 15/8; 2; 21/10; 15/8; 19/10; 9/5; 37/19; 21/10; 2; 19/10; 2; 41/20; 21/10; 2; 37/19; 19/10; 2; 37/19; 21/10; 2; 21/10; 19/10; 2; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 47/20; 9/4; 11/5; 21/10; 11/5; 11/5; 11/5; 23/10; 23/10; 43/20; 23/10; 11/5; 11/5; 23/10; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10
META; english/league-1/afc-wimbledon-v-scunthorpe; 2018-04-07 12:20:11 GMT+3; 2018-04-07 15:00; e70300-dr003
Scunthorpe; 6/4; 7/5; 29/20; 7/5; 147/100; 29/20; 7/5; 7/5; 10/7; 6/4; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 24/17; 10/7; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5
AFC Wimbledon; 21/10; 19/10; 19/10; 21/10; 85/40; 2; 15/8; 37/19; 19/10; 19/10; 2; 15/8; 2; 21/10; 2; 37/19; 19/10; 30/17; 37/19; 19/10; 2; 19/10; 2; 2; ; 
Draw; 23/10; 23/10; 11/5; 21/10; 47/20; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 21/10; 12/5; 11/5; 23/10; 11/5; 11/5; 23/10; 12/5; 11/5; 12/5; 9/4; 9/4; 23/10; 9/4; 23/10
