META; english/league-1/mk-dons-v-rotherham; 2018-03-12 10:27:05 GMT+2; 2018-03-13 19:45; e70300-dr003
Rotherham; 23/20; 21/20; 11/10; 11/10; 23/20; 6/5; 11/10; 11/10; 13/12; 23/20; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; 21/20; 12/11; 13/12; 11/10; 11/10; 11/10; 10/9; 11/10; 10/9
Draw; 5/2; 23/10; 9/4; 11/5; 5/2; 5/2; 23/10; 23/10; 40/17; 9/4; 12/5; 23/10; 12/5; 9/4; 23/10; 23/10; 40/17; 12/5; 23/10; 40/17; 5/2; 47/20; 40/17; 23/10; 21/10; 12/5
MK Dons; 13/5; 13/5; 5/2; 23/10; 66/25; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; 5/2; 5/2; 28/13; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 13/5
META; english/league-1/mk-dons-v-rotherham; 2018-03-12 20:19:09 GMT+2; 2018-03-13 19:45; e70300-dr003
Rotherham; 1; 1; 21/20; 53/50; 11/10; 1; 39/40; 1; 1; 21/20; 1; 1; 21/20; 66/67; 39/40; 21/20; 1; 1; 21/20; 1; ; ; ; ; ; 
Draw; 13/5; 12/5; 12/5; 12/5; 49/20; 5/2; 23/10; 12/5; 40/17; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 13/5; 12/5; 40/17; 23/10; 12/5; 12/5
MK Dons; 3; 13/5; 27/10; 13/5; 3; 29/10; 11/4; 11/4; 29/10; 27/10; 11/4; 11/4; 13/5; 27/10; 11/4; 13/5; 14/5; 5/2; 11/4; 29/10; 13/5; 57/20; 37/13; 27/10; 13/5; 3
META; english/league-1/mk-dons-v-rotherham; 2018-03-13 12:21:54 GMT+2; 2018-03-13 19:45; e70300-dr003
Rotherham; 11/10; 21/20; 11/10; 21/20; 28/25; 11/10; 11/10; 1; 24/23; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 13/12; 24/23; 23/20; 11/10; 21/20; 21/20; 10/9; 21/20
Draw; 12/5; 12/5; 23/10; 12/5; 123/0; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 12/5; 12/5; 47/20; 12/5; 23/10; 40/17; 12/5; 40/17; 12/5; 12/5; 40/17; 23/10; 12/5; 12/5; 
MK Dons; 29/10; 13/5; 5/2; 13/5; 139/0; 14/5; 13/5; 13/5; 45/17; 5/2; 13/5; 5/2; 12/5; 5/2; 13/5; 13/5; 13/5; 5/2; 23/10; 45/17; 13/5; 51/20; 13/5; 11/4; 14/5; 11/4
META; english/league-1/mk-dons-v-rotherham; 2018-03-13 20:19:44 GMT+2; 2018-03-13 19:45; e70300-dr003
Rotherham; 11/10; 21/20; 1; 21/20; 53/50; 21/20; 21/20; 1; 24/23; 1; 1; 21/20; 1; 1; 1; 68/67; 24/23; 21/20; 1; 1; 1; ; ; ; ; 
Draw; 5/2; 12/5; 12/5; 12/5; 127/0; 13/5; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 40/17; 5/2; 49/20; 12/5; 5/2; 13/5; 5/2
MK Dons; 14/5; 13/5; 11/4; 13/5; 72/25; 29/10; 13/5; 11/4; 45/17; 11/4; 11/4; 14/5; 13/5; 11/4; 14/5; 13/5; 11/4; 13/5; 13/5; 45/17; 11/4; 11/4; 14/5; 14/5; 14/5; 3
