META; english/league-1/oxford-v-fleetwood; 2018-02-27 18:18:06 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 11/10; ; 6/5; 6/5; 123/100; 23/20; 6/5; ; 8/7; 6/5; 23/20; 6/5; 13/10; 23/20; 6/5; 11/10; 15/13; 11/10; 8/7; 8/7; 23/20; 23/20; 15/13; ; 21/20; 10/9; 
Draw; 12/5; 12/5; 23/10; 23/10; 62/25; 12/5; 23/10; 11/5; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 23/10; 40/17; ; 21/10; 21/10; 
Fleetwood; 12/5; 23/10; 23/10; 23/10; 49/20; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 12/5; 19/10; 47/20; 23/10; 12/5; 23/10; 23/10; 2; 40/17; 12/5; 23/10; 23/10; ; 9/4; 2; 
META; english/league-1/oxford-v-fleetwood; 2018-03-01 16:00:22 GMT+2; ; e70300-dr003
Oxford l w l l l d; 11/10; 6/5; 6/5; 123/100; 23/20; 6/5; 8/7; 6/5; 23/20; 6/5; 13/10; 23/20; 6/5; 11/10; 11/10; 22/19; 8/7; 23/20; 23/20; 6/5; 6/5; 6/5; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 12/5; 40/17; 12/5; 40/17; 40/17; 12/5; 23/10; 40/17; 11/5; 11/5; 12/5
Fleetwood l l l l l d; 12/5; 23/10; 23/10; 23/10; 61/25; 5/2; 23/10; 12/5; 40/17; 23/10; 12/5; 12/5; 19/10; 12/5; 23/10; 23/10; 23/10; 23/10; 11/5; 40/17; 12/5; 23/10; 40/17; 23/10; 23/10; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 01:02:49 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 8/7; 6/5; 13/10; 6/5; 11/10; 8/7; 23/20; 6/5; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 40/17; 9/4; 12/5; 12/5; 40/17; 23/10; 40/17; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 40/17; 12/5; 19/10; 11/5; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 03:02:50 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 8/7; 6/5; 13/10; 6/5; 11/10; 8/7; 23/20; 6/5; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 40/17; 9/4; 12/5; 12/5; 40/17; 23/10; 40/17; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 40/17; 12/5; 19/10; 11/5; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 04:02:47 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 8/7; 6/5; 13/10; 6/5; 11/10; 8/7; 23/20; 6/5; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 40/17; 9/4; 12/5; 12/5; 40/17; 23/10; 40/17; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 40/17; 12/5; 19/10; 11/5; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 05:02:48 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 8/7; 6/5; 13/10; 6/5; 11/10; 8/7; 23/20; 6/5; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 40/17; 9/4; 12/5; 12/5; 40/17; 23/10; 40/17; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 40/17; 12/5; 19/10; 11/5; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 07:02:48 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 8/7; 6/5; 13/10; 6/5; 11/10; 8/7; 23/20; 6/5; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 40/17; 9/4; 12/5; 12/5; 40/17; 23/10; 40/17; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 40/17; 12/5; 19/10; 11/5; 23/10; 40/17; 23/10; 9/4; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 08:21:31 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 6/5; 13/10; 5/4; 11/10; 23/20; 13/10; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 23/10; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 12/5; 19/10; 21/10; 23/10; 23/10; 28/13; 23/10; 11/5
META; english/league-1/oxford-v-fleetwood; 2018-03-02 09:02:48 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 6/5; 23/20; 6/5; 13/10; 5/4; 11/10; 23/20; 13/10; 6/5; 6/5; 
Draw; 23/10; 12/5; 23/10; 9/4; 12/5; 12/5; 23/10; 23/10; 11/5; 21/10; 
Fleetwood; 23/10; 5/2; 12/5; 12/5; 19/10; 21/10; 23/10; 23/10; 28/13; 23/10; 9/4
META; english/league-1/oxford-v-fleetwood; 2018-03-02 14:00:41 GMT+2; 2018-03-03 15:00; e70300-dr003
Oxford; 23/20; 15/13; 11/10; 15/13; 6/5; 5/4; 
Draw; 12/5; 23/10; 28/13; 12/5; 11/5; 11/5; 23/10
Fleetwood; 5/2; 12/5; 27/11; 23/10; 5/2; 23/10; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-09 10:26:31 GMT+3; 2018-04-10 19:45; e70300-dr003
Oxford; 8/5; 6/4; 6/4; 11/8; 157/100; 31/20; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 11/8; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4
Fleetwood; 2; 9/5; 9/5; 9/5; 97/50; 15/8; 9/5; 37/19; 9/5; 15/8; 15/8; 15/8; 9/5; 15/8; 15/8; 24/13; 19/10; 28/17; 37/19; 9/5; 24/13; 9/5; 15/8; 7/4; 19/10
Draw; 23/10; 23/10; 11/5; 11/5; 119/50; 23/10; 11/5; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 9/4; 27/11; 9/4; 12/5; 9/4; 11/5; 9/4; 2; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-09 16:13:58 GMT+3; 2018-04-10 19:45; e70300-dr003
Oxford; 8/5; 6/4; 6/4; 6/4; 161/100; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 31/21; 31/20; 17/11; 7/5; 7/5; 6/4; 6/4
Fleetwood; 2; 9/5; 9/5; 19/10; 39/20; 15/8; 9/5; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 9/5; 2; 15/8; 24/13; 19/10; 28/17; 24/13; 9/5; 24/13; 9/5; 9/5; 19/10; 19/10
Draw; 23/10; 23/10; 11/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 12/5; 11/5; 21/10; 21/10; 11/5; 9/4
META; english/league-1/oxford-v-fleetwood; 2018-04-10 08:18:54 GMT+3; 2018-04-10 19:45; e70300-dr003
Oxford; 13/8; 6/4; 6/4; 6/4; 157/100; 31/20; 6/4; 6/4; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 31/21; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
