META; english/league-1/blackpool-v-doncaster; 2018-03-26 12:18:55 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 6/5; 5/4; 13/10; 5/4; 129/100; 5/4; 5/4; 16/13; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 6/5; 5/4; 16/13; 13/10; 5/4; 6/5; 10/9; 5/4
Draw; 12/5; 11/5; 21/10; 2; 47/20; 11/5; 9/4; 9/4; 21/10; 23/10; 21/10; 9/4; 43/20; 23/10; 11/5; 28/13; 23/10; 9/4; 9/4; 23/10; 9/4; 11/5; 9/5; 23/10
Doncaster; 11/5; 23/10; 9/4; 11/5; 61/25; 11/5; 21/10; 9/4; 9/4; 9/4; 23/10; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 39/19; 9/4; 9/4; 11/5; 11/5; 4/7; 12/5
META; english/league-1/blackpool-v-doncaster; 2018-03-27 08:18:42 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 6/5; 16/13; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 6/5; 5/4; 16/13; 13/10; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 12/5; 11/5; 21/10; 2; 47/20; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 9/4; 43/20; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 23/10; 11/5; 11/5; 9/5; 2; 9/4; 23/10
Doncaster; 11/5; 23/10; 9/4; 11/5; 121/50; 23/10; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 2; 23/10; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 9/4; 1/50; 19/10; 23/10; 12/5
META; english/league-1/blackpool-v-doncaster; 2018-03-28 08:19:29 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 6/5; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 6/5; 16/13; 13/10; 5/4; 13/10; 13/10; 13/10; 23/20; 5/4; 6/5; 13/10; 16/13; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 
Draw; 12/5; 11/5; 21/10; 2; 47/20; 23/10; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 9/4; 43/20; 21/10; 11/5; 9/4; 23/10; 23/10; 9/4; 12/5; 11/5; 9/4; 21/10; 9/4; 23/10
Doncaster; 11/5; 23/10; 9/4; 11/5; 121/50; 23/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 2; 23/10; 2; 23/10; 11/5; 2; 9/4; 9/4; 9/4; 9/4; 2; 23/10; 12/5; 
META; english/league-1/blackpool-v-doncaster; 2018-03-29 08:19:12 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 13/10; 13/10; 5/4; 5/4; 133/100; 13/10; 5/4; 6/5; 16/13; 13/10; 5/4; 5/4; 13/10; 5/4; 23/20; 13/10; 5/4; 6/5; 17/14; 16/13; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4
Doncaster; 12/5; 23/10; 23/10; 11/5; 57/25; 12/5; 11/5; 9/4; 9/4; 23/10; 23/10; 12/5; 2; 47/20; 2; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5
Draw; 12/5; 21/10; 2; 121/50; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 21/10; 2; 9/4; 23/10; 
META; english/league-1/blackpool-v-doncaster; 2018-03-29 09:15:02 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 13/10; 13/10; 5/4; 5/4; 133/100; 13/10; 5/4; 6/5; 16/13; 13/10; 5/4; 5/4; 13/10; 5/4; 23/20; 13/10; 5/4; 6/5; 17/14; 16/13; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4
Doncaster; 12/5; 23/10; 23/10; 11/5; 57/25; 12/5; 11/5; 9/4; 9/4; 23/10; 23/10; 12/5; 2; 47/20; 2; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5
Draw; 12/5; 21/10; 2; 121/50; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 9/4; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 21/10; 2; 9/4; 23/10; 
META; english/league-1/blackpool-v-doncaster; 2018-03-29 15:18:31 GMT+3; 2018-03-30 15:00; e70300-dr003
Blackpool; 13/10; 13/10; 5/4; 13/10; 133/100; 13/10; 5/4; 6/5; 16/13; 13/10; 5/4; 5/4; 13/10; 13/10; 23/20; 13/10; 6/5; 13/11; 16/13; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4
Doncaster; 12/5; 23/10; 23/10; 23/10; 57/25; 12/5; 11/5; 9/4; 9/4; 23/10; 23/10; 12/5; 2; 47/20; 2; 23/10; 11/5; 12/5; 9/4; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5
Draw; 12/5; 21/10; 21/10; 121/50; 23/10; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5; 23/10; 28/13; 9/4; 12/5; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10
