META; english/league-1/mk-dons-v-bury; 2018-03-12 10:27:23 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/5; 11/10; 27/20; 139/00; 13/10; 5/4; 6/5; 23/18; 13/10; 13/10; 13/10; 5/4; 6/5; 6/5; 5/4; 23/18; 13/10; 5/4; 6/5; 6/5; 27/20
Draw; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 21/10; 9/4; 21/10; 23/10; 9/4; 9/4; 28/13; 23/10; 28/13; 9/4; 12/5; 11/5; 11/5; 2; 23/10
Bury; 9/4; 12/5; 21/10; 11/5; 23/10; 21/10; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 37/19; 28/13; 85/40; 11/5; 28/13; 2; 21/10
META; english/league-1/mk-dons-v-bury; 2018-03-12 20:19:28 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/5; 13/10; 27/20; 5/4; 27/20; 13/10; 5/4; 6/5; 23/18; 13/10; 5/4; 13/10; 29/20; 13/10; 6/5; 6/5; 5/4; 23/18; 13/10; 5/4; 5/4; 6/5; 5/4; 13/10; 
Bury; 9/4; 21/10; 21/10; 2; 23/10; 23/10; 21/10; 11/5; 28/13; 21/10; 9/4; 21/10; 7/4; 21/10; 21/10; 21/10; 11/5; 37/19; 28/13; 11/5; 11/5; 21/10; 2; 9/5; 9/4
Draw; 23/10; 23/10; 21/10; 11/5; 59/25; 9/4; 11/5; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 23/10; 11/5; 28/13; 23/10; 28/13; 9/4; 23/10; 11/5; 11/5; 2; 21/10; 23/10
META; english/league-1/mk-dons-v-bury; 2018-03-13 12:22:13 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/5; 13/10; 27/20; 5/4; 27/20; 13/10; 13/10; 6/5; 23/18; 13/10; 5/4; 13/10; 29/20; 13/10; 6/5; 6/5; 5/4; 23/18; 13/10; 5/4; 5/4; 6/5; 5/4; 13/10; 
Bury; 9/4; 21/10; 21/10; 2; 23/10; 23/10; 21/10; 11/5; 28/13; 21/10; 9/4; 21/10; 7/4; 21/10; 21/10; 21/10; 11/5; 37/19; 28/13; 11/5; 11/5; 28/13; 2; 9/5; 9/4
Draw; 23/10; 23/10; 21/10; 11/5; 59/25; 9/4; 11/5; 21/10; 9/4; 21/10; 9/4; 9/4; 23/10; 23/10; 11/5; 28/13; 23/10; 28/13; 9/4; 23/10; 11/5; 11/5; 2; 21/10; 23/10
META; english/league-1/mk-dons-v-bury; 2018-03-13 20:20:03 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/5; 13/10; 27/20; 5/4; 27/20; 13/10; 13/10; 6/5; 23/18; 27/20; 5/4; 13/10; 29/20; 13/10; 13/10; 5/4; 6/5; 5/4; 23/18; 13/10; 5/4; 5/4; 6/5; 5/4; 13/10; 
Bury; 9/4; 21/10; 21/10; 2; 23/10; 23/10; 21/10; 11/5; 28/13; 11/5; 9/4; 21/10; 7/4; 11/5; 21/10; 21/10; 28/13; 11/5; 37/19; 28/13; 11/5; 11/5; 28/13; 2; 9/5; 9/4
Draw; 23/10; 23/10; 21/10; 11/5; 59/25; 9/4; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 23/10; 43/20; 23/10; 11/5; 11/5; 23/10; 28/13; 9/4; 23/10; 11/5; 11/5; 2; 21/10; 23/10
META; english/league-1/mk-dons-v-bury; 2018-03-14 20:19:14 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/5; 13/10; 11/8; 5/4; 141/00; 13/10; 13/10; 13/10; 23/18; 7/5; 13/10; 11/8; 29/20; 13/10; 13/10; 13/10; 6/5; 5/4; 23/18; 11/8; 13/10; 13/10; 13/10; 13/10; 27/20; 11/8; 
Bury; 9/4; 21/10; 21/10; 2; 109/0; 9/4; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 7/4; 11/5; 21/10; 21/10; 21/10; 11/5; 37/19; 28/13; 85/40; 21/10; 28/13; 2; 7/4; 21/10; 21/10
Draw; 23/10; 23/10; 21/10; 11/5; 119/0; 9/4; 11/5; 21/10; 9/4; 21/10; 23/10; 21/10; 23/10; 43/20; 23/10; 11/5; 9/4; 23/10; 28/13; 9/4; 23/10; 11/5; 9/4; 2; 21/10; 23/10; 23/10
META; english/league-1/mk-dons-v-bury; 2018-03-15 13:11:49 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 7/5; 13/10; 6/4; 5/4; 159/00; 6/4; 7/5; 7/5; 6/4; 31/20; 6/4; 31/20; 29/20; 29/20; 7/5; 7/5; 16/11; 23/17; 5/4; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4; 6/4
Bury; 15/8; 21/10; 15/8; 2; 193/00; 21/10; 15/8; 2; 9/5; 19/10; 15/8; 7/4; 39/20; 19/10; 19/10; 24/13; 2; 37/19; 9/5; 19/10; 19/10; 24/13; 19/10; 13/8; 19/10; 19/10; 
Draw; 23/10; 23/10; 21/10; 11/5; 47/20; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 23/10; 43/20; 23/10; 9/4; 11/5; 28/13; 9/4; 23/10; 9/4; 9/4; 21/10; 2; 23/10; 23/10; ; 
META; english/league-1/mk-dons-v-bury; 2018-03-15 20:19:14 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 29/20; 13/8; 6/4; 13/10; 77/50; 13/8; 6/4; 6/4; 31/21; 6/4; 6/4; 29/20; 29/20; 6/4; 7/5; 7/5; 16/11; 6/4; 52/35; 31/21; 6/4; 6/4; 16/11; 6/4; 6/4; 6/4; 6/4
Bury; 9/5; 17/10; 19/10; 2; 99/50; 2; 15/8; 15/8; 24/13; 19/10; 15/8; 19/10; 7/4; 19/10; 2; 15/8; 19/10; 24/13; 17/11; 24/13; 15/8; 39/20; 19/10; 15/8; 19/10; 19/10; 19/10
Draw; 23/10; 9/4; 21/10; 21/10; 119/50; 23/10; 21/10; 9/4; 21/10; 11/5; 23/10; 43/20; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 21/10; 21/10; 23/10; 9/4; ; 
META; english/league-1/mk-dons-v-bury; 2018-03-16 10:19:56 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 8/5; 6/4; 8/5; 6/4; 167/100; 13/8; 8/5; 6/4; 31/21; 8/5; 8/5; 8/5; 29/20; 8/5; 8/5; 6/4; 17/11; 8/5; 52/35; 31/21; 8/5; 8/5; 17/11; 8/5; 13/8; 13/8; 13/8
Bury; 19/10; 7/4; 9/5; 17/10; 7/4; 15/8; 17/10; 7/4; 24/13; 9/5; 7/4; 9/5; 7/4; 9/5; 13/8; 7/4; 7/4; 7/4; 17/11; 24/13; 7/4; 7/4; 9/5; 7/4; 7/4; 7/4; 9/5
Draw; 12/5; 23/10; 21/10; 21/10; 62/25; 12/5; 9/4; 23/10; 9/4; 21/10; 23/10; 21/10; 23/10; 43/20; 12/5; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10
META; english/league-1/mk-dons-v-bury; 2018-03-16 16:23:01 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 9/5; 6/4; 17/10; 13/8; 181/100; 17/10; 17/10; 8/5; 7/4; 7/4; 17/10; 17/10; 29/20; 33/20; 13/8; 8/5; 17/11; 9/5; 8/5; 7/4; 7/4; 17/10; 17/11; 13/8; 13/8; 7/4; 9/5
Bury; 17/10; 9/5; 8/5; 7/4; 79/50; 15/8; 8/5; 7/4; 31/21; 13/8; 13/8; 31/20; 7/4; 17/10; 8/5; 8/5; 7/4; 17/11; 8/5; 31/21; 13/8; 33/20; 9/5; 13/8; 13/8; 13/8; 6/4
Draw; 12/5; 23/10; 11/5; 11/5; 127/50; 23/10; 23/10; 11/5; 40/17; 11/5; 23/10; 23/10; 23/10; 43/20; 12/5; 9/4; 9/4; 21/10; 23/10; 40/17; 12/5; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5
META; english/league-1/mk-dons-v-bury; 2018-03-17 12:19:11 GMT+2; 2018-03-17 15:00; e70300-dr003
MK Dons; 6/4; 6/4; 29/20; 29/20; 39/25; 31/20; 6/4; 7/5; 31/21; 29/20; 29/20; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 17/11; 15/11; 31/21; 29/20; 6/4; 16/11; 7/5; 7/5; 6/4; 7/5
Bury; 2; 9/5; 9/5; 15/8; 177/100; 19/10; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 9/5; 37/20; 9/5; 9/5; 7/4; 7/4; 30/17; 9/5; 19/10; 9/5; 7/4; 19/10; 7/4; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 53/20; 12/5; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 28/11; 23/10; 5/2; 49/20; 12/5; 12/5; 5/2; 5/2; 5/2
