META; english/league-1/oxford-v-oldham; 2018-04-03 18:20:02 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 11/8; 7/5; 7/5; 29/20; 73/50; 7/5; 7/5; 11/8; 7/5; 29/20; 7/5; 7/5; 29/20; 7/5; 7/5; 23/17; 7/5; 24/19; 7/5; 7/5; 7/5; 7/5; 27/20; 11/8; 7/5
Oldham; 15/8; 19/10; 19/10; 15/8; 51/25; 2; 15/8; 15/8; 9/5; 19/10; 19/10; 2; 19/10; 2; 19/10; 24/13; 24/13; 33/19; 9/5; 19/10; 15/8; 19/10; 9/5; 17/10; 2
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 23/10; 23/10; 9/4; 27/11; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 23/10; 21/10; 2; 12/5
META; english/league-1/oxford-v-oldham; 2018-04-04 08:19:07 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 11/8; 7/5; 7/5; 29/20; 73/50; 31/20; 7/5; 6/4; 7/5; 29/20; 7/5; 7/5; 29/20; 7/5; 7/5; 23/17; 7/5; 24/19; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5
Oldham; 15/8; 19/10; 19/10; 15/8; 51/25; 9/5; 15/8; 17/10; 9/5; 19/10; 15/8; 2; 19/10; 2; 19/10; 24/13; 24/13; 33/19; 9/5; 19/10; 15/8; 19/10; 17/10; 17/10; 2
Draw; 12/5; 12/5; 9/4; 23/10; 61/25; 12/5; 23/10; 23/10; 27/11; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 23/10; 21/10; 2; 12/5
META; english/league-1/oxford-v-oldham; 2018-04-04 18:20:31 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 11/8; 7/5; 7/5; 29/20; 73/50; 31/20; 7/5; 6/4; 7/5; 29/20; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 7/5; 24/19; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5
Oldham; 15/8; 19/10; 19/10; 15/8; 51/25; 9/5; 15/8; 17/10; 9/5; 19/10; 2; 19/10; 2; 19/10; 19/10; 24/13; 33/19; 9/5; 19/10; 15/8; 19/10; 17/10; 17/10; 2; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 61/25; 12/5; 23/10; 23/10; 27/11; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 40/17; 21/10; 9/4; 12/5; 12/5
META; english/league-1/oxford-v-oldham; 2018-04-05 13:14:02 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 11/8; 7/5; 7/5; 29/20; 73/50; 29/20; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 24/19; 11/8; 7/5; 7/5; 11/8; 11/8; 7/5; 6/4; ; 
Oldham; 15/8; 19/10; 19/10; 15/8; 101/50; 2; 15/8; 24/13; 19/10; 19/10; 19/10; 15/8; 19/10; 2; 19/10; 24/13; 33/19; 24/13; 19/10; 19/10; 15/8; 15/8; 19/10; 2; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 123/50; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 40/17; 21/10; 9/4; 12/5; 12/5
META; english/league-1/oxford-v-oldham; 2018-04-06 08:19:22 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 6/4; 6/4; 29/20; 29/20; 37/25; 8/5; 6/4; 11/8; 6/4; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 11/8; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5
Oldham; 2; 9/5; 9/5; 15/8; 41/20; 9/5; 15/8; 7/4; 24/13; 15/8; 9/5; 9/5; 15/8; 2; 15/8; 19/10; 24/13; 9/5; 24/13; 9/5; 19/10; 9/5; 9/5; 2
Draw; 12/5; 23/10; 9/4; 23/10; 12/5; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 11/5; 21/10; 23/10; 23/10
META; english/league-1/oxford-v-oldham; 2018-04-07 12:20:27 GMT+3; 2018-04-07 15:00; e70300-dr003
Oxford; 6/4; 6/4; 29/20; 6/4; 149/100; 6/4; 7/5; 7/5; 31/21; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 10/7; 31/21; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 
Oldham; 2; 9/5; 9/5; 19/10; 52/25; 19/10; 19/10; 15/8; 9/5; 15/8; 19/10; 19/10; 9/5; 15/8; 2; 15/8; 37/19; 24/13; 7/4; 9/5; 19/10; 37/19; 19/10; 19/10; 2; 21/10
Draw; 12/5; 23/10; 9/4; 11/5; 117/50; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; ; 
