META; english/league-1/gillingham-v-rotherham; 2018-02-27 18:18:00 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 21/20; ; 11/10; 23/20; 117/100; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 11/10; ; 11/10; 23/20; 11/10; 21/20; 21/20; 13/12; 11/10; 23/20; 11/10; 11/10; ; 1; 21/20; 
Draw; 12/5; 12/5; 23/10; 23/10; 62/25; 5/2; 23/10; 12/5; 40/17; 12/5; 12/5; 12/5; ; 47/20; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 40/17; ; 9/4; 2; 
Gillingham; 5/2; 5/2; 12/5; 12/5; 13/5; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 21/10; 5/2; 5/2; 12/5; 27/11; ; 23/10; 9/4; 
META; english/league-1/gillingham-v-rotherham; 2018-03-01 16:00:16 GMT+2; ; e70300-dr003
Rotherham w w w w w w; 6/5; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 23/20; 11/10; 11/10; 21/20; 10/9; 11/10; 11/10; 15/13; 23/20; 23/20; 10/9
Draw; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 47/20; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5
Gillingham l d w d d l; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 27/11; 5/2; 23/10; 5/2; 12/5; 5/2; 23/10; 12/5; 5/2
META; english/league-1/gillingham-v-rotherham; 2018-03-02 01:02:43 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 24/23; 21/20; 21/20; 24/23; 21/20; 21/20; 20/21
Draw; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17; 21/10
Gillingham; 13/5; 13/5; 28/11; 13/5; 11/4; 13/5; 23/10
META; english/league-1/gillingham-v-rotherham; 2018-03-02 03:02:45 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 24/23; 21/20; 21/20; 24/23; 21/20
Draw; 12/5; 23/10; 40/17; 12/5; 40/17
Gillingham; 13/5; 13/5; 28/11; 13/5; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 04:02:41 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 24/23; 21/20; 21/20; 24/23; 21/20; 21/20
