META; english/league-1/gillingham-v-rotherham; 2018-02-27 18:18:00 GMT+2; 2018-03-03 15:00; e70300-dr003
Draw; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17
Gillingham; 13/5; 13/5; 28/11; 13/5; 11/4; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 05:02:42 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 24/23; 21/20; 21/20; 24/23; 21/20; 21/20
Draw; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17
Gillingham; 13/5; 13/5; 28/11; 13/5; 11/4; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 07:02:42 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 24/23; 21/20; 21/20; 24/23; 21/20; 21/20
Draw; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17
Gillingham; 13/5; 13/5; 28/11; 13/5; 11/4; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 08:21:25 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 21/20; 21/20; 21/20; 11/10
Draw; 23/10; 23/10; 12/5; 40/17
Gillingham; 13/5; 28/11; 11/4; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 09:02:42 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 21/20; 21/20; 21/20; 11/10
Draw; 23/10; 23/10; 12/5; 40/17
Gillingham; 13/5; 28/11; 11/4; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-03-02 14:00:35 GMT+2; 2018-03-03 15:00; e70300-dr003
Rotherham; 1; 21/20; 1
Draw; 12/5; 12/5; 27/11
Gillingham; 27/10; 11/4; 27/10
META; english/league-1/gillingham-v-rotherham; 2018-04-16 20:40:29 GMT+3; 2018-04-17 19:45; e70300-dr003
Rotherham; 23/20; 21/20; 21/20; 11/10; 29/25; 11/10; 11/10; 1; 8/7; 11/10; 11/10; 1; 11/10; 1; 11/10; 11/10; 11/10; 17/16; 8/7; 11/10; 11/10; 11/10; 11/10; 10/9; 10/9; 23/20
Draw; 12/5; 12/5; 23/10; 23/10; 119/0; 12/5; 9/4; 23/10; 40/17; 12/5; 9/4; 12/5; 12/5; 11/5; 23/10; 23/10; 23/10; 23/10; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10
Gillingham; 27/10; 13/5; 5/2; 13/5; 137/0; 13/5; 5/2; 5/2; 40/17; 13/5; 13/5; 13/5; 13/5; 9/4; 13/5; 28/11; 12/5; 5/2; 40/17; 27/10; 13/5; 13/5; 12/5; 5/2; 27/10; 13/5
META; english/league-1/gillingham-v-rotherham; 2018-04-17 20:42:48 GMT+3; 2018-04-17 19:45; e70300-dr003
Rotherham; 23/20; 11/10; 11/10; 21/20; 59/50; 11/10; 11/10; 1; 13/12; 23/20; 11/10; 11/10; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 13/12; 23/20; 11/10; 11/10; 10/9; 23/20; 10/9; 23/20; 
Draw; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 40/17; 23/10; 23/10; 9/4; 12/5; 12/5; 11/5; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5; 12/5; 12/5
Gillingham; 27/10; 5/2; 5/2; 13/5; 133/0; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 9/4; 13/5; 5/2; 12/5; 40/17; 5/2; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5; 13/5; 
