META; english/league-1/plymouth-v-portsmouth; 2018-04-10 08:19:31 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 31/20; 8/5; 13/8; 13/8; 173/100; 17/10; 8/5; 8/5; 17/11; 13/8; 13/8; 17/10; 8/5; 33/20; 17/10; 8/5; 17/11; 17/11; 17/11; 17/11; 13/8; 17/11; 13/10; 17/10
Plymouth; 13/8; 17/10; 33/20; 17/10; 173/100; 13/8; 13/8; 6/4; 28/17; 13/8; 13/8; 17/10; 8/5; 33/20; 13/8; 8/5; 8/5; 28/17; 32/21; 28/17; 17/10; 8/5; 7/5; 17/10
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; 9/4; 11/5; 12/5; 11/5; 12/5; 2; 5/2; 9/4; 5/2; 23/10; 9/4; 23/10; 27/11; 12/5; 12/5; 9/4; 21/10; 9/4
META; english/league-1/plymouth-v-portsmouth; 2018-04-11 12:56:33 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 31/20; 8/5; 8/5; 13/8; 43/25; 17/10; 8/5; 8/5; 17/11; 13/8; 13/8; 31/20; 13/8; 17/10; 8/5; 8/5; 17/11; 22/15; 17/11; 8/5; 8/5; 13/8; 17/10
Plymouth; 13/8; 17/10; 17/10; 17/10; 87/50; 13/8; 13/8; 6/4; 28/17; 17/10; 13/8; 17/10; 17/10; 13/8; 17/10; 8/5; 28/17; 27/17; 28/17; 17/10; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; 9/4; 11/5; 12/5; 9/4; 12/5; 11/5; 9/4; 5/2; 23/10; 9/4; 23/10; 27/11; 12/5; 12/5; 23/10; 21/10; 23/10
META; english/league-1/plymouth-v-portsmouth; 2018-04-11 20:20:36 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 31/20; 8/5; 8/5; 13/8; 43/25; 17/10; 8/5; 13/8; 17/11; 13/8; 13/8; 31/20; 13/8; 13/8; 17/10; 8/5; 8/5; 17/11; 22/15; 17/11; 8/5; 28/17; 8/5; 6/4; 17/10; 17/10
Plymouth; 13/8; 17/10; 17/10; 17/10; 87/50; 13/8; 13/8; 8/5; 28/17; 17/10; 13/8; 17/10; 13/8; 17/10; 13/8; 17/10; 28/17; 28/17; 27/17; 28/17; 17/10; 28/17; 13/8; 8/5; 17/10; 17/10
Draw; 12/5; 23/10; 9/4; 9/4; 121/0; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 11/5; 9/4; 9/4; 5/2; 23/10; 23/10; 23/10; 27/11; 12/5; 12/5; 23/10; 21/10; 2; 23/10; 23/10
META; english/league-1/plymouth-v-portsmouth; 2018-04-12 10:47:43 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 31/20; 13/8; 13/8; 13/8; 43/25; 17/10; 8/5; 13/8; 17/11; 33/20; 13/8; 31/20; 13/8; 13/8; 17/10; 8/5; 8/5; 17/11; 22/15; 17/11; 8/5; 28/17; 13/8; 6/4; 17/10; 17/10
Plymouth; 13/8; 13/8; 33/20; 17/10; 87/50; 13/8; 13/8; 8/5; 28/17; 33/20; 13/8; 17/10; 13/8; 17/10; 13/8; 17/10; 28/17; 28/17; 27/17; 28/17; 28/17; 8/5; 6/4; 17/10; 17/10; 
Draw; 12/5; 23/10; 9/4; 9/4; 121/0; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 11/5; 9/4; 9/4; 5/2; 23/10; 23/10; 23/10; 27/11; 12/5; 23/10; 21/10; 2; 23/10; 23/10; 
META; english/league-1/plymouth-v-portsmouth; 2018-04-13 08:18:31 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 17/10; 13/8; 13/8; 13/8; 171/100; 13/8; 8/5; 8/5; 17/11; 33/20; 13/8; 31/20; 13/8; 13/8; 17/10; 8/5; 8/5; 17/11; 6/4; 17/11; 8/5; 8/5; 13/8; 6/4; 13/8
Plymouth; 9/5; 13/8; 33/20; 17/10; 173/100; 7/4; 13/8; 17/10; 28/17; 33/20; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 28/17; 28/17; 13/8; 28/17; 17/10; 28/17; 13/8; 13/8; 17/10
Draw; 12/5; 23/10; 9/4; 9/4; 61/25; 23/10; 9/4; 9/4; 12/5; 9/4; 23/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; 27/11; 12/5; 23/10; 9/4; 9/4; 12/5; 
META; english/league-1/plymouth-v-portsmouth; 2018-04-13 16:19:06 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 17/10; 13/8; 13/8; 17/10; 171/00; 13/8; 13/8; 8/5; 17/11; 33/20; 13/8; 31/20; 13/8; 13/8; 17/10; 8/5; 17/11; 32/21; 17/11; 13/8; 28/17; 13/8; 13/8; 13/8; 13/8; 17/10
Plymouth; 9/5; 13/8; 33/20; 17/10; 173/00; 7/4; 13/8; 17/10; 28/17; 33/20; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 28/17; 48/29; 28/17; 7/4; 17/10; 13/8; 13/8; 13/8; 17/10; 17/10
Draw; 12/5; 23/10; 9/4; 21/10; 61/25; 23/10; 9/4; 9/4; 12/5; 9/4; 23/10; 11/5; 9/4; 9/4; 23/10; 9/4; 9/4; 23/10; 40/17; 12/5; 9/4; 9/4; 23/10; 21/10; 12/5; 12/5
META; english/league-1/plymouth-v-portsmouth; 2018-04-14 12:21:08 GMT+3; 2018-04-14 15:00; e70300-dr003
Portsmouth; 17/10; 13/8; 8/5; 17/10; 17/10; 13/8; 13/8; 8/5; 17/11; 13/8; 13/8; 31/20; 8/5; 13/8; 17/10; 8/5; 8/5; 17/11; 20/13; 17/11; 13/8; 8/5; 13/8; 13/8; 13/8; 13/8; 17/10
Plymouth; 9/5; 13/8; 17/10; 17/10; 44/25; 7/4; 17/10; 17/10; 8/5; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 17/10; 28/17; 18/11; 8/5; 7/4; 17/10; 13/8; 13/8; 17/10; 17/10; 17/10
