META; english/league-1/rotherham-v-rochdale; 2018-03-05 20:19:24 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 3/4; 5/6; 4/5; 4/5; 3/4; 8/11; 8/11; 14/19; 4/5; 4/5; 4/5; 3/4; 4/5; 3/4; 4/5; 14/19; 13/18; 4/5; 14/19; 5/6; 3/4; 10/13; 4/6; 4/5
Draw; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 5/2; 28/11; 5/2; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 27/11; 13/5; 45/17; 28/11; 13/5; 53/20; 5/2; 5/2; 27/10
Rochdale; 15/4; 16/5; 17/5; 17/5; 18/5; 15/4; 10/3; 19/5; 10/3; 18/5; 10/3; 7/2; 17/5; 7/2; 10/3; 17/5; 15/4; 3; 19/5; 17/5; 7/2; 17/5; 3; 7/2
META; english/league-1/rotherham-v-rochdale; 2018-03-06 15:05:31 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 3/4; 3/4; 4/5; 4/5; 21/25; 3/4; 4/5; 8/11; 14/19; 4/5; 4/5; 3/4; 5/6; 3/4; 4/5; 14/19; 13/18; 4/5; 14/19; 3/4; 10/13; 4/6; 4/5
Draw; 5/2; 13/5; 5/2; 13/5; 137/0; 11/4; 5/2; 5/2; 28/11; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 5/2; 13/5; 45/17; 28/11; 53/20; 5/2; 5/2; 27/10
Rochdale; 15/4; 10/3; 17/5; 17/5; 73/20; 18/5; 7/2; 10/3; 19/5; 10/3; 18/5; 7/2; 17/5; 7/2; 7/2; 57/17; 15/4; 3; 19/5; 7/2; 17/5; 3; 7/2
META; english/league-1/rotherham-v-rochdale; 2018-03-08 10:16:39 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 4/5; 5/6; 4/5; 4/5; 5/6; 3/4; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 3/4; 5/6; 3/4; 4/5; 4/5; 13/18; 4/5; 4/5; 5/6; 3/4; 4/5; 8/11; 4/5; 4/5
Draw; 5/2; 13/5; 5/2; 13/5; 137/50; 11/4; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 28/11; 13/5; 45/17; 13/5; 13/5; 53/20; 13/5; 13/5; 27/10; 27/10
Rochdale; 7/2; 16/5; 17/5; 17/5; 37/10; 18/5; 10/3; 10/3; 17/5; 17/5; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 38/11; 15/4; 3; 17/5; 17/5; 7/2; 38/11; 3; 7/2; 7/2
META; english/league-1/rotherham-v-rochdale; 2018-03-08 12:20:12 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 4/5; 5/6; 4/5; 4/5; 5/6; 3/4; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 3/4; 5/6; 3/4; 4/5; 4/5; 13/18; 4/5; 4/5; 5/6; 3/4; 4/5; 4/6; 8/11; 4/5; 4/5
Draw; 5/2; 13/5; 5/2; 13/5; 137/0; 11/4; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 28/11; 13/5; 45/17; 13/5; 13/5; 53/20; 13/5; 13/5; 23/10; 27/10; 27/10
Rochdale; 7/2; 16/5; 17/5; 17/5; 37/10; 18/5; 10/3; 10/3; 17/5; 17/5; 7/2; 10/3; 7/2; 10/3; 7/2; 10/3; 17/5; 15/4; 3; 17/5; 17/5; 7/2; 38/11; 3; 7/2; 7/2; 
META; english/league-1/rotherham-v-rochdale; 2018-03-09 12:19:22 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 17/20; 17/20; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 3/4; 5/6; 5/6; 4/5; 4/5; 4/5; 5/6; 4/5; 3/4; 4/5; 8/11; 4/5; 4/5
Draw; 11/4; 13/5; 5/2; 13/5; 139/50; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 28/11; 5/2; 45/17; 13/5; 53/20; 13/5; 13/5; 27/10; 27/10
Rochdale; 7/2; 16/5; 17/5; 17/5; 73/20; 18/5; 10/3; 10/3; 17/5; 17/5; 10/3; 16/5; 7/2; 10/3; 16/5; 10/3; 17/5; 10/3; 3; 17/5; 7/2; 3; 7/2; 7/2; 
META; english/league-1/rotherham-v-rochdale; 2018-03-10 12:19:57 GMT+2; 2018-03-10 15:00; e70300-dr003
Rotherham; 17/20; 5/6; 4/5; 5/6; 83/00; 20/23; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 11/13; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5
Draw; 11/4; 13/5; 5/2; 12/5; 67/25; 11/4; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 13/5; 11/4; 53/20; 13/5; 13/5; 13/5; 27/10; 13/5
Rochdale; 7/2; 16/5; 7/2; 7/2; 19/5; 18/5; 7/2; 10/3; 17/5; 7/2; 7/2; 10/3; 16/5; 7/2; 16/5; 10/3; 17/5; 10/3; 3; 17/5; 7/2; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2
