META; english/league-1/blackburn-v-peterborough; 2018-04-16 20:40:41 GMT+3; 2018-04-19 19:45; e70300-dr003
Blackburn; 1/2; 8/15; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 5/11; 1/2; 1/2; 1/2; 8/15; 1/2; 9/20; 1/2; 7/15; 5/11; 10/21; 5/11; 1/2; 7/15; 4/9; 2/5; 1/2; 1/2
Draw; 3; 16/5; 16/5; 16/5; 69/20; 10/3; 16/5; 16/5; 16/5; 13/4; 16/5; 3; 16/5; 3; 16/5; 31/10; 13/4; 17/5; 16/5; 17/5; 31/10; 13/5; 23/10; 10/3; 10/3; 
Peterborough; 6; 11/2; 11/2; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 5; 11/2; 9/2; 11/2; 28/5; 23/4; 49/10; 23/4; 11/2; 96/17; 21/5; 28/5; 29/5; 29/5; ; 
META; english/league-1/blackburn-v-peterborough; 2018-04-17 20:43:01 GMT+3; 2018-04-19 19:45; e70300-dr003
Blackburn; 1/2; 1/2; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 17/35; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 10/21; 5/11; 1/2; 17/35; 1/2; 17/35; 4/9; 2/5; 1/2; 1/2
Draw; 3; 16/5; 16/5; 16/5; 69/20; 10/3; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 3; 16/5; 41/13; 13/4; 13/4; 16/5; 16/5; 41/13; 14/5; 23/10; 10/3; 7/2
Peterborough; 6; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 27/5; 11/2; 11/2; 6; 11/2; 9/2; 11/2; 57/10; 23/4; 49/10; 27/5; 6; 23/4; 11/2; 28/5; 29/5; 29/5; 
META; english/league-1/blackburn-v-peterborough; 2018-04-18 15:21:46 GMT+3; 2018-04-19 19:45; e70300-dr003
Blackburn; 8/15; 1/2; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 6/13; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 17/35; 5/11; 1/2; 6/13; 1/2; 17/35; 1/2; 2/5; 1/2; 1/2
Draw; 16/5; 16/5; 16/5; 16/5; 69/20; 10/3; 16/5; 16/5; 31/10; 13/4; 3; 16/5; 16/5; 3; 3; 13/4; 13/4; 31/10; 16/5; 58/19; 3; 23/10; 10/3; 7/2; ; 
Peterborough; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 6; 6; 11/2; 11/2; 11/2; 9/2; 11/2; 59/10; 23/4; 49/10; 6; 113/19; 28/5; 33/5; 29/5; ; ; ; 
META; english/league-1/blackburn-v-peterborough; 2018-04-19 08:18:04 GMT+3; 2018-04-19 19:45; e70300-dr003
Blackburn; 1/2; 1/2; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 6/13; 1/2; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 7/15; 5/11; 7/15; 6/13; 1/2; 10/21; 40/85; 4/9; 1/2; 1/2
Draw; 7/2; 16/5; 13/4; 16/5; 69/20; 17/5; 16/5; 16/5; 31/10; 13/4; 16/5; 16/5; 3; 16/5; 3; 16/5; 16/5; 13/4; 57/17; 31/10; 7/2; 16/5; 10/3; 3; 10/3; 7/2
Peterborough; 13/2; 11/2; 11/2; 11/2; 6; 6; 11/2; 6; 6; 13/2; 5; 11/2; 9/2; 6; 29/5; 23/4; 53/10; 6; 76/13; 11/2; 32/5; 29/5; 33/5; ; ; 
META; english/league-1/blackburn-v-peterborough; 2018-04-19 10:14:34 GMT+3; 2018-04-19 19:45; e70300-dr003
Blackburn; 1/2; 1/2; 1/2; 1/2; 13/25; 1/2; 7/15; 4/9; 7/15; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 5/11; 5/11; 7/15; 7/15; 1/2; 7/15; 40/85; 4/9; 4/9; 1/2; 1/2
Draw; 7/2; 16/5; 13/4; 16/5; 7/2; 17/5; 10/3; 16/5; 57/17; 13/4; 16/5; 16/5; 3; 16/5; 3; 16/5; 33/10; 13/4; 57/17; 57/17; 7/2; 33/10; 10/3; 3; 14/5; 10/3; 7/2
Peterborough; 13/2; 11/2; 11/2; 11/2; 59/10; 6; 11/2; 27/5; 6; 5; 11/2; 9/2; 11/2; 29/5; 23/4; 53/10; 27/5; 6; 29/5; 11/2; 6; 29/5; 29/5; 6; ; ; 
