META; english/league-1/fleetwood-v-plymouth; 2018-03-05 20:19:16 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 29/20; 6/4; 6/4; 31/20; 6/4; 7/5; 31/21; 6/4; 31/20; 7/5; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 31/21; 31/20; 6/4; 16/11; 7/5; 6/4
Plymouth; 9/5; 9/5; 15/8; 15/8; 13/8; 17/10; 24/13; 15/8; 15/8; 15/8; 15/8; 9/5; 15/8; 9/5; 28/17; 5/3; 24/13; 9/5; 9/5; 9/5; 7/4; 19/10
Draw; 23/10; 9/4; 11/5; 23/10; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 43/20; 23/10; 9/4; 21/10; 12/5; 40/17; 9/4; 23/10; 11/5; 28/13; 2; 9/4
META; english/league-1/fleetwood-v-plymouth; 2018-03-06 15:05:21 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 29/20; 6/4; 6/4; 8/5; 31/20; 6/4; 7/5; 31/21; 6/4; 31/20; 7/5; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 31/21; 6/4; 16/11; 7/5; 6/4
Plymouth; 9/5; 9/5; 15/8; 193/00; 9/5; 9/5; 7/4; 24/13; 9/5; 15/8; 15/8; 37/20; 9/5; 15/8; 9/5; 28/17; 5/3; 24/13; 9/5; 9/5; 17/10; 19/10
Draw; 23/10; 9/4; 11/5; 117/0; 12/5; 11/5; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 23/10; 9/4; 21/10; 12/5; 40/17; 9/4; 11/5; 28/13; 21/10; 9/4
META; english/league-1/fleetwood-v-plymouth; 2018-03-08 10:16:29 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 29/20; 6/4; 31/20; 6/4; 163/100; 31/20; 6/4; 7/5; 17/11; 31/20; 6/4; 31/20; 7/5; 31/20; 6/4; 6/4; 6/4; 17/11; 16/11; 17/11; 6/4; 6/4; 17/11; 7/5; 8/5; 8/5
Plymouth; 9/5; 9/5; 9/5; 15/8; 191/100; 9/5; 9/5; 7/4; 24/13; 9/5; 15/8; 15/8; 15/8; 37/20; 9/5; 15/8; 9/5; 17/10; 5/3; 24/13; 15/8; 9/5; 24/13; 6/4; 15/8; 15/8
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 12/5; 11/5; 23/10; 28/13; 21/10; 9/4; 21/10; 9/4; 11/5; 23/10; 11/5; 11/5; 9/4; 40/17; 28/13; 23/10; 11/5; 11/5; 11/5; 9/4; 9/4
META; english/league-1/fleetwood-v-plymouth; 2018-03-08 12:20:01 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 29/20; 6/4; 31/20; 6/4; 163/00; 31/20; 6/4; 7/5; 17/11; 31/20; 6/4; 31/20; 7/5; 31/20; 6/4; 6/4; 17/11; 17/11; 16/11; 17/11; 6/4; 6/4; 17/11; 7/5; 7/5; 8/5; 8/5
Plymouth; 9/5; 9/5; 9/5; 15/8; 191/00; 9/5; 9/5; 7/4; 24/13; 9/5; 15/8; 15/8; 15/8; 37/20; 9/5; 15/8; 24/13; 17/10; 5/3; 24/13; 15/8; 9/5; 24/13; 8/5; 17/10; 15/8; 15/8
Draw; 23/10; 9/4; 21/10; 11/5; 58/25; 12/5; 11/5; 23/10; 28/13; 21/10; 23/10; 21/10; 9/4; 11/5; 23/10; 11/5; 28/13; 9/4; 40/17; 28/13; 23/10; 11/5; 11/5; 11/5; 2; 9/4; 9/4
META; english/league-1/fleetwood-v-plymouth; 2018-03-09 12:19:13 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 13/8; 6/4; 31/20; 6/4; 41/25; 13/8; 6/4; 6/4; 17/11; 31/20; 8/5; 31/20; 7/5; 31/20; 6/4; 6/4; 17/11; 17/11; 6/4; 17/11; 6/4; 13/8; 13/8; 8/5; 8/5
Plymouth; 15/8; 15/8; 15/8; 15/8; 47/25; 15/8; 9/5; 7/4; 24/13; 15/8; 9/5; 15/8; 15/8; 37/20; 9/5; 9/5; 24/13; 17/10; 17/10; 24/13; 9/5; 7/4; 7/4; 15/8; 15/8
Draw; 12/5; 11/5; 21/10; 11/5; 117/50; 12/5; 21/10; 9/4; 28/13; 21/10; 9/4; 21/10; 9/4; 43/20; 23/10; 11/5; 28/13; 9/4; 23/10; 28/13; 11/5; 21/10; 11/5; 9/4; 9/4
META; english/league-1/fleetwood-v-plymouth; 2018-03-10 12:19:47 GMT+2; 2018-03-10 15:00; e70300-dr003
Fleetwood; 17/10; 13/8; 33/20; 13/8; 89/50; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8; 17/10; 13/8; 33/20; 13/8; 8/5; 17/11; 17/11; 8/5; 13/8; 17/10; 33/20; 17/11; 17/10; 17/10; 17/10; 17/10
Plymouth; 9/5; 7/4; 17/10; 9/5; 44/25; 9/5; 17/10; 17/10; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 24/13; 17/10; 28/17; 17/10; 17/10; 7/4; 24/13; 17/10; 7/4; 7/4; 7/4
Draw; 12/5; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 43/20; 11/5; 21/10; 28/13; 9/4; 9/4; 11/5; 11/5; 11/5; 9/4; 23/10; 9/4; 23/10; 
