META; spain/la-liga-segunda/lugo-v-levante; 2017-05-30 02:18:05 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Levante; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-levante; 2017-05-30 10:18:27 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Levante; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-levante; 2017-05-30 14:18:17 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Levante; ; ; ; ; ; ; 13/8; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; 
Lugo; ; ; ; ; ; ; 19/10; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; 
Draw; ; ; ; ; ; ; 21/10; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-levante; 2017-05-30 18:17:49 GMT+3; 2017-06-02 19:00; Nothing; Xlenovo
Levante; 7/5; 29/20; 6/4; 29/20; 6/4; 29/20; 8/5; 6/4; 7/5; ; ; 31/20; 6/4; ; 6/4; 16/11; 6/4; 6/4; ; 6/4; ; ; ; ; ; ; 7/5; 7/5; 13/8
Lugo; 15/8; 9/5; 7/4; 17/10; 15/8; 7/4; 9/5; 7/4; 7/4; ; ; 7/4; 9/5; ; 15/8; 9/5; 9/5; 7/4; ; 9/5; ; ; ; ; ; ; 17/10; 17/10; 15/8
Draw; 2; 21/10; 11/5; 11/5; 11/5; 2; 11/5; 2; 2; ; ; 21/10; 9/4; ; 21/10; 28/13; 21/10; 11/5; ; 21/10; ; ; ; ; ; ; 2; 2; 23/10
META; spain/la-liga-segunda/lugo-v-levante; 2017-05-30 22:17:16 GMT+3; 2017-06-02 19:00; Nothing; Xlenovo
Levante; 7/5; 6/4; 6/4; 29/20; 8/5; 29/20; 8/5; 6/4; 7/5; ; ; 6/4; 6/4; ; 6/4; 16/11; 17/11; 6/4; 6/4; 17/11; 163/100; 32/21; 17/11; ; 8/5; ; 7/5; 7/5; 13/8
Lugo; 15/8; 7/4; 17/10; 17/10; 9/5; 7/4; 9/5; 7/4; 7/4; ; ; 17/10; 7/4; ; 15/8; 9/5; 9/5; 7/4; 17/10; 9/5; 191/100; 29/18; 17/10; ; 7/4; ; 17/10; 17/10; 15/8
Draw; 2; 21/10; 11/5; 11/5; 11/5; 2; 11/5; 2; 2; ; ; 9/4; 9/4; ; 21/10; 28/13; 28/13; 11/5; 21/10; 28/13; 11/5; 21/10; 28/13; ; 11/5; ; 2; 2; 23/10
META; spain/la-liga-segunda/lugo-v-levante; 2017-05-31 02:17:22 GMT+3; 2017-06-02 19:00; Nothing; Xlenovo
Levante; 7/5; 6/4; 6/4; ; 8/5; 29/20; 8/5; 6/4; 7/5; ; ; 6/4; 6/4; 8/5; 6/4; 16/11; 17/11; 6/4; 6/4; 17/11; 163/100; 32/21; 17/11; ; 8/5; ; 6/4; 7/5; 13/8
