META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 02:23:33 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 06:23:28 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 10:24:14 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 14:24:04 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 18:23:08 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-12 22:25:31 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 02:24:25 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 06:27:31 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 10:22:54 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 14:26:25 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 18:27:34 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-13 22:24:06 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 02:25:36 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 06:23:04 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 10:24:16 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 14:27:34 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 7/10; 7/10; ; ; 8/11; ; 3/4; ; ; 3/5; 8/11; ; 3/4; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 12/5; 23/10; ; ; 12/5; ; 12/5; ; ; 27/10; 23/10; ; 5/2; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; 21/20; ; 
Mirandes; 9/2; 4; ; ; 9/2; ; 17/4; ; ; 17/4; 19/5; ; 15/4; ; ; 4; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 18:23:40 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 7/10; 8/11; ; ; 4/5; 7/10; 3/4; ; ; 3/4; 3/4; ; 3/4; ; 3/4; 8/11; 5/7; 3/4; 8/11; 5/7; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 8/11
Draw; 12/5; 9/4; ; ; 12/5; 23/10; 12/5; ; ; 23/10; 23/10; ; 49/20; ; 23/10; 23/10; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 23/10; 5/2
Mirandes; 9/2; 4; ; ; 4; 18/5; 21/5; ; ; 4; 18/5; ; 4; ; 4; 4; 41/10; 15/4; 7/2; 41/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 22/5
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-14 22:23:43 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 7/10; 8/11; 3/4; ; 4/5; 8/11; 4/5; ; 4/6; 3/4; 3/4; ; 10/13; ; 3/4; 8/11; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 8/11
Draw; 12/5; 23/10; 47/20; ; 12/5; 23/10; 12/5; ; 23/10; 12/5; 23/10; ; 49/20; ; 23/10; 23/10; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 23/10; 5/2
Mirandes; 9/2; 15/4; 18/5; ; 4; 18/5; 4; ; 7/2; 4; 7/2; ; 15/4; ; 4; 4; 77/19; 15/4; 7/2; 77/19; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 02:25:02 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; ; 4/5; 8/11; 4/5; ; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 8/11; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 8/11
Draw; 23/10; 23/10; 47/20; ; 12/5; 23/10; 12/5; ; 23/10; 12/5; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; ; 4; 7/2; 4; ; 7/2; 15/4; 7/2; 15/4; 15/4; 7/2; 4; 4; 39/10; 15/4; 7/2; 39/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 06:21:52 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; ; 4/5; 8/11; 4/5; ; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 8/11; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 8/11
Draw; 23/10; 23/10; 47/20; ; 12/5; 23/10; 12/5; ; 23/10; 12/5; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; ; 4; 7/2; 4; ; 7/2; 15/4; 18/5; 15/4; 15/4; 7/2; 4; 4; 39/10; 15/4; 7/2; 39/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 10:22:27 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; 4/5; 4/5; 8/11; 4/5; ; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 4/5; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 8/11
Draw; 23/10; 23/10; 47/20; 23/10; 12/5; 23/10; 12/5; ; 23/10; 12/5; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; 10/3; 4; 7/2; 4; ; 7/2; 15/4; 18/5; 15/4; 15/4; 7/2; 4; 7/2; 39/10; 15/4; 7/2; 39/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 14:26:42 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; 4/5; 4/5; 8/11; 4/5; 8/11; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 4/5; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 8/11; 4/5
Draw; 23/10; 23/10; 47/20; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 49/20; 12/5; 23/10; 12/5; 12/5; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; 10/3; 4; 7/2; 4; 7/2; 7/2; 15/4; 7/2; 15/4; 15/4; 7/2; 4; 7/2; 39/10; 15/4; 7/2; 39/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; 7/2; 4
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 18:22:21 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; 4/5; 4/5; 8/11; 4/5; 8/11; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 4/5; 14/19; 3/4; 8/11; 14/19; 4/5; 3/4; 10/13; ; 11/14; ; 4/6; 4/6; 4/5
Draw; 23/10; 23/10; 47/20; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 49/20; 12/5; 23/10; 12/5; 40/17; 23/10; 9/4; 40/17; 5/2; 40/17; 9/4; ; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; 10/3; 4; 7/2; 4; 7/2; 7/2; 4; 7/2; 15/4; 15/4; 7/2; 4; 7/2; 39/10; 15/4; 7/2; 39/10; 43/10; 57/17; 39/10; ; 4; ; 7/2; ; 4
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-15 22:22:41 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
Lugo; 4/5; 3/4; 3/4; 4/5; 4/5; 8/11; 4/5; 8/11; 8/11; 3/4; 3/4; 3/4; 10/13; 3/4; 3/4; 4/5; 10/13; 3/4; 8/11; 10/13; 4/5; 3/4; 10/13; 3/4; 11/14; ; 4/6; 8/11; 4/5
Draw; 23/10; 23/10; 47/20; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 49/20; 12/5; 23/10; 23/10; 12/5; 23/10; 9/4; 12/5; 5/2; 40/17; 9/4; 12/5; 23/10; ; 23/10; 12/5; 5/2
Mirandes; 15/4; 15/4; 18/5; 10/3; 4; 7/2; 4; 7/2; 7/2; 4; 7/2; 15/4; 15/4; 7/2; 4; 7/2; 75/19; 15/4; 7/2; 75/19; 43/10; 57/17; 39/10; 7/2; 4; ; 7/2; 7/2; 4
META; spain/la-liga-segunda/lugo-v-mirandes; 2017-03-16 02:24:40 GMT+2; 2017-03-18 17:00; Nothing; Xlenovo
