META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 02:18:02 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 10:18:25 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 14:18:14 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Girona; 4/5; ; 17/20; ; ; ; 20/23; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Draw; 23/10; ; 11/5; ; ; ; 12/5; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Zaragoza; 15/4; ; 10/3; ; ; ; 7/2; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 18:17:57 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; ; ; 4/5; ; ; ; 10/11; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; 8/11; 
Girona; ; ; 6/4; ; ; ; 2; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; 19/10; 
Zaragoza; ; ; 10/3; ; ; ; 9/5; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; 3; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-30 22:17:24 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 8/15; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/11; ; ; ; ; 8/15; 4/9; 
Girona; 12/5; 13/5; ; ; 11/4; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; 11/4; 5/2; 
Zaragoza; 11/2; 11/2; ; ; 6; ; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 51/10; ; ; ; ; 29/5; 24/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-31 02:17:29 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; ; ; ; 8/15; ; ; ; ; ; 6/11; ; ; ; ; 8/15; 4/9; 
Girona; 12/5; 5/2; ; ; 13/5; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; 9/4; ; ; ; ; 21/10; 19/10; 
Zaragoza; 11/2; 11/2; ; ; 6; ; ; 6; ; ; ; ; ; ; ; 6; ; ; ; ; ; 5; ; ; ; ; 11/2; 23/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-31 10:17:27 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 4/7; ; ; 4/7; ; ; 4/9; ; ; ; ; 3/5; 4/7; ; 4/7; ; ; ; ; ; 1/2; ; ; ; ; 8/15; 4/9; 
Girona; 12/5; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 51/20; 23/10; ; 5/2; ; ; ; ; ; 23/10; ; ; ; ; 23/10; 2; 
Zaragoza; 11/2; 11/2; ; ; 6; ; ; 6; ; ; ; ; 11/2; 11/2; ; 11/2; ; ; ; ; ; 11/2; ; ; ; ; 36/5; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-31 14:17:15 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 4/7; ; ; 8/13; ; ; 4/9; ; ; ; ; 3/5; 4/7; ; 4/7; 10/17; ; 4/7; 10/17; ; 6/11; 8/13; ; 8/13; ; 4/6; 4/7; 
Girona; 9/4; 23/10; ; ; 12/5; ; ; 5/2; ; ; ; ; 51/20; 23/10; ; 5/2; 11/5; ; 12/5; 11/5; ; 37/19; 27/11; ; 27/11; ; 19/10; 9/5; 
Zaragoza; 6; 11/2; ; ; 6; ; ; 6; ; ; ; ; 11/2; 11/2; ; 11/2; 28/5; ; 5; 28/5; ; 32/5; 5; ; 5; ; 23/5; 23/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-31 18:16:52 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 4/7; ; ; 3/5; ; ; 4/9; ; ; ; ; 11/20; 4/7; ; 4/7; 8/15; ; 4/7; 8/15; 13/20; 6/11; 3/5; ; 3/5; ; 4/7; 8/15; 
Girona; 9/4; 23/10; ; ; 12/5; ; ; 5/2; ; ; ; ; 53/20; 23/10; ; 5/2; 40/17; ; 23/10; 40/17; 5/2; 9/4; 40/17; ; 12/5; ; 21/10; 19/10; 
Zaragoza; 6; 11/2; ; ; 6; ; ; 6; ; ; ; ; 6; 11/2; ; 11/2; 27/5; ; 27/5; 27/5; 59/10; 49/10; 27/5; ; 27/5; ; 31/5; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-05-31 22:16:48 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 4/7; ; ; 3/5; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 8/15; ; 4/7; 8/15; 13/20; 6/11; 3/5; ; 3/5; ; 4/7; ; 
Girona; 9/4; 23/10; ; ; 12/5; ; ; 5/2; ; ; ; ; 9/4; 23/10; ; 12/5; 40/17; ; 9/4; 40/17; 5/2; 28/13; 9/4; ; 23/10; ; 23/10; ; 
Zaragoza; 6; 6; ; ; 6; ; ; 6; ; ; ; ; 6; 11/2; ; 13/2; 113/19; ; 28/5; 113/19; 59/10; 26/5; 23/4; ; 23/4; ; 21/5; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-01 02:16:59 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 17/35; ; 1/2; 17/35; 3/5; 6/11; 1/2; ; 1/2; ; 4/7; 1/2; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 9/4; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; 27/10; 28/13; 5/2; ; 5/2; ; 23/10; 21/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 6; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 26/5; 6; ; 6; ; 29/5; 26/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-01 10:17:12 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 19/20; 4/7; ; 8/15; 17/35; ; 1/2; 17/35; 13/20; 6/11; 1/2; ; 1/2; ; 4/7; 8/15; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 37/20; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; 123/50; 28/13; 5/2; ; 5/2; ; 12/5; ; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 10/3; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 26/5; 6; ; 6; ; 4; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-01 14:17:11 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 17/35; ; 1/2; 17/35; 13/25; 6/11; 1/2; ; 1/2; ; 4/7; 1/2; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 9/4; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; 12/5; 28/13; 5/2; ; 5/2; ; 2; 19/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 15/2; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 26/5; 6; ; 6; ; 9/2; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-01 18:16:46 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 17/35; ; 1/2; 17/35; 13/25; 6/11; 1/2; ; 1/2; ; 4/7; 8/15; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 9/4; 23/10; ; 12/5; 5/2; ; 5/2; 5/2; 12/5; 28/13; 5/2; ; 5/2; ; 21/10; 19/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 7; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 26/5; 6; ; 6; ; 5; 26/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-01 22:16:32 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 13/25; 6/11; 1/2; ; 1/2; ; 4/7; 4/7; 
Girona; 9/4; 12/5; ; ; 12/5; ; ; 5/2; ; ; ; ; 9/4; ; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 28/13; 9/4; ; 9/4; ; 2; 19/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 7; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 26/5; 6; ; 6; ; 5; 24/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-02 02:16:28 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 13/25; 3/7; 1/2; ; 1/2; ; 4/7; 8/15; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 27/11; 9/4; ; 9/4; ; 21/10; 19/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 33/5; 6; ; 6; ; 5; 23/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-02 10:16:32 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 13/25; 3/7; 1/2; ; 1/2; ; 4/7; 8/15; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 12/5; 9/4; ; 9/4; ; 23/10; 2; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 33/5; 6; ; 6; ; 24/5; 23/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-02 14:16:30 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 13/25; 1/2; 1/2; ; 1/2; ; 8/15; 4/9; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 40/17; 9/4; ; 9/4; ; 12/5; 21/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; 6; 61/10; 53/10; 6; ; 6; ; 26/5; 26/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-02 18:16:28 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; ; 13/25; 1/2; 1/2; ; 1/2; ; 4/9; 4/9; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; ; 12/5; 12/5; 9/4; ; 9/4; ; 11/4; 5/2; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; ; 61/10; 53/10; 6; ; 6; ; 26/5; 33/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-02 22:16:11 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 8/15; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; ; 1/2; 17/35; 1/2; ; 1/2; ; 1/2; 4/9; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; ; 12/5; 12/5; 9/4; ; 9/4; ; 11/4; 23/10; 
Zaragoza; 6; 6; ; ; 7; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; ; 33/5; 53/10; 6; ; 6; ; 37/5; 32/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-03 02:16:10 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 1/2; 11/21; 1/2; ; 1/2; ; 8/15; 4/9; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 40/17; 9/4; ; 9/4; ; 12/5; 23/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; 6; 33/5; 5; 6; ; 6; ; 6; ; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-03 10:16:11 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 1/2; 8/15; ; ; 4/7; ; ; 4/9; ; ; ; ; 1/2; 4/7; ; 8/15; 1/2; ; 1/2; 1/2; 1/2; 11/21; 1/2; ; 1/2; ; 8/15; 4/9; 
Girona; 9/4; 12/5; ; ; 5/2; ; ; 5/2; ; ; ; ; 47/20; 23/10; ; 12/5; 12/5; ; 9/4; 12/5; 12/5; 9/4; 9/4; ; 9/4; ; 27/10; 23/10; 
Zaragoza; 6; 6; ; ; 13/2; ; ; 6; ; ; ; ; 13/2; 11/2; ; 13/2; 6; ; 6; 6; 33/5; 53/10; 6; ; 6; ; 31/5; 29/5; 
META; spain/la-liga-segunda/girona-v-zaragoza; 2017-06-03 14:16:07 GMT+3; 2017-06-04 19:00; Nothing; Xlenovo
Draw; 4/9; 1/2; ; ; 8/15; ; ; 4/9; ; 6/4; ; ; 1/2; 4/7; ; 1/2; 7/15; ; 1/2; 7/15; 43/100; 1/2; 1/2; ; 1/2; ; 4/9; 4/9; 
Girona; 5/2; 12/5; 6/4; ; 13/5; ; ; 5/2; ; 7/4; ; ; 47/20; 23/10; ; 5/2; 5/2; ; 9/4; 5/2; 27/10; 9/4; 9/4; ; 9/4; ; 14/5; 5/2; 
