META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-02 11:00:07 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-02 18:21:28 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-02 22:21:37 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-03 02:21:26 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-03 10:21:28 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-03 14:21:30 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; 11/10; 11/10; 23/20; ; 23/20; 21/20; 23/20; 11/10; ; ; ; 23/20; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; 29/25; ; ; ; ; ; 10/9; ; 
Draw; 2; 19/10; 2; ; 2; ; 21/10; 15/8; ; ; ; 2; 21/10; 2; ; 19/10; 2; ; ; 2; 21/10; ; ; ; ; ; 15/8; ; 
UCAM Murcia; 3; 11/4; 5/2; ; 11/4; ; 11/4; 13/5; ; ; ; 13/5; 14/5; 5/2; ; 14/5; 14/5; ; ; 14/5; 31/10; ; ; ; ; ; 23/10; ; 
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-03 18:21:29 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; 11/10; 21/20; 21/20; ; 23/20; 21/20; 23/20; 1; 21/20; ; ; 11/10; 11/10; 21/20; ; 21/20; 11/10; 11/10; 10/9; ; 29/25; 19/17; 8/7; ; 15/13; ; 11/10; ; 23/20
Draw; 2; 15/8; 2; ; 19/10; 19/10; 15/8; 15/8; 15/8; ; ; 2; 2; 19/10; ; 2; 9/5; 37/19; 7/4; ; 21/10; 37/19; 7/4; ; 9/5; ; 9/5; ; 15/8
UCAM Murcia; 3; 3; 11/4; ; 3; 27/10; 16/5; 13/5; 13/5; ; ; 11/4; 29/10; 14/5; ; 29/10; 41/13; 11/4; 3; ; 31/10; 12/5; 31/10; ; 31/10; ; 3; ; 7/2
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-03 22:21:29 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; 1; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 1; 1; 21/20; 21/20; 1; 29/25; 13/12; 21/20; ; 21/20; ; 20/21; ; 21/20
Draw; 2; 15/8; 41/20; 21/10; 19/10; 19/10; 15/8; 15/8; 15/8; 2; 2; 2; 39/20; 19/10; ; 2; 24/13; 19/10; 9/5; 24/13; 21/10; 37/19; 9/5; ; 9/5; ; 7/4; ; 15/8
UCAM Murcia; 10/3; 16/5; 14/5; 13/5; 10/3; 27/10; 16/5; 3; 14/5; 14/5; 14/5; 3; 16/5; 3; ; 31/10; 7/2; 3; 10/3; 7/2; 31/10; 28/11; 57/17; ; 17/5; ; 3; ; 7/2
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-04 02:21:27 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; 19/20; 1; 21/20; 21/20; 21/20; 19/20; 11/10; 1; 10/11; 21/20; 21/20; 1; 1; 21/20; 21/20; 1; 1; 21/20; 21/20; 1; 113/100; 1; 21/20; ; 21/20; ; 20/21; ; 21/20
Draw; 11/5; 19/10; 41/20; 21/10; 19/10; 19/10; 15/8; 15/8; 15/8; 2; 2; 2; 2; 19/10; 15/8; 2; 19/10; 19/10; 9/5; 19/10; 2; 2; 9/5; ; 9/5; ; 7/4; ; 19/10
UCAM Murcia; 16/5; 3; 14/5; 13/5; 10/3; 3; 16/5; 3; 3; 14/5; 14/5; 3; 10/3; 29/10; 10/3; 3; 7/2; 3; 10/3; 7/2; 17/5; 27/10; 57/17; ; 17/5; ; 3; ; 7/2
META; spain/la-liga-segunda/numancia-v-ucam-murcia; 2017-05-04 10:21:39 GMT+3; 2017-05-06 17:00; Nothing; Xlenovo
Numancia; 1; 1; 21/20; 21/20; 21/20; 19/20; 11/10; 1; 10/11; 21/20; 21/20; 1; 1; ; 21/20; 1; 1; 21/20; 21/20; 1; 113/100; 68/67; 21/20; ; 21/20; ; 20/21; ; 21/20
