META; english/championship/norwich-v-barnsley; 2017-03-11 22:20:31 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barnsley; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 02:19:36 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barnsley; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 06:19:48 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barnsley; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 10:20:25 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; ; 2/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Barnsley; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 14:20:04 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/6; 2/3; ; ; 4/6; ; 4/7; ; ; 4/7; ; ; 3/5; ; ; 4/6; 11/17; ; 4/7; 11/17; ; ; 5/8; ; ; 2/11; ; 
Draw; 14/5; 11/4; ; ; 3; ; 3; ; ; 3; ; ; 59/20; ; ; 31/10; 14/5; ; 14/5; 14/5; ; ; 56/19; ; ; 6/4; ; 
Barnsley; 4; 7/2; ; ; 9/2; ; 5; ; ; 9/2; ; ; 9/2; ; ; 9/2; 75/19; ; 4; 75/19; ; ; 41/10; ; ; 11/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 18:19:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 2/3; ; 6/10; 3/5; 8/13; 3/5; ; 4/7; 3/5; ; ; 4/7; 4/7; 8/13; 8/13; 8/13; ; 4/7; 8/13; ; ; 5/8; 6/10; ; 8/15; ; 
Draw; 14/5; 11/4; ; 16/5; 10/3; 33/10; 33/10; ; 10/3; 16/5; ; ; 16/5; 14/5; 3; 16/5; 29/10; ; 14/5; 29/10; ; ; 56/19; 14/5; ; 3; ; 
Barnsley; 5; 7/2; ; 4; 9/2; 17/4; 17/4; ; 9/2; 4; ; ; 9/2; 5; 9/2; 9/2; 43/10; ; 4; 43/10; ; ; 41/10; 9/2; ; 23/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-12 22:20:08 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; ; 4/7; 3/5; 4/7; ; 4/7; 4/7; 8/13; 4/7; 10/17; ; 4/7; 10/17; ; 10/17; 4/7; 6/10; ; 8/15; ; 
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; ; 10/3; 16/5; 3; ; 16/5; 14/5; 3; 16/5; 56/19; ; 3; 56/19; ; 33/10; 31/10; 14/5; ; 3; ; 
Barnsley; 5; 4; 17/4; 4; 9/2; 17/4; 17/4; ; 9/2; 4; 4; ; 9/2; 5; 9/2; 9/2; 49/11; ; 9/2; 49/11; ; 39/11; 9/2; 9/2; ; 23/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-13 02:20:55 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; ; 4/7; 3/5; 4/7; ; 4/7; 4/7; 8/13; 4/7; 10/17; ; 4/7; 10/17; ; 10/17; 4/7; 6/10; ; 8/15; ; 
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; ; 10/3; 16/5; 3; ; 16/5; 14/5; 3; 16/5; 56/19; ; 3; 56/19; ; 33/10; 31/10; 14/5; ; 3; ; 
Barnsley; 5; 4; 17/4; 4; 9/2; 17/4; 17/4; ; 9/2; 4; 4; ; 9/2; 5; 9/2; 9/2; 49/11; ; 9/2; 49/11; ; 39/11; 9/2; 9/2; ; 23/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-13 06:21:56 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; ; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 8/13; 4/7; 10/17; ; 4/7; 10/17; ; 10/17; 4/7; 6/10; ; 8/15; ; 
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; ; 10/3; 16/5; 3; 16/5; 16/5; 14/5; 3; 16/5; 3; ; 3; 3; ; 33/10; 31/10; 14/5; ; 3; ; 
Barnsley; 5; 4; 17/4; 4; 9/2; 17/4; 17/4; ; 9/2; 4; 4; 4; 9/2; 5; 9/2; 9/2; 22/5; ; 9/2; 22/5; ; 39/11; 9/2; 9/2; ; 23/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-13 10:19:30 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 3/5; 8/13; 3/5; ; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 8/13; 4/7; 10/17; 6/11; 4/7; 10/17; ; 10/17; 4/7; 6/10; ; 4/7; ; 
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; ; 10/3; 16/5; 3; 16/5; 16/5; 14/5; 3; 16/5; 3; 13/4; 3; 3; ; 33/10; 31/10; 14/5; ; 3; ; 
Barnsley; 5; 4; 17/4; 4; 9/2; 17/4; 17/4; ; 9/2; 4; 4; 4; 9/2; 5; 9/2; 9/2; 22/5; 17/4; 9/2; 22/5; ; 39/11; 9/2; 9/2; ; 23/5; ; 
META; english/championship/norwich-v-barnsley; 2017-03-13 14:20:55 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 10/3; 10/3; 10/3; 16/5; 10/3; 3; 3; 16/5; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; ; 3; 3; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 9/2; 9/2; 17/4; 4; 4; 9/2; 5; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; ; 9/2; 22/5; 23/5
META; english/championship/norwich-v-barnsley; 2017-03-13 18:22:09 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 8/15; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; 3; 10/3; 3; 3; 16/5; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 14/5; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 22/5; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 21/5; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-13 22:20:10 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 4/7; 6/10; 6/10; 4/7; 3/5; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 10/3; 10/3; 10/3; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 17/4; 9/2; 4; 5; 17/4; 9/2; 21/5; 9/2; 9/2; 21/5; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 9/2; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 02:21:55 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 4/7; 6/10; 6/10; 4/7; 3/5; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 10/3; 10/3; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 17/4; 9/2; 4; 5; 17/4; 9/2; 21/5; 9/2; 9/2; 21/5; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 9/2; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 06:19:41 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 4/7; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 17/4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 22/5; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 10:20:06 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 33/10; 33/10; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 22/5; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 14:22:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 8/13; 5/9; 6/11; 4/7; 5/9; 31/50; 5/8; 4/7; 4/7; 10/17; ; 4/7; 8/15; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 10/3; 33/10; 33/10; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 13/4; 33/10; 31/10; 3; 16/5; ; 3; 13/5; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 23/5; 17/4; 9/2; 23/5; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 22/5; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 18:19:46 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 8/13; 4/7; 6/11; 4/7; 4/7; 3/5; 5/8; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 10/3; 33/10; 33/10; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 16/5; 13/4; 3; 16/5; 10/3; 33/10; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 79/17; 17/4; 9/2; 79/17; 5; 39/10; 9/2; 9/2; 23/5; ; 23/5; 22/5; 24/5
META; english/championship/norwich-v-barnsley; 2017-03-14 22:19:37 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 8/13; 10/17; 6/11; 4/7; 10/17; 3/5; 3/5; 4/7; 4/7; 10/17; ; 4/7; 4/7; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 16/5; 10/3; 10/3; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 41/13; 13/4; 3; 41/13; 10/3; 17/5; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 49/11; 17/4; 9/2; 49/11; 5; 41/10; 9/2; 9/2; 23/5; ; 23/5; 22/5; 9/2
META; english/championship/norwich-v-barnsley; 2017-03-15 02:22:25 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Norwich; 4/7; 8/13; 6/10; 6/10; 4/7; 3/5; 3/5; 8/15; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 3/5; 8/13; 4/7; 6/11; 4/7; 4/7; 3/5; 3/5; 4/7; 4/7; 10/17; ; 4/7; 8/15; 4/7
Draw; 14/5; 16/5; 16/5; 16/5; 10/3; 10/3; 10/3; 3; 10/3; 3; 3; 10/3; 16/5; 14/5; 16/5; 16/5; 16/5; 13/4; 3; 16/5; 10/3; 17/5; 31/10; 3; 16/5; ; 3; 3; 3
Barnsley; 5; 4; 17/4; 4; 5; 17/4; 17/4; 21/5; 9/2; 9/2; 4; 4; 9/2; 11/2; 17/4; 9/2; 79/17; 17/4; 9/2; 79/17; 5; 41/10; 9/2; 9/2; 23/5; ; 23/5; 23/5; 23/5
META; english/championship/norwich-v-barnsley; 2017-03-15 06:19:42 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
