META; english/championship/bristol-city-v-huddersfield; 2017-03-11 22:20:11 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Bristol City; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 02:19:19 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Bristol City; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 06:19:30 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Bristol City; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 10:20:07 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Bristol City; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 14:19:34 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 13/10; 11/8; ; ; 7/5; ; 29/20; ; ; 7/5; ; ; 13/10; ; ; 7/5; 13/10; ; 13/10; 13/10; ; ; 4/3; ; ; 1; ; 
Bristol City; 2; 9/5; ; ; 2; ; 19/10; ; ; 15/8; ; ; 2; ; ; 2; 2; ; 19/10; 2; ; ; 37/19; ; ; 6/4; ; 
Draw; 12/5; 9/4; ; ; 12/5; ; 12/5; ; ; 23/10; ; ; 12/5; ; ; 5/2; 40/17; ; 23/10; 40/17; ; ; 40/17; ; ; 9/5; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 18:19:34 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 11/8; ; 11/8; 11/8; 13/10; 13/10; ; 13/10; 5/4; ; ; 11/8; 5/4; 13/10; 11/8; 13/10; ; 13/10; 13/10; ; 13/10; 4/3; 13/10; ; 13/10; ; 
Bristol City; 21/10; 9/5; ; 2; 21/10; 21/10; 85/40; ; 2; 21/10; ; ; 19/10; 21/10; 21/10; 2; 39/19; ; 19/10; 39/19; ; 15/8; 37/19; 2; ; 21/10; ; 
Draw; 12/5; 9/4; ; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; ; ; 12/5; 12/5; 12/5; 5/2; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; ; ; 9/4; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-12 22:19:48 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 5/4; 13/10; 11/8; 11/8; 13/10; 13/10; ; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; ; 
Bristol City; 21/10; 21/10; 43/20; 2; 21/10; 21/10; 85/40; ; 2; 21/10; 2; ; 21/10; 21/10; 21/10; 11/5; 39/19; ; 2; 39/19; ; 15/8; 2; 2; ; 21/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; ; 12/5; 12/5; 12/5; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 9/4; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 02:20:37 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 5/4; 13/10; 11/8; 11/8; 13/10; 13/10; ; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; ; 
Bristol City; 21/10; 21/10; 43/20; 2; 21/10; 21/10; 85/40; ; 2; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 2; ; 2; 2; ; 15/8; 2; 2; ; 21/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; 12/5; 40/17; ; 23/10; 40/17; ; 40/17; 40/17; 23/10; ; 9/4; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 06:21:30 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 5/4; 13/10; 11/8; 11/8; 13/10; 13/10; ; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; ; 
Bristol City; 21/10; 21/10; 43/20; 2; 21/10; 21/10; 85/40; ; 2; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 2; ; 2; 2; ; 15/8; 2; 2; ; 21/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 9/4; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 10:19:12 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 5/4; 13/10; 11/8; 13/10; 13/10; 13/10; ; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; ; 
Bristol City; 21/10; 21/10; 43/20; 2; 21/10; 21/10; 85/40; ; 2; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 21/10; 2; 2; ; 15/8; 2; 2; ; 21/10; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 5/2; 12/5; 12/5; ; 12/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 14:20:29 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 5/4; 27/20; 11/8; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 11/8; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 11/8; 11/8; 13/10; 5/4; ; 13/10; 13/10; 11/8
Bristol City; 21/10; 21/10; 11/5; 2; 21/10; 43/20; 21/10; 21/10; 2; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; 2; 28/13; 9/4; 37/19; 2; 21/10; ; 21/10; 2; 11/5
Draw; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 11/5; 11/5; 12/5; 12/5; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 9/4; ; 23/10; 9/4; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 18:21:39 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 11/8; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 27/20; 11/8; 13/10; 5/4; 4/3; ; 13/10; 13/10; 11/8
Bristol City; 21/10; 21/10; 11/5; 2; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 2; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 57/25; 37/19; 2; 21/10; 39/19; ; 21/10; 2; 11/5
Draw; 12/5; 23/10; 47/20; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 40/17; 9/4; 12/5; ; 23/10; 9/4; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-13 22:19:51 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 7/5; 11/8; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 23/17; 5/4; 13/10; 23/17; 27/20; 11/8; 13/10; 13/10; 4/3; ; 13/10; 5/4; 11/8
Bristol City; 21/10; 21/10; 11/5; 2; 21/10; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 2; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 57/25; 37/19; 2; 21/10; 39/19; ; 21/10; 19/10; 21/10
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5; 12/5; ; 23/10; 11/5; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 02:21:34 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 7/5; 11/8; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 4/3; ; 13/10; 13/10; 11/8
Bristol City; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 2; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 57/25; 37/19; 2; 21/10; 39/19; ; 21/10; 2; 11/5
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5; 12/5; ; 23/10; 9/4; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 06:19:23 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 11/8; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 4/3; ; 13/10; 13/10; 11/8
Bristol City; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 2; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 57/25; 37/19; 2; 21/10; 39/19; ; 21/10; 2; 11/5
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5; 12/5; ; 23/10; 9/4; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 10:19:45 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 11/8; 5/4; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 4/3; ; 13/10; 13/10; 11/8
Bristol City; 21/10; 21/10; 9/4; 2; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 2; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 57/25; 37/19; 2; 21/10; 39/19; ; 21/10; 2; 11/5
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 23/10; 47/20; 12/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 11/5; 12/5; ; 23/10; 9/4; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 14:21:44 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 13/10; 5/4; 27/20; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 69/50; 23/17; 13/10; 13/10; 4/3; ; 27/20; 13/10; 7/5
Bristol City; 21/10; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 2; 21/10; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 9/4; 21/10; 2; 21/10; 39/19; ; 2; 2; 21/10
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 11/5; 12/5; ; 23/10; 11/5; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 18:19:29 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 13/10; 5/4; 27/20; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 69/50; 23/17; 13/10; 13/10; 4/3; ; 27/20; 13/10; 7/5
Bristol City; 21/10; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 9/4; 21/10; 2; 21/10; 39/19; ; 2; 2; 21/10
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 11/5; 12/5; ; 23/10; 11/5; 12/5
META; english/championship/bristol-city-v-huddersfield; 2017-03-14 22:19:19 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 69/50; 23/17; 13/10; 13/10; 4/3; ; 27/20; 13/10; 27/20
Bristol City; 21/10; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 9/4; 21/10; 2; 21/10; 39/19; ; 2; 2; 21/10
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 11/5; 12/5; ; 23/10; 11/5; 23/10
META; english/championship/bristol-city-v-huddersfield; 2017-03-15 02:21:55 GMT+2; 2017-03-17 19:45; Nothing; Xlenovo
Huddersfield; 5/4; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 69/50; 23/17; 13/10; 13/10; 4/3; ; 13/10; 5/4; 13/10
Bristol City; 21/10; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 21/10; 85/40; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 28/13; 21/10; 2; 28/13; 9/4; 21/10; 2; 21/10; 39/19; ; 21/10; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 11/5; 12/5; ; 23/10; 11/5; 23/10
