META; english/championship/burton-v-brentford; 2017-03-11 22:20:23 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 02:19:30 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 06:19:40 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 10:20:18 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 14:19:56 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 8/5; 8/5; ; ; 13/8; ; 17/10; ; ; 6/4; ; ; 8/5; ; ; 7/4; 8/5; ; 8/5; 8/5; ; ; 8/5; ; ; 20/21; ; 
Burton; 8/5; 8/5; ; ; 7/4; ; 8/5; ; ; 7/4; ; ; 13/8; ; ; 8/5; 17/11; ; 13/8; 17/11; ; ; 28/17; ; ; 1; ; 
Draw; 12/5; 11/5; ; ; 12/5; ; 12/5; ; ; 23/10; ; ; 12/5; ; ; 5/2; 40/17; ; 23/10; 40/17; ; ; 40/17; ; ; 7/5; ; 
META; english/championship/burton-v-brentford; 2017-03-12 18:19:47 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Burton; 31/20; 8/5; ; 8/5; 17/10; 5/3; 17/10; ; 13/8; 8/5; ; ; 31/20; 8/5; 13/8; 8/5; 8/5; ; 13/8; 8/5; ; 11/7; 28/17; 13/8; ; 6/4; ; 
Brentford; 13/8; 8/5; ; 13/8; 17/10; 5/3; 8/5; ; 13/8; 8/5; ; ; 33/20; 8/5; 7/4; 7/4; 28/17; ; 8/5; 28/17; ; 20/13; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 11/5; ; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; ; ; 12/5; 5/2; 23/10; 5/2; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-12 22:20:01 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Burton; 31/20; 13/8; 33/20; 8/5; 17/10; 5/3; 17/10; ; 13/8; 13/8; 8/5; ; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 11/7; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 8/5; 31/20; ; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 20/13; 8/5; 13/8; ; 8/5; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 02:20:48 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 8/5; ; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 17/11; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 6/4; 31/20; ; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 17/11; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 06:21:47 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 17/11; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 6/4; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 17/11; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 10:19:24 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; ; 17/11; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 6/4; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; ; 17/11; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 14:20:47 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 13/8; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; ; 6/4; 6/4; 
Burton; 31/20; 13/8; 33/20; 8/5; 17/10; 17/10; 17/10; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 23/10; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-13 18:21:59 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 8/5; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-13 22:20:02 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 8/5; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 02:21:46 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 06:19:34 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 10:20:00 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 14:21:56 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 18:19:40 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 28/17; 8/5; 8/5; 28/17; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 7/4; 17/10; 8/5; 13/8; 17/10; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 22:19:31 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 28/17; 8/5; 8/5; 28/17; 7/4; 13/8; 8/5; 13/8; 8/5; ; 8/5; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-15 02:22:14 GMT+2; 2017-03-18 15:00; Nothing; Xlenovo
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 28/17; 8/5; 8/5; 28/17; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 8/5; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 9/4; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
