META; english/championship/preston-v-brentford; 2017-02-09 11:58:48 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 13/10; 13/10; 5/4; 5/4; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 6/5; 5/4; 11/8; 24/19; 16/13; 5/4; ; 13/10; 5/4; 
Brentford; 2; 2; 43/20; 21/10; 2; 43/20; 85/40; 21/10; 2; 21/10; 2; 19/10; 21/10; 21/10; 11/5; 11/5; 11/5; 2; 21/10; 11/5; 11/5; 19/10; 28/13; 21/10; ; 21/10; 2; 
Draw; 12/5; 12/5; 12/5; 23/10; 9/4; 12/5; 12/5; 12/5; 12/5; 9/4; 9/4; 12/5; 5/2; 12/5; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-09 18:21:35 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 6/5; 5/4; 11/8; 5/4; 16/13; 5/4; ; 13/10; 5/4; 
Brentford; 21/10; 2; 21/10; 21/10; 9/4; 43/20; 11/5; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 11/5; 2; 21/10; 11/5; 11/5; 37/19; 28/13; 21/10; ; 21/10; 2; 
Draw; 12/5; 12/5; 12/5; 23/10; 9/4; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 49/20; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 5/2; 40/17; 40/17; 9/4; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-09 22:20:22 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 23/20; 23/20; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5; 15/13; 6/5; 10/9; 15/13; 5/4; 7/6; 19/17; 23/20; ; 6/5; 23/20; 
Brentford; 23/10; 23/10; 47/20; 11/5; 9/4; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 47/20; 12/5; 23/10; 23/10; 40/17; 11/5; 23/10; 40/17; 49/20; 21/10; 40/17; 23/10; ; 23/10; 11/5; 
Draw; 12/5; 12/5; 47/20; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 49/20; 5/2; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-10 02:21:08 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 5/4; 23/20; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 10/9; 6/5; 5/4; 7/6; 19/17; 6/5; ; 6/5; 23/20; 
Brentford; 12/5; 23/10; 47/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 47/20; 12/5; 23/10; 23/10; 40/17; 9/4; 23/10; 40/17; 49/20; 21/10; 40/17; 9/4; ; 23/10; 11/5; 
Draw; 5/2; 12/5; 47/20; 11/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 49/20; 12/5; 23/10; 12/5; 40/17; 9/4; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-10 06:20:04 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 5/4; 23/20; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 10/9; 6/5; 5/4; 7/6; 19/17; 6/5; ; 6/5; 23/20; 
Brentford; 12/5; 23/10; 47/20; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 47/20; 12/5; 23/10; 23/10; 40/17; 9/4; 23/10; 40/17; 49/20; 21/10; 40/17; 9/4; ; 23/10; 11/5; 
Draw; 5/2; 12/5; 47/20; 11/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 49/20; 12/5; 23/10; 12/5; 40/17; 9/4; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-10 10:20:24 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
Preston; 5/4; 23/20; 6/5; 6/5; 5/4; 23/20; 6/5; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 5/4; 6/5; 15/13; 6/5; 10/9; 6/5; 5/4; 9/8; 19/17; 23/20; ; 6/5; 23/20; 
Brentford; 12/5; 23/10; 47/20; 12/5; 9/4; 12/5; 5/2; 23/10; 23/10; 23/10; 23/10; 12/5; 47/20; 5/2; 23/10; 23/10; 5/2; 9/4; 23/10; 40/17; 49/20; 28/13; 40/17; 23/10; ; 23/10; 9/4; 
Draw; 5/2; 12/5; 47/20; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; 12/5; 11/5; 49/20; 12/5; 23/10; 12/5; 40/17; 9/4; 23/10; 40/17; 5/2; 12/5; 40/17; 23/10; ; 12/5; 23/10; 
META; english/championship/preston-v-brentford; 2017-02-10 14:20:36 GMT+2; 2017-02-11 15:00; Nothing; Xlenovo
