META; english/championship/derby-v-cardiff; 2017-02-11 14:25:04 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Cardiff; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Derby; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/championship/derby-v-cardiff; 2017-02-11 18:20:18 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Cardiff; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Derby; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/championship/derby-v-cardiff; 2017-02-11 22:23:12 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 17/20; 5/6; ; 8/11; 1; ; 1; ; ; 20/21; 1; ; 19/20; 17/20; ; 19/20; 1; ; ; 1; ; ; ; 19/20; ; 1; ; 
Draw; 12/5; 5/2; ; 12/5; 12/5; ; 12/5; ; ; 23/10; 21/10; ; 12/5; 12/5; ; 12/5; 40/17; ; ; 40/17; ; ; ; 23/10; ; 11/5; ; 
Cardiff; 10/3; 16/5; ; 7/2; 3; ; 29/10; ; ; 3; 14/5; ; 59/20; 10/3; ; 31/10; 37/13; ; ; 37/13; ; ; ; 14/5; ; 14/5; ; 
META; english/championship/derby-v-cardiff; 2017-02-12 02:21:20 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 10/11; 5/6; 21/20; 8/11; 1; ; 21/20; ; ; 1; 1; ; 1; 19/20; ; 19/20; 1; ; 1; 1; ; ; 42/41; 1; ; 1; ; 
Draw; 12/5; 5/2; 11/5; 12/5; 12/5; ; 23/10; ; ; 23/10; 21/10; ; 23/10; 23/10; ; 12/5; 40/17; ; 9/4; 40/17; ; ; 9/4; 23/10; ; 11/5; ; 
Cardiff; 3; 16/5; 3; 7/2; 3; ; 29/10; ; ; 14/5; 11/4; ; 59/20; 29/10; ; 16/5; 14/5; ; 14/5; 14/5; ; ; 14/5; 14/5; ; 14/5; ; 
META; english/championship/derby-v-cardiff; 2017-02-12 06:20:03 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 10/11; 5/6; 21/20; 8/11; 1; ; ; ; 1; 1; 1; 21/20; 1; 19/20; ; 19/20; ; ; 1; 1; ; ; 42/41; 1; ; 1; ; 
Draw; 12/5; 5/2; 11/5; 12/5; 12/5; ; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 23/10; ; 12/5; ; ; 9/4; 40/17; ; ; 9/4; 23/10; ; 11/5; ; 
Cardiff; 3; 16/5; 3; 7/2; 3; ; ; ; 3; 14/5; 11/4; 14/5; 59/20; 29/10; ; 16/5; ; ; 14/5; 14/5; ; ; 14/5; 14/5; ; 14/5; ; 
META; english/championship/derby-v-cardiff; 2017-02-12 10:20:17 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 10/11; 5/6; 21/20; 8/11; 1; 1; ; ; 1; 1; 1; 21/20; 1; 19/20; ; 19/20; 1; ; 1; 1; ; ; 42/41; 1; ; 1; ; 
Draw; 12/5; 5/2; 11/5; 12/5; 12/5; 12/5; ; ; 23/10; 23/10; 21/10; 9/4; 23/10; 23/10; ; 12/5; 40/17; ; 9/4; 40/17; ; ; 9/4; 23/10; ; 9/4; ; 
Cardiff; 3; 16/5; 3; 7/2; 3; 14/5; ; ; 3; 14/5; 11/4; 14/5; 59/20; 29/10; ; 31/10; 37/13; ; 14/5; 37/13; ; ; 14/5; 14/5; ; 14/5; ; 
META; english/championship/derby-v-cardiff; 2017-02-12 14:20:07 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 1; 1; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; ; 42/41; 1; 21/20; ; 1; 20/21; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 12/5; 23/10; 23/10; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 23/10; 23/10; 23/10; ; 9/4; 23/10; ; 23/10; 9/4; 23/10; ; 11/5; 11/5; 
Cardiff; 11/4; 29/10; 14/5; 14/5; 3; 11/4; 14/5; 3; 14/5; 11/4; 27/10; 14/5; 59/20; 14/5; 14/5; 14/5; 11/4; ; 14/5; 11/4; ; 5/2; 37/13; 13/5; ; 14/5; 14/5; 
META; english/championship/derby-v-cardiff; 2017-02-12 18:19:48 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; 11/10; 42/41; 1; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 12/5; 23/10; 23/10; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 23/10; 23/10; 23/10; ; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; ; 9/4; 21/10; 
Cardiff; 11/4; 29/10; 29/10; 14/5; 3; 14/5; 14/5; 3; 14/5; 14/5; 27/10; 14/5; 59/20; 14/5; 14/5; 14/5; 14/5; ; 14/5; 14/5; 63/20; 5/2; 37/13; 13/5; ; 14/5; 14/5; 
META; english/championship/derby-v-cardiff; 2017-02-12 22:20:12 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 1; 1; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 11/10; 42/41; 1; 21/20; ; 21/20; 21/20; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 12/5; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 23/10; 12/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; ; 9/4; 21/10; 
Cardiff; 11/4; 29/10; 29/10; 14/5; 3; 14/5; 3; 5/2; 14/5; 14/5; 27/10; 14/5; 59/20; 29/10; 14/5; 14/5; 11/4; 27/10; 14/5; 11/4; 63/20; 5/2; 37/13; 13/5; ; 14/5; 14/5; 
META; english/championship/derby-v-cardiff; 2017-02-13 02:20:19 GMT+2; 2017-02-14 19:45; Nothing; Xlenovo
Derby; 1; 1; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 11/10; 42/41; 1; 1; ; 21/20; 1; 
Draw; 23/10; 9/4; 11/5; 21/10; 23/10; 12/5; 23/10; 11/5; 23/10; 9/4; 21/10; 21/10; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; ; 9/4; 21/10; 
Cardiff; 11/4; 29/10; 29/10; 14/5; 3; 14/5; 3; 5/2; 14/5; 14/5; 27/10; 14/5; 3; 3; 14/5; 3; 37/13; 27/10; 14/5; 37/13; 63/20; 5/2; 37/13; 11/4; ; 14/5; 14/5; 
