META; english/championship/blackburn-v-preston; 2017-03-11 22:20:16 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Preston; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Blackburn; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 02:19:23 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Preston; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Blackburn; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 06:19:34 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Preston; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Blackburn; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 10:20:11 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Preston; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/25; ; 
Blackburn; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 14:19:42 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; ; ; 13/8; ; 13/8; ; ; ; ; ; 13/8; ; ; 7/4; 17/11; ; 8/5; 17/11; ; ; 8/5; ; ; 5/6; ; 
Preston; 17/10; 8/5; ; ; 17/10; ; 17/10; ; ; ; ; ; 13/8; ; ; 7/4; 28/17; ; 13/8; 28/17; ; ; 28/17; ; ; 5/6; ; 
Draw; 9/4; 11/5; ; ; 5/2; ; 23/10; ; ; ; ; ; 23/10; ; ; 12/5; 11/5; ; 23/10; 11/5; ; ; 23/10; ; ; 23/20; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 18:19:38 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; ; 8/5; 17/10; 5/3; 13/8; ; 13/8; 13/8; ; ; 8/5; 8/5; 17/10; 7/4; 28/17; ; 8/5; 28/17; ; 14/9; 8/5; 13/8; ; 8/5; ; 
Preston; 17/10; 8/5; ; 7/4; 7/4; 7/4; 17/10; ; 9/5; 17/10; ; ; 17/10; 17/10; 9/5; 9/5; 17/10; ; 13/8; 17/10; ; 48/29; 28/17; 17/10; ; 13/8; ; 
Draw; 9/4; 11/5; ; 11/5; 23/10; 9/4; 23/10; ; 23/10; 9/4; ; ; 9/4; 23/10; 21/10; 23/10; 11/5; ; 23/10; 11/5; ; 11/5; 23/10; 21/10; ; 21/10; ; 
META; english/championship/blackburn-v-preston; 2017-03-12 22:19:52 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 13/8; 33/20; 8/5; 17/10; 5/3; 8/5; ; 13/8; 8/5; 8/5; ; 13/8; 8/5; 17/10; 8/5; 28/17; ; 13/8; 28/17; ; 14/9; 28/17; 8/5; ; 6/4; ; 
Preston; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; ; 9/5; 7/4; 17/10; ; 17/10; 17/10; 9/5; 7/4; 17/10; ; 13/8; 17/10; ; 48/29; 5/3; 7/4; ; 13/8; ; 
Draw; 9/4; 11/5; 43/20; 11/5; 9/4; 9/4; 9/4; ; 23/10; 9/4; 2; ; 9/4; 23/10; 21/10; 9/4; 28/13; ; 11/5; 28/13; ; 11/5; 11/5; 21/10; ; 11/5; ; 
META; english/championship/blackburn-v-preston; 2017-03-13 02:20:41 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 13/8; 33/20; 8/5; 17/10; 5/3; 8/5; ; 13/8; 8/5; 8/5; ; 13/8; 8/5; 17/10; 8/5; 8/5; ; 13/8; 8/5; ; 14/9; 28/17; 8/5; ; 6/4; ; 
Preston; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; ; 9/5; 7/4; 17/10; ; 17/10; 17/10; 9/5; 7/4; 17/10; ; 13/8; 17/10; ; 48/29; 5/3; 7/4; ; 13/8; ; 
Draw; 9/4; 11/5; 43/20; 11/5; 9/4; 9/4; 9/4; ; 23/10; 9/4; 2; ; 9/4; 23/10; 21/10; 9/4; 28/13; ; 11/5; 28/13; ; 11/5; 11/5; 21/10; ; 11/5; ; 
META; english/championship/blackburn-v-preston; 2017-03-13 06:21:38 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 13/8; 33/20; 8/5; 17/10; 5/3; 8/5; ; 13/8; 8/5; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 8/5; ; 13/8; 8/5; ; 14/9; 28/17; 8/5; ; 6/4; ; 
Preston; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; ; 9/5; 7/4; 17/10; 9/5; 17/10; 17/10; 9/5; 7/4; 17/10; ; 13/8; 17/10; ; 48/29; 5/3; 7/4; ; 13/8; ; 
Draw; 9/4; 11/5; 43/20; 11/5; 9/4; 9/4; 9/4; ; 23/10; 9/4; 2; 21/10; 9/4; 23/10; 21/10; 9/4; 28/13; ; 11/5; 28/13; ; 11/5; 11/5; 21/10; ; 11/5; ; 
META; english/championship/blackburn-v-preston; 2017-03-13 10:19:16 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 13/8; 33/20; 8/5; 17/10; 5/3; 8/5; ; 13/8; 8/5; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 8/5; 28/17; 13/8; 8/5; ; 14/9; 28/17; 8/5; ; 6/4; ; 
Preston; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; ; 9/5; 7/4; 17/10; 9/5; 17/10; 17/10; 9/5; 7/4; 17/10; 17/10; 13/8; 17/10; ; 48/29; 5/3; 7/4; ; 17/10; ; 
Draw; 9/4; 11/5; 43/20; 11/5; 9/4; 9/4; 9/4; ; 23/10; 9/4; 2; 21/10; 9/4; 23/10; 21/10; 9/4; 28/13; 21/10; 11/5; 28/13; ; 11/5; 11/5; 21/10; ; 11/5; ; 
META; english/championship/blackburn-v-preston; 2017-03-13 14:20:39 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 13/8; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 8/5; 28/17; 13/8; 8/5; 17/10; 13/8; 28/17; 8/5; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 7/4; 9/5; 7/4; 33/20; 9/5; 17/10; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 17/10; ; 7/4; 7/4; 9/5
Draw; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 21/10; 21/10; 9/4; 23/10; 21/10; 9/4; 11/5; 21/10; 11/5; 11/5; 23/10; 23/10; 11/5; 11/5; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-13 18:21:48 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 7/4; 17/10; 9/5; 7/4; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 2; 21/10; 11/5; 23/10; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-13 22:19:56 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 02:21:39 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 06:19:28 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 10:19:49 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 7/4; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 7/4; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 9/4; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 14:21:49 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 7/4; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 23/10; 21/10; 21/10; 11/5; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 18:19:33 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 9/5
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 23/10; 28/13; 21/10; 11/5; 28/13; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 23/10
META; english/championship/blackburn-v-preston; 2017-03-14 22:19:24 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 33/20; 8/5; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 13/8; 28/17; 8/5; 5/3; ; 13/8; 6/4; 13/8
Preston; 17/10; 7/4; 7/4; 7/4; 9/5; 9/5; 9/5; 13/8; 9/5; 9/5; 33/20; 9/5; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 13/8; 7/4; 47/25; 19/11; 5/3; 7/4; 17/10; ; 17/10; 7/4; 7/4
Draw; 9/4; 11/5; 43/20; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 2; 21/10; 2; 11/5; 23/10; 21/10; 23/10; 28/13; 21/10; 11/5; 28/13; 23/10; 23/10; 11/5; 21/10; 9/4; ; 11/5; 21/10; 9/4
META; english/championship/blackburn-v-preston; 2017-03-15 02:22:01 GMT+2; 2017-03-18 13:00; Nothing; Xlenovo
Blackburn; 8/5; 8/5; 8/5; 8/5; 17/10; 33/20; 8/5; 6/4; 13/8; 13/8; 6/4; 13/8; 8/5; 8/5; 17/10; 8/5; 8/5; 28/17; 13/8; 8/5; 17/10; 27/17; 28/17; 8/5; 5/3; ; 8/5; 6/4; 8/5
Preston; 17/10; 7/4; 37/20; 7/4; 9/5; 37/20; 9/5; 13/8; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5; 17/10; 13/8; 9/5; 47/25; 23/13; 5/3; 9/5; 17/10; ; 7/4; 7/4; 9/5
